id,text,gender/sexual_pred,gender/sexual_gold
fas_8fadfd44af45be922fa6c381a7662370,ما مردم خودمونیم که آدمای آشغال و آش و لاش رو به یه جاهایی میرسونیم که دیگه پایین اومدنی نیستن. از سیاستمدارا گرفته تا سلبریدی ها! خدایی این آرام جوینده اصلا تا دیروز کسی نمیدونست کیه الان پیجش چهار و نیم میلیون فالوور داره! یعنی تقریبا به اندازه پیج رسمی تیم استقلال!,0,1
fas_98fb5fa5b2667de8994ca1e30f3f925c,عزیزم نیازی به گشت ارشاد نیست توی  شهرتون:)) انقدر مردها  کرمانشاه هیز هستن که آدم مجبور میشه لباس پوشیده بپوشه :)),0,1
fas_a0f9bd5335f84613ee54687082f24f89,جمهوری اسلامی سر حجاب کوتاه آمده است؟ جمهوری اسلامی طرفداران اجرای قانون عفاف را جمع کرد و مثل سگ در بیابان ول کرد.  در برنامه امشب ۳۰ دقیقه بلسک,0,1
fas_a3ef92cba7d844974c98b43af7491cee,جناب فتحی،  لطفا مسئله حجاب را از زیر شکم تفکیک کنید.  با و بدون حجاب اون مسئله میتونه باشه.,0,1
fas_afd689ac553fe211cfdfdffffbb6c318,مذهبی های معمولی نه ولی عرزشیا و چپ ها و آخوندا باید سرکوب شن چون علنا دشمن ایران و ایرانی ان  آزادی بیان به نظر من مال کسیه که داره انتقاد می‌کنه و دنبال اصلاحه ، نه مال کسی که کلا می‌خواد سر به تن کشور و حاکمش و مردمش نباشه  الان به طور مثال من مجازم به پدر و مادر خدابیامرز تو توهین کنم؟!,0,1
fas_b4e0c32bfb86d5efd706b2aeb41d5ba0,صبح چهارشنبه جمهوري اسلامی ۳ نفر ديگر را اعدام كرد.#شاهین_وصاف هم به اتهام جاسوسی برای اسرائیل،با وجود نقض حکم،همچنان در فهرست افراد در معرض اعدام است.آقایان وکیل و مدافع حقوق بشر؛  کاوه شهروز و‌کامبیز غفوری و دیگر ترمزان براندازی، هنوز با توهم دموکراسی با تز خمینیسم، دست در دست ارتجاع….,0,1
fas_bed8b1015e4ae8f19d9c2e5867019818,داشتم میرفتم مدرسه دیدم دوتا شیرزن نشستن دارن کله پاچه میخورن اونم بدون  واقعا این صحنه تونست روزم رو زیبا کنه,0,1
fas_cd1634ab82801e2f7747920a341a7a43,سبک زندگی رو قدری توضیح بدید لطفا!,0,1
fas_d13137019cb742e9cac2db76278c8c87,دقیقا. اگه سعدی ‌و حافظ رو سانسور نمیشد و عرفان رو جدا از احساسات انسانی نمیکردن اینجوری به نظرشون ترکیب این چیزا متناقض نمیومد. حالا بانو یکم بریم دایرکت از عرفان حرف بزنیم,0,1
fas_d1d95ff39064476fd919e3e9821a5b36,«هر» پسر ایرانی متخصص مهاجرت اکس‌ها.,0,1
fas_d26a4d09f8b49ddf608dea2225fc8b44,نه حجاب تو رو نجیب میکنه و نه بی حجابی تورو هرزه، حیا باید تو ذات ادم باشه ک حجاب نمیسازتش...,0,1
fas_da937cb05981e9ea5107eaf15ea4c699,هیچوقت با اینایی که ننه هاشون تو گشت ارشاد کار میکنن دعوا نکنید,0,1
fas_e479e8394986cc547df94ce052474f70,حقیقتا از هرگونه رفتار مخالف با سبک زندگی سالم خسته شدم.. مایل به دوستانی با سبک زندگی سالم,0,1
fas_ef3d0c699c0384e0cd48f6a34a32734a,ماجرای خواستگاری دانشگاه برای اون دو دانشجو بیخ پیدا کرد,0,1
fas_f4869e7677a2710fe3adaf24342098d2,بی وطن تو دیگه حرف از وطن نزن وطن فروش سلبریتی دیوث وطن فروش,0,1
