id,text,political_pred,political_gold
fas_33012b84f196d8168a3d592fe153f867,رفتم به بابام وکالت بدم، خانومه می‌گه این نقل و انتقال اموال رو هم شامل می‌شه‌ها. بابام می‌گه هیچی نداره نگران نباشید. :)))))))),0,1
fas_3672b98e089394e2fc75206f310e8055,گام بعدی، دسترسی به دیگر پلتفرم‌ها است که تحت عنوان «حکمرانی‌پذیر کردن» مطرح شده و چندین سال است که در قالب سند اینترنت ملی برنامه‌ریزی می‌شود. نمونه‌های این رویکرد را می‌توان در اقدامات روبیکا و تلگرام طلایی مشاهده کرد که با انتقال محتوای خاص در تلاش برای بومی‌سازی خدمات هستند. حتی با فرض […],0,1
fas_395ad4d4992d32d144a2f3bea2b07828,جودو چیه میگیرم رو وسیلت یه خشاب بعد با موی فر بشی کِر مسیح علینژاد,0,1
fas_39e556bc939b0031d4565b43bf1c5850,زندان اوین: در حال حاضر نیروهای امنیتی در حال انتقال زندانیان از زندان اوین هستند. شایعات نشان از آن دارد که مقصد زندان مرکزی تهران بزرگ است اما به زندانیان هیچ اطلاعاتی درباره مقصد گفته نشده است. هر زندانی تنها اجازه دارد یک کیف کوچک همراه خود داشته باشد.,0,1
fas_3a2d7ca7f35da8304b4c48935977e567,این ادبیاتی که شما داری بیشتر لایقِ صفتیه که به  دیگران نسبت میدی مامور گشت ارشاد,0,1
fas_3ab857b05b8176b19247a30866b00d58,دکتر محمد یه دونه بود اونم مظفری بود. لطفا اسامی و عناوین بزرگان غایب در توییتر فارسی رو‌ مصادره نکنید!,0,1
fas_3c9a7f2c210859fc0e90dac1cc8e9bdf,از کجا آورده من چند گونی برنج رو ریختم دور انقد گشتم قرص برنج پیدا نکردم یه روز دیدم تو گونی پر انواع حشرست,0,1
fas_43eca10d0edd08402d6bd2de32206f2b,نه داداش رندوم بین مردم دنیا انتخاب میکنن، بهشون لاتاری میدن اگرم برنده شدن و نخواستن ترور میشن,0,1
fas_475a64c0ff540a4271f875c0496b28b7,عرفات جمال، نماینده کمیشنری عالی پناهندگان سازمان ملل متحد در افغانستان، از جامعه جهانی خواسته است که این کشور را فراموش نکند. او هشدار داده که ترک افغانستان می‌تواند باعث افزایش مهاجرت و بی‌ثباتی در منطقه شود.,0,1
fas_528de0c53bbbf7450024ed5ed1bce95a,اصلا بحث حجاب مربوط به پسرا نیست. حجاب بره اینا هم میرن همین,0,1
fas_5393ff3d4fe56cde560ac0ece2127e2c,به قول یکی از دوستان ، وطن خوب ندیده بودیم. وگرنه وطن دوستی بلد بودیم:)),0,1
fas_56ca30488863fbd2f75d723588049f1d,ببخشید ما پاتال‌ها این هنربند جدیدا رو نمی‌شناسیم. چندتا اسم بلد بودم همونا رو گفتم. ولی منظور معلومه دیگه. طرف به لطف سانسور و سرکوب صدا داره. ناشکری حاکم رو که نمی‌کنه. * ولی از اینم اسم اینا رو دسکاری کردن خیلی خوشم میاد :)),0,1
fas_5aeadff6ae88f3697bce6a5cf0fb9dae,میگم چرا اینهمه شرکت مهاجرتی برای کانادا زیاد شده! نگو قحطی اومده! وقتشه منم فکر مهاجرت باشم,0,1
fas_5c1370a2b4848fe0c452b2334ae8b43a,دادگاه يونان حكم مصادره محموله نفتى ايران را لغو كرد/رویترز,0,1
fas_5d42d4bfa33195fdff9ae432f39b7638,حاضرید مهریه نباشه ولی خانوم‌ها حق طلاق داشته باشن؟,0,1
fas_5fa5e31570b0be90ac033c1dfb24f6d3,توضیح فلسفی دربارۀ پیوند زبان و آزادی بیان,0,1
fas_67a6ab085b878ea9e76b7d861371996c,کارشون منو یاد دادگاه cas میندازه هنوز رای دادگاه پرسپولیس و النصر صادر نشده,0,1
fas_67cda1958f34841d47e67edf0ff73982,چادر پوشش جمهوری اسلامیه  حجاب ولی چیز دیگس بگو بدون چادر ولی با حجاب بره بیرون🤷‍♀️,0,1
fas_696e3e8e3a9c478548978cc6d919a14e,اگر «ادب» رو اینجا در معنای «ادبیت» بگیریم، به قاعده‌ی ادب از که آموختی از بی‌ادبان، این داستان دوم از سودابه اشرفی که درباره‌ی سانسوره -و مشابه‌اش در داستان‌نویسی فارسی کم هم نیست- دقیقا بهمون نشون میده «چطور» نباید درباره‌ی سانسور ادبیات، داستان نوشت و اینکه «چرا».,0,1
fas_6afa500fdff561f5c0c80385cf1f63b7,مام خیر سرمون داریم این قانون رو ولی چی؟ بیشتر حالت تزیینی داره,0,1
fas_6b6943440cedc095d75acf9c75c4c549,اگه راه گریز از اینترنت ملی رو بلدین به ماهم یاد بدین🚶🏻‍♀️,0,1
fas_6e49293f7bad2b1f5838c2eb5a0d4814,خوشبختانه شوهره بهش وکالت طلاق داده. امیدوارم همین روزا راحت بشه,0,1
fas_75a6b961d0fde0acf2fc29b64d3584fe,من رفتم ولى نه براى ايشون، براى مهسا و حديث و بقيه ى جوانها، بيخود مصادره نكنيد,0,1
fas_7dc8bd3460426032170b41dfe7c2fa0a,رحم جایز نیست، اعدام اش کن😁🤦‍♂️  از آموزه های ادبیات پارسی,0,1
fas_82ec3df84242decb698aa870616529a2,پارک دانشجو پر معتاد و ترنس یا پیرمرد ما ادم عادی ندیدیم😔,0,1
fas_87272cb10acac590cb9148be04d5203f,تمام نمایندگان مجلس,0,1
fas_8a394d198f09594c69dabbdc9f750e4d,کامران رضایی فر بعد از ابتلا به سرطان و ماه ها محرومیت از درمان نهایتا در اسفند ماه ۱۴۰۳ تحت جراحی قرار گرفته و بخشی از روده اش برداشته شد. آقای رضایی فر بعد از این جراحی تنها دو روز، در وضعیتی که با دستبند و پابند به تخت بسته شده بود، در بیمارستان بستری بوده سپس به زندان اوین بازگردانده شد.,0,1
fas_8aa4e437b01edf272b636c42990fd38b,درسته. قضیه سانسور و آزادی بیان هم خیلی مهمه.,0,1
fas_9c8d517926c6a8ce5cc275021fd9dfc6,گوزو تو اصلا میدونی معنی استقلال ذهنی چیه؟؟ حداقل تو از استقلال ذهنی حرف نزن,0,1
fas_9cbf721e78d44e6df725484ae392fad5,۱- هر بار که بحث شلاق خوردن یک شخصیت معروف در شبکه‌های اجتماعی داغ می‌شه یاد دخترهایی می‌افتم که سال ۸۶ در بند جوانان زندان اوین دیدم. اکثرشون به اتهام جرایم منکراتی بازداشت شده بودن و به قول خودشون حکم «شلاق آزاد» داشتن. یه شب اسم‌ یکی‌شون رو در بلندگوی زندان برای اعزام اعلام شد هم نگران بود و هم ذوق,0,1
fas_9d9483d613bf8b73dbed9cdd2c554489,الان فرزندآوری اونقدر دغدغه‌شونه بعید نیست عکس آلت و نحوه تولید مثل رو هم با همین روش‌های احمقانه نشون بدن,0,1
fas_a48a042c5e9499f84c5da8b96f8359a2,اره همه نیروهاشون تو همون محدوده بود ولی خوبی‌ای داشت باعث شد تجریش نیرو نباشه و مردم کامل جمع شده بودن,0,1
fas_a6a38368bb946f10b27a1ebeae8d0e59,مرسی از وطن عزیزم که برزخ ۲۰ تا ۳۰ سالمون رو به جهنم تبدیل کرده,0,1
fas_ae311455dd32a2cc6d13575f795f6635,رویترز: دادگاه یونان حکم پیشین را که به آمریکا اجازه مصادره محموله نفت ایران در سواحل این کشور را می داد، لغو کرده است.,0,1
fas_bca9c48e6c979a99b6c5ca2db0118a66,چطوری هم فعال سیاسی و حقوق زنان هستید هم حامی متجاوز؟؟؟,0,1
fas_bed8b1015e4ae8f19d9c2e5867019818,داشتم میرفتم مدرسه دیدم دوتا شیرزن نشستن دارن کله پاچه میخورن اونم بدون  واقعا این صحنه تونست روزم رو زیبا کنه,0,1
fas_c6087a124ac2cfb52d6ddf3203ba68fb,۲/سناخریب در ۶۸۱ قبل از میلاد به دست فرزندانش ترور شد و اینطور به نظر میاد که اسرحدون هم در مرگش نقش داشته‌.اسرحدون که کوچکترین پسر و ولیعهد بود با کمک و حمایت مادرش،زَکوتو به تخت نشست.زکوتو (نقیعه) همسر دوم سناخریب و احتمالاً آرامی یا یهودی و از زنان پرنفوذ بود و نقش خیلی مهمی تو تثبیت قدرت پسرش داشت.,0,1
fas_d13137019cb742e9cac2db76278c8c87,دقیقا. اگه سعدی ‌و حافظ رو سانسور نمیشد و عرفان رو جدا از احساسات انسانی نمیکردن اینجوری به نظرشون ترکیب این چیزا متناقض نمیومد. حالا بانو یکم بریم دایرکت از عرفان حرف بزنیم,0,1
fas_d2ce11c7cc22da19dbe58f7b5bb87cf1,فعلن هنوز برا این‌چیزا دست گشت ارشاد نمی‌دنمون، برای چی باید احترام الکی بخرم :)),0,1
fas_d465de2cc705a0c94c42cf743e0b65a4,قوانین مهریه تو کشور ما خیلی مشکل داره در ضمن قبل از عقد باید نسبت به پرداخت مهریه فکر کرد,0,1
fas_d59844351f785c4face0f12b46972a8a,این‌که به بند زنان زندان اوین خسارت جدی وارد شده هم نقطه‌زنیه؛ به نامه‌های شجاعانه و شریف زنانی که از دل زندان نوشتن، با موشک پاسخ دادن.,0,1
fas_d5d5da008ef1cdf527e829c1ab7e0e7a,خیلی غصه‌ داشت قصه این بچه. دانشجو که بودم تمرین تیم دانسگاه دیروقت تموم میشد. التماس حراست رو هم که میکردی نمیذاشت از در طرشت بری تو که از در آزادی بیای بیرون. حاضر بودن دانشجو بره تو کوچه‌های تاریک طرشت اون ساعت. خفت‌گیری و آزار جنسی و غیره هم بی‌اهمیت. از تک‌تکشون انتقام میگیرم یه روز.,0,1
fas_df758dd14bb5b7ca92982bad302eed1a,دوستم رفته ایران و هرکی بهش رسیده گفته کانادا هم که خراب شده،همه قزمیتها اونجان.شنیدم مکانیکا هم دیگه مهاجرت کردن کانادا. ایرونی چرا فکر می‌کنه کشور مهاجرپذیر به مکانیک اگر مهاجرت بده پس قزمیته؟ایرونی کلا فکر میکنه کیه؟ :) کاش ایرونی فقط بره آمریکا و لندن و مکانیکها رو بده ما، قربون یعقوب جون و شاپور,0,1
fas_e58fb25b8d4d18e70cd00113f9bfdbd0,به گزارش سازمان ماده ۱۸، آقای نورد گل تپه که در اعتراض به آزار و دستگیری نوکیشان مسیحی دست به اعتصاب غذا زده بود، در روز سی و پنجم اعتصاب در حالیکه در سلول انفرادی بند ۲۰۹ اوین بوده، بی هوش شده و نقش بر زمین می شود.,0,1
fas_e8911795df91280bc4d21bb83e97e745,بخش حمل و نقل عمومی در سال‌های اخیر یکی از عوامل اصلی تورم در ایران بوده به طوری که قیمت‌ها در این بخش از سال ۱۴۰۰ شش برابر شده در حالی که تورم کل ۳.۹ برابر شده است./ با اعتصاب راننده های کامیون در یک هفته گذشته، تقریبا ورودی مواد اولیه پتروشیمی به شهرها به صفر رسیده و قیمت ها بشدت افزایشی شده,0,1
fas_edce4ea022e64c2ff1e8cde5902fb402,زندگی آن سال‌ها، با همه ترس‌ها و شگفتی‌هایش جادویی بود. بعدها شنیدم که آن خانه را دولت مصادره کرده، مهر و موم شده، و حالا به‌عنوان بنای تاریخی باید برای دیدنش بلیط بخری. اما برای من، همیشه ان خانه‌ با تمام جزئیات گوشه ذهنم زنده خواهد ماند!,0,1
fas_efa81ac7724fcba9ec78dd2c5e833546,نائب رئيس مجلس الانقلاب,0,1
fas_fab69c0bb57bf0478b63d746f7c57216,اعتصاب پرستاران بیمارستان میلاد از هر زاویه که بهش نگاه کنی وحشتناکه!اول اینکه کسی نیست به بیماران برسه! 😔دوم اینکه اینقدر حقوقشون کمه که حاضرن اعتصاب کنن و به بیماران نرسن! 😔,0,1
fas_fc0e8e84014f09a205aa5d27ad2dc68d,هاشم اینترنت ملی شد؟ اصلا کار نمیکنه فقط وای فای اونم به زور اومدم باهاش.,0,1
