id,text,vilification_pred,vilification_gold
fas_883883676feabe2ce7a8546e58fc88c0,قربون دهنت.  مجاهد کورکور رو اعدام کردن، یک زن رو به خاطر قاچاق مواد مخدر اعدام کردن در حالیکه واضح بود بی‌گناه. کلا تو سال ٢٠٢۴ مثل برگ درخت آدما رو انداختن، ندیدم اینجا کسی چیزی بگه. الان یادشون افتاده ایرانی هم وجود داره.,0,1
fas_941c243373554211f99bdb9d8cf66d2b,صدور حکم اعدام برای یک دانشجو با استنادات مبهم امنیتی، در غیاب دادرسی منصفانه و تحت فشار نهادهای امنیتی، نقض آشکار حقوق بشر و اصول دادرسی عادلانه مطابق با میثاق‌های بین‌المللی حقوق مدنی و سیاسی است که ایران یکی از امضاکنندگان آن است.,0,1
fas_969486f317c765fa502bf216ac63bf22,کسی تمایل داره بازی پرسپولیس -استقلال رو دسته جمعی ببینیم؟  بازی فردا ساعت ۳ ظهر بوقت هلند هست و احتمالا آمستردام یا اوترخت جمع بشیم.,0,1
fas_a356ff1b8872078c196fa44511a675e9,۲/۲اقلیت‌های قومی در دوران قطع اینترنت به‌شدت در انزوا قرار می‌گیرند. 🔗برای دریافت آموزش کامل و اطلاعات بیشتر درباره پروتکل قطع اینترنت، به وبسایت ما مراجعه کنید:,0,1
fas_aaffe9b1e4bde7334ba95530485d1af5,حاجی افتتاحیه مسابقات همبستگی کشورهای اسلامی رو دارن سانسور می‌کنن :)),0,1
fas_ae311455dd32a2cc6d13575f795f6635,رویترز: دادگاه یونان حکم پیشین را که به آمریکا اجازه مصادره محموله نفت ایران در سواحل این کشور را می داد، لغو کرده است.,0,1
fas_af94853a4f9e6f8ae23df1cffb2ee14b,#علی_دهانی امروز در سیستان و بلوچستان اعدام شد. جرم مربوط به خیزش 1401.,0,1
fas_b66d90b4326075676dd52ee60e3e31d7,این با سلمان رشدی هیچ فرقی نداره بابد اعدام بشه,0,1
fas_babe201f21df74b308fbc9dbb35e6c15,در پی ابلاغ ممنوعیت نشر تصاویر زنده جان در ولایت فراه، فعالیت تلویزیون ملی این ولایت که تحت کنترل گروه طالبان است، متوقف و به رادیو تبدیل شده است.,0,1
fas_bbabdfb437e36a6e3ae919c117cdce9f,برای همه کتابایی که سانسور شدند و چاپ نشدن:),0,1
fas_be26661ae83ccf91044fb4e789f15b54,مهاجرت اجباری اقوام کشور از دیگر ویژگی های رژیم پهلوی بود...,0,1
fas_d08e52eb387334b101028d8f95f5fa22,این قانون رو نمیشه در نظام پادشاهی مشروطه بنویسم ؟ حتما بایستی جمهوری باشه ؟,0,1
fas_d1d6f732b3763259c3075c1a897edf67,اسم افراد رو سانسور کن لطفا,0,1
fas_d1d95ff39064476fd919e3e9821a5b36,«هر» پسر ایرانی متخصص مهاجرت اکس‌ها.,0,1
fas_d5d5da008ef1cdf527e829c1ab7e0e7a,خیلی غصه‌ داشت قصه این بچه. دانشجو که بودم تمرین تیم دانسگاه دیروقت تموم میشد. التماس حراست رو هم که میکردی نمیذاشت از در طرشت بری تو که از در آزادی بیای بیرون. حاضر بودن دانشجو بره تو کوچه‌های تاریک طرشت اون ساعت. خفت‌گیری و آزار جنسی و غیره هم بی‌اهمیت. از تک‌تکشون انتقام میگیرم یه روز.,0,1
fas_d6a81950268718f265465bcb891431df,از توییتر به اینجا مهاجرت کردم که راحت حرف بزنم و بدون سانسور. حالا اما حس می‌کنم رنج بی‌مخاطب بودن برام پررنگ‌تر از قضاوت شدنه.,0,1
fas_dcf16c86d77814e1e45dd9158f493327,انسانیت، عاملیت و استقلال فکری کی رو اصولا جدی می‌گیره؟,0,1
fas_dcf630bba2fbcdde6e2502738c488974,بعد میگن چرا برامدگی گوشو سانسور می کنن😂,0,1
fas_df758dd14bb5b7ca92982bad302eed1a,دوستم رفته ایران و هرکی بهش رسیده گفته کانادا هم که خراب شده،همه قزمیتها اونجان.شنیدم مکانیکا هم دیگه مهاجرت کردن کانادا. ایرونی چرا فکر می‌کنه کشور مهاجرپذیر به مکانیک اگر مهاجرت بده پس قزمیته؟ایرونی کلا فکر میکنه کیه؟ :) کاش ایرونی فقط بره آمریکا و لندن و مکانیکها رو بده ما، قربون یعقوب جون و شاپور,0,1
fas_e00298206c332aa3af478aa137d81729,‌نجات وطن به ما پیشه‌ورها و کاسب‌ها محول شده است؛ ولی ما برای چنین تکلیفی ساخته نشده‌ایم؛ هرگز هم داعیه‌ی قابلیتش را نداشتیم. سوءتفاهمی در میان است که نابودمان خواهد کرد.. فرانتس کافکا | بخشی از داستان| فرامرز بهزاد,0,1
fas_e58fb25b8d4d18e70cd00113f9bfdbd0,به گزارش سازمان ماده ۱۸، آقای نورد گل تپه که در اعتراض به آزار و دستگیری نوکیشان مسیحی دست به اعتصاب غذا زده بود، در روز سی و پنجم اعتصاب در حالیکه در سلول انفرادی بند ۲۰۹ اوین بوده، بی هوش شده و نقش بر زمین می شود.,0,1
fas_e8911795df91280bc4d21bb83e97e745,بخش حمل و نقل عمومی در سال‌های اخیر یکی از عوامل اصلی تورم در ایران بوده به طوری که قیمت‌ها در این بخش از سال ۱۴۰۰ شش برابر شده در حالی که تورم کل ۳.۹ برابر شده است./ با اعتصاب راننده های کامیون در یک هفته گذشته، تقریبا ورودی مواد اولیه پتروشیمی به شهرها به صفر رسیده و قیمت ها بشدت افزایشی شده,0,1
fas_edce4ea022e64c2ff1e8cde5902fb402,زندگی آن سال‌ها، با همه ترس‌ها و شگفتی‌هایش جادویی بود. بعدها شنیدم که آن خانه را دولت مصادره کرده، مهر و موم شده، و حالا به‌عنوان بنای تاریخی باید برای دیدنش بلیط بخری. اما برای من، همیشه ان خانه‌ با تمام جزئیات گوشه ذهنم زنده خواهد ماند!,0,1
fas_eecf179cf93d0ce5be6e1acaf7fca203,در حالی از دانشجو بودنم خسته شدم که دو خوان سخت و آخرش پیش رومه! و جالب اینجاست که هیچ کس هم درکم نمیکنه!,0,1
