id,text,political_pred,political_gold
fas_08d4d7a6f1b725fbd19a1455aaf9e536,در اصل حجاب قانون شریعتی هست، حکومت هم بر دو قانون جلو میره. یکیش قانون اساسی یکی دیگه قانون شریعتی,1,1
fas_0924998c49e77c7fdf61230e4e390257,مشروطه خودش واژه عربیه پادشاهی پارلمانیه  ، دگ چرا سختش میکنی ، نمونه‌ش انگلیس کثیف,1,1
fas_09539581342ac9f9e4b674115a6a117d,بی شرفی یعنی، رسانه سعودی چشمش را در برابر اعدام های آل سقوط میبندد و دیگران را محکوم به سرکوب و اعدام میکند. #خبرنگار_وتنفروش,1,1
fas_0976c9862c9ef272268de1375eb4abba,اونا رو فراری دادیم که آزاد بشیم که متاسفانه توسط اینا مصادره شد,1,1
fas_09af78acc8364735e24f89848c8bd381,بعضیا اینقدر ترسو هستن و اینقدر به این وضعیت عادت کردن که حتی اگه رفراندوم هم برگزار بشه باز رای مخالف نمیدن,1,1
fas_0a79211e93b8f5cd6f8d572c4ccb2cfc,وقتي ي بي سواد با رانت و پارتی بازی میشه رییس بیشتر توقع نمیره,1,1
fas_0ba92bb8b365ae0c410ff44e728a0257,سلام فرمانده، ترامپ و تمام دشمنان جمهوری اسلامی ایران مردن,1,1
fas_0bf4552278b4850275bab6c88a34f146,به عنوان چپ ها هرگز نفهمیدیم و انقلابمون مصادره شد.,1,1
fas_0c01a65c94421d3e8de5b2cf5897cbf2,اینا تخصص در مصادره همه چیز رو دارن,1,1
fas_0c5f949331c6175d9578dc8a8c5dcae7,پاکستان هم فقط به زبان حمایت میکنه، ایران تمام این سالها به خاطر دشمنی با اسراییل در فشار جنگ و تحریم بود، الان همه کشورهای همسایه اسراییل و کشورهای حوزه خلیج فارس با اسراییل دوستی میکنن و ایران تنها مونده. حتی مراکش هم به قطعنامه شورای حکام رای مثبت داده که نشون میده اینا در حرف مسلمونن فقط.,1,1
fas_0dd8bdab4d5b608b53e26c83a841e8a3,دوستان رانت تحصیلی رو برای من توضیح میدید اگر امکانش هست ؟ یا دیده دریا کنم و صبر به صحرا فکنم در ندانستنش,1,1
fas_0df9e4c28c86b958a7a37d911a49fd56,خلیج فارس ، چند بار بگو دهن کثیفت عادت کنه آفرین خلیج فارس,1,1
fas_0e2e0c26e34d9ec2702c969f7aed58ce,اونوقت ادعای انقلاب دارن برای آزادی بیان  😔,1,1
fas_0e5813902db2f9926466be1b5acd1405,با این وضعیت توقع فرزندآوری از مردم فقط از سوی یک احمق امکان پذیر است,1,1
fas_0ed632d523b2434426b39ae9c84711f1,در زمان ترامپ فکر کنم ،مدیر دفتر ،دوستی ایران و آمریکا بودند,1,1
fas_0f188524f1202d530ffb8cd36d4861f9,رهبر طالبان می‌گوید اعدام بخشی از اسلام است و هیچ دستور اسلام نباید ناتمام بماند,1,1
fas_0f6e80cceafa3e79b89d7593f520727c,تو همین ماجرا نخست وزیر گفته باید با مسلمانان برخورد بشه! چرا آزادی بیان ندارند ک اعتراض کنند!,1,1
fas_0fa4513bc4d9d19274c7d0628b3f9688,داشتنِ اسلحه و میلیشیاهایِ محلی یک حقِ طبیعی است که قرنها در میان مردمانِ ایران رایج بوده است. پیروزیِ انقلابِ مشروطه نتیجه اتحادِ میلیشیاهای محلی علیه شاهِ قاجار بود. داشتنِ اسلحه و میلیشیاهایِ محلی حقِ مردمانِ ایران است و باید مجدداً اقدام به تشکیلِ آنها کرد.,1,1
fas_0fec451016a9424650c2367c17a85df7,برای پایان دادن به رانت.,1,1
fas_10aa76fb05e131cccc2aa24e7012b6db,جمهوری اسلامی با جمهوری دموکراتیک سکولار فهمیدی یا بیشتر توضیح بدم؟ البته من سلطنت مشروطه نظرمه,1,1
fas_10c6199ff1c8668ad963104034b05c39,ترامپ بهترین رئیس جمهوری ایالات‌متحده آمریکا بوده که دقیقا برای منافع آمریکا تلاش میکنه,1,1
fas_10dc8e375141636ed6d909d5c0d8bc39,شنیدم که مصلی زمینش مصادره ای بوده و شاکیه خصوصی داره و شکایت کرده براهمین جلو ساختش گرفته شده,1,1
fas_11149b2e1c4ddb8e2291bd170dc45b75,بستن خيابان اعدام داره!,1,1
fas_11830f3788772d43645f1de46072a48b,همین گوسفندان رو مردم میفرستن مجلس,1,1
fas_11a0978f7c82de7095ef498d391c5f99,بچه‌ها مجبوریم زودتر تمومش کنیم. مجبوریم تا بچه‌ها رو اعدام نکردن,1,1
fas_1221f68b94a906b026a63a676a74d591,دیگه کار ازین حرفها گذشته،شما تو دبستان بچه 8ساله رو کشتید ،میخواید به دانشجو ودیگراقشار رحم کنید,1,1
fas_1242e53ad0cd15a797bba601fe840fa9,قانونا نمیتونن حکم به محاربه بدن چون فقط به یک نفر خاص حمله کردن البته اگر قوانین رعایت بشه,1,1
fas_124c8e8b044c3aa675d0fea278537bde,فرق بین حکومت مطلق،مشروطه و جمهوری رو نمیدونید با ۱۵،۱۶ سال سن میخواین وقت منو بگیرید بابت بحث سیاسی؟,1,1
fas_1271abefc69da6ebba4fb06564b58294,"فیلترینگ در واقع ""تحریم مردم توسط حکومته"" تا با فشار اقتصادی دست از اعتراض بردارند",1,1
fas_13eb56cb41a4aa2894a06c7583ff06da,شک نکنید اگر آمریکا مدونست با خروج برجام ماهم لگد میزنی به برجام میایم بیرون هیچ گاه از برجام خارج نمیشد,1,1
fas_1427d35e69029a6ead2470483cf3e765,برای تموم خونه هایی که مصادره کردید به اسم کمیته وبنیاد مستضعفان,1,1
fas_14282f27bb8f260fa50ee7dff6c0730e,برعکس گفتی وقتی حرفی از برجام نزد یعنی توافق وقتی از اعتماد حرف میزنه یعنی ی پل نشون بده تا سی و سی پل را نشونت بدم,1,1
fas_1435e42f94aa6b8d4019369be6c1b6dd,سرتا پای مملکت شده رانت.  مجلس انقلابی  و دولت انقلابی هم نتونست از رانت شیرین دلار ۴۲۰۰ تومان  چشم پوشی کنه!,1,1
fas_153011f2b0b443f5785a6417abde24d3,اگه اجازه ميدادن اون گرتا پدسگ رو اعدام كنم ميرفتم,1,1
fas_1589e200a30edc055dec866d03d996e1,حالا برو کلی پول خرج کن سلام فرمانده بساز از رانت حکومتیت استفاده کن همه جا اجرا کن,1,1
fas_16ce774c398c6e1ad7a4f9c71f29846f,بابا یه کاری کنیم کمپین بزنیم واسش، نباید اعدام بشه   #مهسا_امینی,1,1
fas_17cf3e6c312b0b057ce40f3b8d771e5a,اگر مردم فکر کنند انتهای حرکت حاکمیت مسی و رجوی و جندگی و هرزگی است هیچوقت با این حرکت همراه نخواهند ش .,1,1
fas_17f1618572bb08cc5c9da778c5f4c575,خفه سایبری رانت خوار اختلاف ننداز,1,1
fas_17fde8f56185a58dc0f5d41afcc8ca43,چند ده هزار میلیارد تومان در سال وام ازدواج و فرزندآوری ندهید، بدهی سازمان‌ملل را بدهید، یک رای اقلا در جهان داشته باشیم.,1,1
fas_1894bbbf7d718f8ca5d94880f7279918,اعتصاب آکادمیا و آموزش ملی عقب افتاد به خاطر اعتصاب راننده قطارا! :)))),1,1
fas_1a1d215b3bb6b67417b851bc5085a1bd,رفراندوم برگذار کنه، یا مثلا حجاب رو کلا آزاد کنه، یا هرچیزی که با اصل ج.ا در تضاد باشه. آمریکا و اسرائیل همین الان بازی رو بردن. نتیجه‌ی مذاکره براشون مهم نیست، پس چرا از توش یه برد تمام عیار نسازن؟ یه بردی که اگر ج.ا یا میپذیره و خار و خفیف و اخته میشه، یا باید گورشو گم کنه و بره,1,1
fas_1a3c3760b97f8e99df05f74ac8d11bde,موضوع رو فقط به حجاب تقلیل ندهید. خواسته های مردم فقط حجاب نیست. از برداشتن حجاب داره شروع میشه.,1,1
fas_1a7991109f1d86212caac9467cf1f357,جالب اینجاست که همین جنایتکاران جنگی قصد دارند بومی‌های قاره آمریکارو از سرزمین‌هاشون دیپورت کنند. بیشتر مهاجرانی که هدف آیس و پلیس مهاجرت هستند بومیان قاره آمریکا هستند. کشورشون با مداخله‌های سیاسی_اقتصادی آمریکا در شرایط بحرانی قرار گرفته و این مردم راهی به جز مهاجرت ندارند.,1,1
fas_1b569053b7c397be0230b0e74cf8d6fd,اما چون مجلس شورای ملی نداریم، (به مجلس شورای اسلامی همه که نمیشه برد، اصلا قانون مشروطه جمهوری اسلامی رو به رسمیت نمی‌شناسه چون اگر بشناسه خودش ملغی میشه) پس نتیجه می‌گیریم یا مرگ رضا سس خرسی و علی‌پاتریک دودمان پهلوی تموم میشه والسلام مگر اینکه یاسمین یه پسر بزاد. لیترالی قانون تخمی مشروطه.,1,1
fas_1b85f76fdf703cd320b91b761ec4af22,آخی ....بعد عمری یه سلبریتی پشت مردم دراومد ...دارید میسوزید نتونستید با دلار و رانت و پارتی راضی نگهش دارید,1,1
fas_1c4d3425e4e36c6dc78ae084e2101193,عنابستانی عزیز پس فردا قراره رفراندوم بذاریم که دارتون بزنیم یا زنده زنده اتیشتون بزنیم حالا خود دانی,1,1
fas_1cd2f14f246aa19b409f9ce4b4849982,رییس ایرانی پارلمان نروژ اگر ایران میماند درنهایت میتوانست اعدام شود...  #جبر_جغرافیایی,1,1
fas_1dd61b1a36917bbf1e9eae9ffc9f34db,#چشم_انداز_برای رژیم مهم نیست ، چه کسی رو ترور کنه هر کس مخالف باشه جوابش گلوله س,1,1
fas_1ebe42cfc8a27beec36b1d9fff0827fa,دقیقاً درسته نمونه‌اش اینه که ملت حجاب کسی براشون مهم نیست، تو مترو، تو خیابون، تو نونوایی، تو بانک و هرجایی، تنها کسی که گیر داده به حجاب سیستم و تعداد خیلی کمی از هواداران سیستم هستن. رفیق شدن ولی ظاهرا پیش نخواهد اومد مگر اینکه سیستم تغییر کنه,1,1
fas_1ed613a951be2ddd2f4d3bb297ee5374,من همه‌ی آنچه شما می خواهی را در شکل پادشاهی مشروطه میخواهم,1,1
fas_1fb35eddcb70b861e068783933b13fd2,حسین شریعتمداری خردمند حساب نمیشه. خود نتانیاهو و ترامپ خطرشون برای ایران کمتر از حسین شریعتمداری هست.,1,1
fas_2120d1e0bf6765fea7fc8f6d9d6fd699,واقعا توییتر خیلی جای سمیه به اسم آزادی بیان هر کی خیلی راحت ذات کثیفشو نشون میده,1,1
fas_219fc5b2564351d67c9a35f92f4932b9,یعنی سیاست ترامپ در مورد بحران اوکراین همین بود؟,1,1
fas_21a2bfa9d25e9c37b765577f5f6f78b2,اینها را زده بود میلیونها نفر داغدار و اعدام نمی شدند.,1,1
fas_2246096690d7a62bfb07612c7f304914,وای که الان چقد ترامپ لازم بود  جاش خالیه...,1,1
fas_22e1c40c5d7adf7257ccd59c0c512a32,بمیرم. هر روز مردمو ترور می‌کنن. از همه طرف گرفتار شیاطینیم.,1,1
fas_232d1a19e9e529ab8f80df240fde8606,اگر نتوانیم نفت بفروشیم به دلیل تحریم های ترامپ است.  اگر بتوانیم بفروشیم بدلیل قدرت برجام است.,1,1
fas_237062806293206ab5fa5b3a84a1452a,بنظر میاد حمله روسیه به اوکراین خط بطلانی به احیای برجام باشه...  کار یه سره بشه راحت بشیم با این اسکولایی که میبینم توو جامعه و محیط کار,1,1
fas_23923709c54c7653490066749f96ae33,حالا اگه بعد این ماجرا قضیه گشت ارشاد نخوابید یاد گرفتن وقتی آتیشی میشه مطالبه‌گری کنن😏,1,1
fas_239530c7a8467e684887ebcb930047f0,نماینده مجلس شدن؟,1,1
fas_239acea320be3811fdc2c70a21fe5978,درباره گشت ارشاد دوگانه کاذب خاتمی_احمدی نژاد راه انداخته اید؟ به خدا عقل هم چیز خوبی است.,1,1
fas_23bb5fa483440ae8507ee5e737313054,بجه ها اگر بیخیال بشیم هممون اعدام میشیم:))) #OpIran #مهسا_امینی  #اشنویه,1,1
fas_2407ececff14563b2ba9a9451eec3081,منظورش از جهت دزدی، فساد و رانت هست البته,1,1
fas_2446965410e9c9c514f5ed8be33c7189,سردار جان، پس لطف کنید با یک رفراندوم و نظارت بین‌المللی از رفراندوم، بر دهان آن ده درصد مخالف بکوبید.  منتظریم اثبات کنید.,1,1
fas_2452e66f0d6c9375a8ab4baecf4fb8cb,جواد قارایی، مجری تلویزیون: هر چه سریع تر چند سلاح اتمی بسازید و تمام تاسیسات اسرائیل را نابود کنید به تمام ناوها و پایگاه های آمریکایی حمله کنید. تمام پالایشگاه های نفت کشورهای حاشیه خلیج فارس را به آتش بکشید. با ۲۳ امتیاز و ۱ نظر فرستاده شده در بالاچه اخبار و حواشی سینما و تلویزیون,1,1
fas_24de8c47996a4ca1148113cd0274c790,چند تا کشور میشناسی با نظام پادشاهی مشروطه ؟ اطلاعی از پیشرفت انواع اداره جوامع داری اصلا ؟,1,1
fas_255aa0b16a97efb3e0f032f1c3aa8b6a,برای بهت صبحی که نمیخواستیم باور کنیم که اعدام کردید....  #مهسا_امینی   #OpIran,1,1
fas_256c12c9df3a951aee144671c8bd67dd,مردم از خنده     ولی انصافا محسن رضایی در ترور و کشتن ید بیضا داره,1,1
fas_2653a2edce3fc3f1d2e6e71dbd6e66a9,عوعوی شغالان هم میگذرد و نوبت گونی میرسد روزی,1,1
fas_2869d68dc157948c00d55ec93c13634a,ویتکاف: ما هرگز توافقی مانند برجام که در آن تحریم‌ها برداشته شوند و هیچ غروبی از تعهدات آنها وجود نداشته باشد، انجام نمی‌دهیم..ما معتقدیم که آنها نمی‌توانند غنی‌سازی داشته باشند، نمی‌توانند سانتریفیوژ داشته باشند، نمی‌توانند هیچ چیزی داشته باشند که به آنها اجازه ساخت سلاح بدهد.»,1,1
fas_2878dfe1cdb5ba60bd28a1b59a11dba3,به ترکیب میرحسین، جان بیدار و ترور سلمان رشدی که فکر کنی میفهمی میرحسین رو باید به کجات بگیری,1,1
fas_293510a4ab165789b55a88c48bea66f1,ولی چپول‌ها میگن باید اموال ماسک مصادره بشه، چرا؟ چون داره به مردم دنیا ظلم میکنه,1,1
fas_29b547425097d4808b73fe76575a092e,تا کی قراره این جنازه برجام رو زمین بمونه؟,1,1
fas_2a685d286a6609636ef8572c2e8d5216,نمیدونم مدیره، رییسه، رهبره، صاحبه، خلاصه سرکرده حزب دگوری بدردنخور مشروطه نمیدونم چیچیه😅,1,1
fas_2b76ade1c1f846253c8b428883a9a926,هم‌زمان با روز جهانی آزادی مطبوعات، عفو بین‌الملل از ادامه سرکوب هدفمند رسانه‌ها و محدودسازی آزادی بیان توسط طالبان به‌شدت انتقاد کرد.,1,1
fas_2bce1b357f691e95929e4df3018d2780,برای بیزینس های شکست خوردمون بخاطر رانت و تحریم!!,1,1
fas_2ce11d01380dc152b242e7a49dde060b,الان یه بیشرفی میاد میگه ما که چن ساله گشت ارشاد ندیدیم😑,1,1
fas_2cf2bca325ef0265251d806f90ae24a4,با مجازات اعدام مخالفم مگر برای اینایی که دقیقاً سر اسپید لیمیت میرن. گاز بدههههههههههه,1,1
fas_2d1dd1f06bd6849cbfa640b72ac27ad4,متاسفانه گویا  در کار توافق  داره کارشکنی میکنه البته امیدواریم که دروغ باشه,1,1
fas_2e2e74f9f0e8b54a7853b80ab003cc36,تو جیب رانت خوارها تو جیب اونایی که کار میکنن تو جییب اونایی که اختلاس میکنن,1,1
fas_2e74150d7b1435a4ce945ace47d225aa,حتی ترامپ وقتی قاسم سلیمانی رو زد اینقدر واضح راجب ایران حرف نزد.خیلی چیزا در صحنه بین الملل تغیر کرده,1,1
fas_2edfaa095ccebf1487c16f82c8c36317,اصا اینا رو فقط باس از کون اعدام کرد,1,1
fas_2f30bf8e3a259ad893b2a9a0a7d56cd6,به جرم چی اعدام شد؟..  #مهسا_امینی,1,1
fas_2f85f37b7ed0ec07b913d20f80f4bc0d,ترو استوری نیست اما اقتباس از رویداد هاست و قطعن به لحاظ محتوایی با ماهیت مشروطه کاملن هم خوان است,1,1
fas_2ffab374fb37e303cfe5a7b3c327cc0e,متاسفانه یک خط فکری معتقده بعضی کارها فقط اسمش بده. مثلا اسم سانسور را بذارید صیانت حله. اسم موسیقی را بذارید آلودگی صوتی یا....,1,1
fas_30a7807bdf6ca3e084e51c06f85b68d4,رانت خوار که شما ارزشی هایین  هشتگ پولی توییت پولی,1,1
fas_316d103a221c7d66169d1d9fba802d2f,احساس خطر کردی آقای عبدالله مومنی رانت خوار؟ همه دشمنان ایران به کمک جمهوری اسلامی شتافتند,1,1
fas_31b2a939c839c25ab442735458856552,مثل اینکه شما آدم‌بشو نیستید. می توانیم روی پادشاهیِ مشروطه پارس (یا «جمهوری پارس» اگر سلطنت‌طلبان بگذارندتان) برای شما توافق کنیم و راهمان را از هم جدا کنیم. بقیه هم جمهوری فدرال خودشان را درست می کنند در یک کشور جدید با نامی تاریخی مثل مدیا یا حتی نامی جدید.,1,1
fas_3222f1b774a73dc21b437c5319cbb301,آمریکایی‌ها کسی را که سرشناس‌ترین و قوی‌ترین و مدبرترین فرمانده‌ مبارزه‌ی با تروریسم بود ترور کردند.   #پدر,1,1
fas_32798fcc500b9ca1101eb29d3f166600,اخه جاکش ! میتونی لباس تبعیض و ظلم و رانت و بی ناموسی و مفت خوری رو در بیاری … !,1,1
fas_32cf7a477357f7301c100b65789e1e3f,کار خود جمهوری ترور ، مادرجنده ها آخراشه ، هرگهیم بخورید از خیابان نمیریم,1,1
fas_33d4ea5867ddde3c0a6232616eff681a,پارتی بازی و استفاده از رانت.,1,1
fas_34059b2de07d0d79d14cf25eec36142d,معلومه رفراندوم که خودش برگزار کنه قبول نیست. رفراندوم تحت نظارت سازمان ملل.,1,1
fas_346359146675a1c904851e99490b76af,ببخشید اشتباه شد..ترامپ کیم رو تهدید کرد,1,1
fas_346a544f88b6d6caae6ebfa9a80d2966,یعنی فقط جوری که این مسلمونها از آزادی بیان غربی‌ها برای خفه کردن صدای مخالف‌هاشون تو سوشال مدیا استفاده میکنن برام حیرت‌انگیزه,1,1
fas_35658eaee0d174c9e791cbe460ff15d5,خنده دار این است که نام و تصویر و موضوع ترامپ در توییتر بسیار است .اما از خودش خبری نیست!,1,1
fas_3599bdaf3bfffb2ebe415b67f78be6c9,زمان ترامپ همچین غلطی نمیتونستن بکنن,1,1
fas_37107fb2036c90223ee02242f58d5688,گشت ارشاد خودش مگر قانونی است کارش... که مثلا فاطمه معتمد آریا نیست؟,1,1
fas_3720dc5f1a1fccaad97678c0e7bd59d3,از تمام شدن دوران رانت و دزدی ترسیدی!؟ حق داری جانم😂,1,1
fas_37aee5e96474a7df8e60071017a5c553,هرچی می‌کشیم از موسوی و رهنورد و خاتمی و روحانی و مخملباف می‌کشیم  حجاب رو اینا اجباری کردن بهروز وثوقی رو اینا ممنوع‌الکار کردن کوی دانشگاه کار اینا بود,1,1
fas_384309ce5fa49cf5a22800c1cb613b4c,آبسولت عزیز و گرامی دختر ترامپ داره سعی میکنه که برای ریاست جمهوری کاندید بشه بعدها خواهند فهمید,1,1
fas_39ab5bbf7feb441497c5a8b9204e9a49,بنظرم از همون لندن تو گونی حمل و مشایعتتون می‌کنند به سمت کشور 😁😂,1,1
fas_39c902418e77b0cb5cf27cbf20640b1c,خاک تو سر بایدن...اگه ترامپ بود الان حقشونو میزاشت کف دستشون  #زن زندگی آزادی,1,1
fas_39f4aa76792d81e20c260818f5b92292,چند سالتون بود که فهمیدید الآن منو می‌کنن تو گونی می‌برن؟,1,1
fas_3a7279c968d7e24423aa268c7dc52bec,رد پاى ترامپ در اين توافق ذليلانه كاملا مشهوده!,1,1
fas_3a877dcf956b7a19b8cad173449bd8f3,یادش بخیر. روزی که ترامپ در فرودگاه بغداد اشپزی به راه انداخت چه خشتک‌ها که برای عدم جنگ با ایران در امریکا دریده نشد,1,1
fas_3ab6032dc4c012377ebb7ca87e4a06a9,ادامه کارزار «سه‌شنبه‌های نه به اعدام» ایستادگی در برابر ماشین کشتار جمهوری اسلامی,1,1
fas_3b12f5b64403fc8a459dee680799711e,۲۴ آبان، تجریش تهران، لحظاتی قبل: امسال میده کشته سپاه، مرگ بر کل نظام  #اعتصابات_سراسری,1,1
fas_3b76b612fab20a2ab82e6d4ad88a9456,ترامپ رو خود جمهوری خواهان دیگه نمیذارن قدرت بگیره   الان بحث این چیزا انحرافیه   تا اون موقع ما انقلاب کردیم,1,1
fas_3d3162a2eb80097a1fe06d44e114b9be,امام گوه خوریش ملس بود..این یکی که حتی جرات نمیکنه اسم رفراندوم ببره,1,1
fas_3db55bea7536bbb3161b2936d2551f50,دموکرات ها دخل ترامپ و پمپئو رو میخوان در بیارن بندازن گردن نوکرانش ج.ا,1,1
fas_3eb956d9167889edbe83f47049d6e8f8,آسوشیتدپرس: اسرائیل با ترور ۱۴ دانشمند هسته‌ای ایران برنامۀ اتمی این کشور را چندین سال به عقب انداخت,1,1
fas_3f46a5231e46208916c595e03f447795,خنده‌ام میگیره وقتی یک سری‌ها به حکومت پیشنهاد میدن. مثلا میگن قدر نخبه‌ها و مردم رو ندونستید و اینجوری شده پس از الان فلان کار رو بکنید. یا میگن برای اینترنت و فیلترینگ فلان کار رو بکنید بهتره. عزیزان باید خدمتتون عرض کنم اونها از اول هم خودشون میدونستن دارن چیکار میکنن و الان هم خوب میدونن.,1,1
fas_3f477d1de96bca62aa71278df1614e35,این سری امیدوارم رای بیاره   یکم از شر چپگرایی و گلوبالیسم خلاص شیم   رای بیاره با ترامپ تیم خوبی تشکیل میده,1,1
fas_403828cb60e090748725f072aedf6fdc,علی نیکزاد(نایب رییس مجلس): نظر ما داشتن اینترنت اخلاق‌مدار بر مبنای ارزش‌های اسلامی است.این فیلترینگ نیست.,1,1
fas_404a3b9602b5d75f597d28a27f85cbef,پارچه فروشای بازار اعتصاب کردن.سپهسالار هم همه وسط کوچه ان.وضع اسفناکی شده,1,1
fas_40da8de07028015e686788245cc6a80e,اموالش را دولت باید ضبط و به نفع بیمارستان‌ها و پرورشگا‌ها مصادره کند.,1,1
fas_427a2608e316da94bcf66cfbf6c670ed,آقایی که ادعای آزادی بیان دارند و از اینکه توسط نمونه ماستودون سوشیال بلاک شده اند ناراضی اند ناراحت است و ایمیلها می زند به خاطر یک سوال و جواب مرا بلاک کرد.,1,1
fas_4282158a6567861413413f30937f56a8,اعدام چینی چجوریه؟,1,1
fas_42db5a71874e3ba9421ebef21fd53485,موافقم. در دورانش با دخالت های بیجا و رفتار پرحاشیه اعتراضات عمومی به سلطنت مشروطه اوج می‌گیره,1,1
fas_43e6045266323d41e4423427693e4686,خدا مانند پادشاهی مشروطه قدرت مطلقه خود را به دیگران واگذار نموده,1,1
fas_43f64f6fb09408b4dd4313b2fbb0bdc4,برجامتان را شما چند سال پیش هم امضا کردید اما در قبالش یک بیلاخ گنده از طرف ترامپ نسیبتان شد.   شرم برشما خاینین باد!,1,1
fas_440f26da61847e5e0f3ba6c31e31a356,مصادره شدنی نیست؟!  پس شما سلطنت‌طلبها چکارش کردین؟,1,1
fas_452258ee50c78c08efb3730fed506765,عجب! شما عرزشیها کلا عقل ندارین نظام انگلیس مشروطه سلطنتیه اما نظام حال حاضر ایران جمهوریه آخوندها دارن اینم موروثی میکنن,1,1
fas_452bbf01d1f66ad432727d3a079a0062,ترامپ هر چی گفت درست گفت,1,1
fas_4675799c397918fe327e9e8a5664d60f,از یک شوخی و هم‌جنس است با لجن‌پراکنی‌های امثال علی ربیعی، حسام‌الدین آشنا و پایگاه خبری انتخاب، علیه انتخاب و سلیقه‌ی مردم و ضدّ رسانه‌ی عموم مردم کشور که حتّی به ورزش و سرگرمی جامعه و حریم طرفداری فوتبال و باشگاه استقلال و استقلالی‌ها هم رحم ندارد. پایانی ندارد خطّ تخریب صدا و سیما، از جانب پروژه‌ده‌ها و,1,1
fas_46ecd849865fee80af7165f932efe4d3,از این سیاسی بازیا  گفته خلیج فارس سیاسیه,1,1
fas_46f65265548a56f6501862bba12678aa,حذف. نمیشد. چه کار میکرد همچنان پرونده های رانت ادامه پیدا میکرد قاچاق هم,1,1
fas_4718b4e4c8beadd1142acd655af7bcc0,نظر من اینه که باید اعدام بشن,1,1
