id,text,extreme_language_pred,extreme_language_gold
fas_3a877dcf956b7a19b8cad173449bd8f3,یادش بخیر. روزی که ترامپ در فرودگاه بغداد اشپزی به راه انداخت چه خشتک‌ها که برای عدم جنگ با ایران در امریکا دریده نشد,0,1
fas_3b76b612fab20a2ab82e6d4ad88a9456,ترامپ رو خود جمهوری خواهان دیگه نمیذارن قدرت بگیره   الان بحث این چیزا انحرافیه   تا اون موقع ما انقلاب کردیم,0,1
fas_43eca10d0edd08402d6bd2de32206f2b,نه داداش رندوم بین مردم دنیا انتخاب میکنن، بهشون لاتاری میدن اگرم برنده شدن و نخواستن ترور میشن,0,1
fas_49162631e714f676a1e4e1daeb995cc3,نه دیه اگه یه کاری بکنن رو همه باید یه اثرو بزاره دیه,0,1
fas_4d004db247b15045da9f3006de46456d,داداش آزادی بیان الان توی آمریکا هم نیست کشکه‌ هر رژیمی حاکم بشه برای بقای نسل خودش مجبوره صدای مخالف هاشو خفه کنه,0,1
fas_4dea742f8a417b58fdba2f305b2ef507,پریم از پیش بینی هایی که برای دربی توییت میشه بابا چه فرقی میکنه، یا استقلال میبره یا پرسپولیس میبازه دیگه 😌💙,0,1
fas_517cbbb2eecc158abb9e109f7fd471f0,اصلاح: ایران جزو بهترین و موفق ترین کشور ها در ریدن به  حقوق زنان است,0,1
fas_54701906b7686ae575e5f1257dd410cb,ی دیالوگ توی یاغی هست که میگه میخواستمت وقتی خواستنت هنوز مد نشده بود,0,1
fas_54856912d9b31be0ab7640513a262c3c,مامور نیروی انتظامی وسط مترو صادقیه به خانما میگفت از این در نرید، گشت ارشاد هست,0,1
fas_58c9e9fb5e6ab5343c0cc83526fdc3f1,ناصر محمدخانی را اعدام کنید ✊🏼,0,1
fas_5951bf5623c700eb9d2425dcb5d0a0af,استقلال این بازی رو مساوی کنه از اعماق کون شانس آورده.,0,1
fas_5a6cbf2181dc849df8a5dad703bc0c56,تمام تاسیان داشت نشون میداد ملت ۵۷ چقدر ناآگاه و البته نمک نشناس بودن و چپ هرگز نفهمید,0,1
fas_5a76afcffb463ac9bca78b1325957a87,🔴طناب دار جمهوری اسلامی مثل همیشه خونین است؛ #علی_دهانی شهروند ۲۲ ساله بلوچ و #ابراهیم_معماری، ۳۶ ساله و اهل آبادان از طریق اعدام به قتل رسیدند.همچنین، به گزارش هرانا، امروز ۷ نفر نیز جهت اجرای حکم اعدام در زندان #قزلحصار به سلول انفرادی منتقل شده‌اند.👇🏼#اعدام_قتل_عمد_دولتی,0,1
fas_5ac2119692215b1b8009da5e6d7b75b3,کدوم بیناموسی با عکس بی حجاب یا بد حجاب روی سنگ قبر تحریک میشه؟,0,1
fas_5c5d8835adf47eeaa3f6f133c70426d9,نیرو هوایی ارتش ایران اعلام کرد؛ آماده دفاع در مقابل هرگونه حمله خارجی و حمله همه جانبه به آن ها هستیم. وزارت دفاع آمریکا از ترور ده مقام ارشد حوثی ها خبر داد.,0,1
fas_5d42d4bfa33195fdff9ae432f39b7638,حاضرید مهریه نباشه ولی خانوم‌ها حق طلاق داشته باشن؟,0,1
fas_5eb852d2569d46adeaaa6535ed7461cb,چون الان بارسا تیم شده و دیگه گذشته از ستاره محور بودن مسی برگرده دوباره میشه همون اش و همون کاسه,0,1
fas_622fba9ca791c7e98191773e84ff5f55,وطن دوستی خیلی حس جالبیه! واقعا به ادم قدرت و تاب‌آوری میده. امروز یه چیزی شد، به بابام گفتم نمیدونم ایران اینو داره یا نه، یهو زد یه کانال دیگه و گفت: «میدونی فرهنگ ایرانی چه قدمتی داره و امریکا چه قدمتی؟» حرفش هیچ ربطی به حرف من نداشت، اما منو برد به عمق وطن دوستی و غمش از شرایط ایران. ریدم به ج.ا!,0,1
fas_653feccef10f862ae2b93ef9092018c9,اون وقت چندشت نمیشه از این سبک زندگی؟,0,1
fas_659a114d672ca11ef91af096aa3a3d16,شخص مردمی و معتمد باید باشه بهش برسونیم  ترس از هیچی نیست فقط میگم نکنه که مصادره بشه دست بیناموسا بیوفته,0,1
fas_6a0450d6557954b3042a17ea5e77edd0,شایدم شبیه یه گرگه که رو خلیج فارس وایستاده داره سمت غرب زوزه میکشه 🐺,0,1
fas_6af728decd88efea7087c3616b3c6fe7,یه دیالوگ داره گیم اف ترونز میگه اگه میخوای رهبر بشی یاد بگیر اول پیروی کنی,0,1
fas_6c6cfe51bcf47fd66e9cd451431c90e3,چی چی خوبه؟همش مصادره به مطلوب و فرصت طلبی و دیکتاتوری :))),0,1
fas_6cff8d3b454a9b3d184f118e51fc331a,کاش گلاب آدینه توجیه کردن رو تموم کنه و وقایع رو مصادره به مطلوب نکنه  .  اجراتون رو برید دیگه  چرا مانیفست میدید؟   #مهسا_امینی,0,1
fas_6dd686b379352ce17e76fce60d4d579b,فقط اونجا که بخاطر دزدی و رانت و فساد آبروشون میره بعد میگن ما از آبرومون برای اسلام و انقلاب گذشتیم,0,1
fas_6fd051003e94850777612faf7fb9b3be,حققققق  هرکی برگه مو بخونه میتونه سبک زندگی جدیدی استخراج کنه,0,1
fas_6feff03084f2392123ac53fd7c6b4f75,خیر مسئله تورقوز اباد و دو محل دیگه اصلا در زمان برجام مطرح نشد . بعد برجام اژانس اورانیوم پیدا کرد,0,1
fas_712d14f1433f4016f70c5f66be896267,خوب بسلامتی این اعتراضات تموم شد رفع فیلترینگ تو دستور کارتون بزارید,0,1
fas_72f5389f4f1e18e36096ac390a0c1e7e,ایلان ماسک یک فرد راست افراطی است با گرایش‌های ضددموکراسی. بارها گفته هدفش از خرید توییتر اینه که اکانت ترامپ رو دوباره فعال کنه.,0,1
fas_743db7a5368042d5c0d1405c3181a30b,وضعیت فیلترینگ یجوریه اگه لقمان و ایوب رو بیاری با اینترنت کار کنن ایوب صبرش رو از دست میده لقمانم ادبش رو.,0,1
fas_75a1c2adc65af5f3c893428d098d11c4,دانشجو هارو زدن، دانش آموزا بلند شدن...پایانتون نزدیکه یا بدست دانشجو یا دانش آموزا🖤,0,1
fas_761431203f1bb77838e61292a11ec28e,لاشیا حداقل تو اعتراضات و اعتراضاتی که برای دفاع از حقوق زنان شروع کردید به زنان رحم کنید,0,1
fas_765c05b3df325340ce845372a9b962fc,درمیدان روبه‌روی جنگ با او مواجه نشدند، دولت آمریکا دزدانه و بزدلانه او را ترور کرد؛ این کار مایه‌ی روسیاهی آمریکا شد!   #خادم_الرضا #Hero,0,1
fas_799e017e4afd836370ec394573d57ec5,مامورهای گشت ارشاد میگی هموطن کردتو انداختن تو ون توهین کردن بهش کشتن,0,1
fas_79d3f8b75bac123e1e5fdfc3c2920bac,کار دیگه از بچه و برادر و داماد و عروس گذشته پسر عمه داماد کوچیکه محسن رایی هم از رانت بهره میبره,0,1
fas_7a5a9b9dff6212f33b5db00a6127e850,آخوند کشون مشهد ترور نبود  عملیات نظامی ویژه برای نازی زدایی حرم بود,0,1
fas_8087bceb193f74f6a0e95c7466fcdcb7,ما رو باش فک میکردیم مجتمع خلیج فارس خیلی بزرگه تا دیروز ایران مال رو دیدیدم پدسگ هرچی میرفتیم تموم نمیشد,0,1
fas_86bb9f81d1d96514144fd58c7b427e26,از «آخ جون دانشجو شدم» رسیدم به «سگ بشاشه سر در این خراب شده کی تموم میشه راحت شم»,0,1
fas_87be1d97c45202f34cfaeb4c8113803d,توی سریال خاتون هم میرعظیم به گلی میگه قربون چشمات که توش غمه  البته دقیقا دیالوگ رو یادم نیست همینه یا نه,0,1
fas_883883676feabe2ce7a8546e58fc88c0,قربون دهنت.  مجاهد کورکور رو اعدام کردن، یک زن رو به خاطر قاچاق مواد مخدر اعدام کردن در حالیکه واضح بود بی‌گناه. کلا تو سال ٢٠٢۴ مثل برگ درخت آدما رو انداختن، ندیدم اینجا کسی چیزی بگه. الان یادشون افتاده ایرانی هم وجود داره.,0,1
fas_8a394d198f09594c69dabbdc9f750e4d,کامران رضایی فر بعد از ابتلا به سرطان و ماه ها محرومیت از درمان نهایتا در اسفند ماه ۱۴۰۳ تحت جراحی قرار گرفته و بخشی از روده اش برداشته شد. آقای رضایی فر بعد از این جراحی تنها دو روز، در وضعیتی که با دستبند و پابند به تخت بسته شده بود، در بیمارستان بستری بوده سپس به زندان اوین بازگردانده شد.,0,1
fas_8f09021a0a6f963a16c1b583a5dd8eb9,من موندم مگه قانون حجاب تصویب شد که اصفهان چند ماهه جریمه نقدی گذاشته برای بی حجابی مگه میشه انقد بی در و پیکر باشه هر شهری برای خودش قانون داشته باشه؟,0,1
fas_9217b3e6d404734f4d9b87cf1f622d50,بخاطر اینکه وقتی محجبه شدم از تمام مهمونی هاو دورهمی های خانوادگی خط خوردم .دوست؟!دیگه دوستی هم ندارم🥲,0,1
fas_93001de35dc6929b85cf28e64c2fa133,خب پس بسلامتی، یارانه آشکار ریالی جایگزین  دلاری شد. دم شون گرم. دیگه کلاً رانت توی مملکت برای همیشه ریشه کن شد.😍,0,1
fas_97614af0d8f6d06b9061c2255aced881,با گشت ارشاد موافق نیستم اما کار اینا خشونت علیه زنان با گستاخی تمامه!,0,1
fas_988d07bcbd27b2ff4fe19fdfc34139f6,غلط کردن. اگر من مامور گشت ارشاد ببینم که دختری را گرفته، میرم پدرشو درمیارم,0,1
fas_98e8fc1029e98e9e0b6691fecb8edb18,نسل کشی ارامنه سانسور شده دولت اجازه نمیده فیلم بسازند,0,1
fas_9c8d517926c6a8ce5cc275021fd9dfc6,گوزو تو اصلا میدونی معنی استقلال ذهنی چیه؟؟ حداقل تو از استقلال ذهنی حرف نزن,0,1
fas_9cbf721e78d44e6df725484ae392fad5,۱- هر بار که بحث شلاق خوردن یک شخصیت معروف در شبکه‌های اجتماعی داغ می‌شه یاد دخترهایی می‌افتم که سال ۸۶ در بند جوانان زندان اوین دیدم. اکثرشون به اتهام جرایم منکراتی بازداشت شده بودن و به قول خودشون حکم «شلاق آزاد» داشتن. یه شب اسم‌ یکی‌شون رو در بلندگوی زندان برای اعزام اعلام شد هم نگران بود و هم ذوق,0,1
fas_9d9483d613bf8b73dbed9cdd2c554489,الان فرزندآوری اونقدر دغدغه‌شونه بعید نیست عکس آلت و نحوه تولید مثل رو هم با همین روش‌های احمقانه نشون بدن,0,1
fas_9ec5de39ab18681c1d1b6b0be80e5fda,من یه رفیق دختر میخوام که کثافت کاریامو ماست مالی کنه وگرنه مدافع حقوق زنان که زیاده,0,1
fas_a1ec14f0d3de3c2e75a5c89a0e4fdc6c,😄😄😄 این میشه رفراندوم؟ پس دیگه با اون راهپیمایی سیزده آبان هم رفراندوم انجام شد و تامام,0,1
fas_a28ec219812f78ea227221aa44334c17,قیافه بازیکنای استقلال مثه اعضای کمیسیون طرح صیانته. یکی از اون یکی کیری‌تر.,0,1
fas_a2bb2d867356861403c701b7a7f70ab5,نوشته حمله نمادین به زندان اوین! قتل نمادین سرباز وظیفه، وحشت نمادین زندانی‌ها و خانواده‌ها!,0,1
fas_a3ef92cba7d844974c98b43af7491cee,جناب فتحی،  لطفا مسئله حجاب را از زیر شکم تفکیک کنید.  با و بدون حجاب اون مسئله میتونه باشه.,0,1
fas_a5176a0dd5d4217248bd84590993ee12,هنوز کسی درخواست مصادره تخمای علی آقا کریمی رو نداده؟,0,1
fas_a587583cbfabb3d67e6b16a3a4cc091e,بمیرم برای خودم و اونایی تو خونه ام گشت ارشاد داریم ما ها کاملا تو جنگ روانی ایم 🙃,0,1
fas_a5cf398ed3035f9ff6dfc9ef77700f71,تو اون کتاب مدیریت خانواده و سبک زندگی ویژه پسران چیا گفته میشه بگی کنجکاوم.....ببینم مث مال دخترت کصشر توشه یا نه,0,1
fas_a68107355c1fcfce6431f3a0f2338c1e,شما سخنان آقای خامنه ای بعد از برجام رو هم گوش بده ایشون میگه من میدونستم اشتباهه اما چون نظرات بر این بود من گذاشتم انجام بشه,0,1
fas_aaa06911be769a5997d1852074ebe03e,سر فیلترینگ تعدادمون خیلی کمترشده اگه این توییت و میبینید ریتوییت کنید,0,1
fas_abf9acceccdaeba363bb24c9ce304a43,استقلال که تعریفش مشخصه دیگه زن,0,1
fas_ad3915eb7d5a3ad22146dc8b49c53da0,اخه توی ساندیسی چه گوهی تو زندگیت شدی که ما شدیم دانشجو نما,0,1
fas_b66c0472aa96dc4e7e588da86fc0f2da,بفرمایید تنها نظامی که برای خودش رفراندوم برگزار کرده جمهوری اسلامیه فروردین ۵۸ دیگه هیچ کشوری اینکارو نکرده,0,1
fas_b768c5b8cc502c8621d7b2570c4ae554,کشتن علی کریمی اسرافه و هیچ اتفاق خاصی نمی افته جز سر دادن چهارتا شعار توسط هواداران پرسپولیس روی سکوها  انقلاب_سلیطه_ها,0,1
fas_b76ca09c958daa378f9c2bb14dd9d300,داره مساله  رو با مساله  مقایسه اخه چاقال نماز یه چیز واجبه ولی حجاب واجب نیست,0,1
fas_b7a4e2eb8ee4d28ba797c39b0b71b095,همیشه همین بوده. هر  اندیشه و دست آوردی را از اول مضحکه کردند از مشروطه و پارلمان بگیر بیا تا دموکراسی و آزادی و حقوق بشر,0,1
fas_b81c78795d5737093bd654fb2959d371,این حجم از بی تفاوتی نسبت به مطالبه ۱۰هزار دانشجو؟؟,0,1
fas_b8e33fbf33ecd20cb0b144812918f1f1,این قانون مجازات اعدام برای همکاری با دول متخاصم یعنی آغاز یک دوره هولناک. می‌ترسم تابستان ۶۷ دیگری در انتظارمون باشه.,0,1
fas_beac5641fec2519508490671d7678e6b,اغلب قشر ورزشگاه برو تو سطح اجتماعی‌ای هستند که اینکه انتظار دارید به خاطر دفاع از حقوق زنان، نرن استادیوم، بسیار خنده داره.,0,1
fas_beb78729fd11bce4dcbb71bb80a767a2,تقریبا به جنون نزدیک میشم. خانواده دوستام، خاله‌ و عمه و بیشتر فامیل تهران موندن و نرفتند. جنگ داخلی تجزیه آدم‌کشی ترور …یک آشنای دیروز، غریبه امروز پیغام میده که انشالا جمعه جشن پیروزیه…,0,1
fas_c0ab751906a320adc7cb53f5f944069b,ولی میراث ترامپ که همون نابود کردن اصلاح طلبا بود و محبوبیت 3 درصدی، هنوز به قوت خودش باقیه,0,1
fas_c16d6d678eea2630a76a8b28bc360cbe,تتلو:شاید چندتا دختر بی حجاب با من عکس گرفته باشن ولی من نماز میخوندم و سجده هام طولانی بودن  من ریدم تو خودتو سجده هات,0,1
fas_c32869b219af1a635c4dc9ecc0f171a9,دقیقا حجت کلاشی می گه با انقلاب مخالفه ، باید به مشروطه برگردیم !! حالا خود مشروطه که کلا اسلام و آخوند بازی بودش,0,1
fas_c6087a124ac2cfb52d6ddf3203ba68fb,۲/سناخریب در ۶۸۱ قبل از میلاد به دست فرزندانش ترور شد و اینطور به نظر میاد که اسرحدون هم در مرگش نقش داشته‌.اسرحدون که کوچکترین پسر و ولیعهد بود با کمک و حمایت مادرش،زَکوتو به تخت نشست.زکوتو (نقیعه) همسر دوم سناخریب و احتمالاً آرامی یا یهودی و از زنان پرنفوذ بود و نقش خیلی مهمی تو تثبیت قدرت پسرش داشت.,0,1
fas_c66e3ec80aae9fffd3203112cab46e62,مگه داریم مگه میشه ..اصلا هم استقلال خوبه هم پرسپولیس دیگه دعوا برای چی😉😉😂😂,0,1
fas_c8487419cbe93a3d22ca8467f182e4af,سریال گودال یه دیالوگ معروف و پرتکرار داشت که میگفت : سرمون سلامت ما بمیریمم ، نمیمیریم .....,0,1
fas_c8e9f98e58e9afd737e9cbc35e0bbb6d,خودم هزار تا کار ریخته سرم باید مادرم رو هم ببرم اول سبزی بخره بعدشم ببرمش بروجرد برای خرید ظرف مسی و ...,0,1
fas_cea3779e19caad5f37fa48a6bea96663,خاک بر سر اونی که رو لباس بچه های تیم ملی اونم تو منطقه ی خلیج فارس اینو چاپ نکرده,0,1
fas_d03d95c58e4e2f9f7aaf04729d7f8136,مهریه رو موافقم حتی با کار کردن پنجاه پنجاه هم طبق این شرایط میشه کنار اومد ولی اون ازدواج دیگه سم هست,0,1
fas_d2235b90028700119a585b844fff310e,گلریزون نکردین که🤣دانشجو پولش کجا بود دلار بخره.نزدیکه عیده دارن رضایت ملی گدایی میکنن,0,1
fas_d26a4d09f8b49ddf608dea2225fc8b44,نه حجاب تو رو نجیب میکنه و نه بی حجابی تورو هرزه، حیا باید تو ذات ادم باشه ک حجاب نمیسازتش...,0,1
fas_d2cadf1fd9e7df50bd5a4fb98ec660a8,یکی از روش‌های پیدا کردن مشخصات و نشانی سوژه‌های ترور اسراییل.,0,1
fas_d5ba0ad14f3caec59735d31c9e63b37c,ممنون از ترامپ عزیز که اشک این الدنگ دیکتاتور را درآورد,0,1
fas_d872a852b2e6627a634d679d2c00b7de,ایتها را اعدام کنیم ولی تا ریشه کار رانت ونابود قانون برای قانون حل نشه وضع همین,0,1
fas_dd99f1a501b4346f38ba162b4eb95305,بشین تا اعدامش کنن😏😏😏 مگه سلطان سکه و سلطان قیر رو اعدام کردن؟!مگه شهرام جزایری و بابک زنجانی و متهم چای دبش و کاظم صدیقی و سردار حاجی زاده رو اعدام کردن؟!مگه یاسین رامین رو اعدام کردن؟!تازه میارنشون تلویزیون باهاشون مصاحبه هم می‌کنن!,0,1
fas_e0577e9abc88ae8fc2b7810cdbe45d70,یه دیالوگ تو سریال قورباغه هست که میگه: «من دوستت داشتم اما گذاشتم بری! چون تو آدم زندگیِ من نبودی...»,0,1
fas_e0cc8d6ce3343dd5bfe5b427cd0edfd2,انفجار یا ترور هدفمند در یک برج مسکونی در بزرگراه همدانی تهران، حوالی دریاچه چیتگر، منطقه ۲۲ با ۲۳ امتیاز و ۰ نظر فرستاده شده در بالاچه سیاسی,0,1
fas_e2d4be2337bb6dd609749127206f3869,نه بابا ترسناک بود، خواننده زن با حجاب کامل و لباس سنتی,0,1
fas_e2eb5bda38057c54d2cc6310d719e18f,دکتر ی جوری تحویلمون گرفته که میخام دفعه بعد رفتم ی گونی پسته ببرم براش.,0,1
fas_e405bfd938fc4a0ec1740a18b5a651b7,ریدممم ادم با مسی ازدواج میکنه مثل طرفه,0,1
fas_e54f0101b9a04f09054b2c47727799da,رژیم صهیونیستی در عملیات‌های ترور هدفمند خود از سیستم‌های پیشرفته هوش مصنوعی مانند لاوندر (lavender) برای شناسایی و حذف مقامات نظامی و دانشمندان استفاده می‌کند. این سیستم‌ها با تحلیل حجم بالایی از داده‌ها و شناسایی روابط بین افراد، دقت عملیات‌های ترور را به میزان قابل توجهی افزایش…,0,1
fas_e78d2d669b3f13e972521c02cb2652c9,به معنی برتری وطن پرستان بر چپ های افراطی،کمونیست ها اصلاح طلبان و قرار گرفتن مبارزه در مسیر درست تا رفراندوم و رای واقعی مردم ...,0,1
fas_ec1a64604fa961afec83785c64c6250b,خب دزدیده شده. خمینی در نوفل لوشاتو از ولایت فقیه عبور کرد و وعده جمهوری فرانسه را به مردم داد. مگر همین الآن هر حرکتی توی ایران اتفاق می افتد عده ای حاضر و آماده نیستند که فوری آن را به نام خود مصادره کرده و بر امواج انقلاب سوار شوند؟ این دزدی انگار رفته توی ژنِ برخی.,0,1
fas_ec8e71ea4ecb646037dec4bc91a4de66,در هر نقطه ای با این شکل و شمایل از خودروها مواجه شدین مراتب را سریعا به جامعه اطلاعاتی اطلاع دهید! این خودروها توسط عناصر نفوذی و خرابکار به عنوان خودرو حمل پهپاد بکار گرفته می شود,0,1
fas_ecc977cdcbb8e9362a9cdd48102da968,فقط بخاطر حرف مسی که انقدر شهامت نداشته تو روت بگه ؟؟؟؟ اینجوری روت تاثیر داره ؟,0,1
fas_f5b22ea7c68386312dfa10dca4ea46d4,آفرین به نکته ریزییییی اشاره کردی  ولی اگه مهریه جز سکه چیزی تعیین کردی قبول کرد اون معلوم مهم هستید,0,1
fas_f816ca2835975e1086e931d86d9f77b9,با حجاب قوی که گذاشتی زید خارجی کامنت گذاشته دیگه چی میخوای😅,0,1
fas_fab69c0bb57bf0478b63d746f7c57216,اعتصاب پرستاران بیمارستان میلاد از هر زاویه که بهش نگاه کنی وحشتناکه!اول اینکه کسی نیست به بیماران برسه! 😔دوم اینکه اینقدر حقوقشون کمه که حاضرن اعتصاب کنن و به بیماران نرسن! 😔,0,1
fas_fb7096ebc3b3096953a49e583c2e1619,همه کاراشو خودم کردم، مسلطم، ولی از ارائه بدم میاد حمیدرضا، اونم جلو این دولتیا، باید حجاب بپوشم و ...,0,1
fas_fc5a01d1bcd14499bb60ae2068cab322,متقابلا موافقان طرح صیانت نگران دزدی و رانت و اختلاص میلیاردی خود هستند,0,1
