id,text,vilification_pred,vilification_gold
fas_057211807e4a9bf54368d2ba53aeb921,این حرف رابرت مالی نشان از عمق نادانی و عدم شناختش از  ج اسلامی دارد. خامنه‌ای برجام به چپش هم نیست روسیه اما شیشه حیاتش است!,1,1
fas_05802c67bd22d8136ff75b03c46fadfe,اینا رو نباید به جرم خیانت به کشور اعدام کنن؟ :)),1,1
fas_059ce5331b498d28fc400c1d9933d6c2,منصوريان به زور آوردت استقلال چرا تا ديروز پستاتو پاك نكرده بودي!,1,1
fas_05decb834b8b4d87230d7f374c52a765,دکتر سکویی رفیقمه فرزندم:)))   من رو سر ترامپ فالو کرد اصلا قربونش بشم بخش عمده‌ای از قلب من برای ایشونه,1,1
fas_0678cf45db2707f8baf854bd4179067c,وی در ادامه حضور بدون حجاب اجباری در این مراسم را رفتار عامدانه بر خلاف قانون نامیده و بیان کرد که با آن برخوردی قاطع خواهد داشت.,1,1
fas_06b9cecf27610f93d651ac5e88abdee9,چه کسی بیشتراز زمامداران اسرائیلی  دراین مذاکرات میتواند اندوهگین باشد؟ ناتوانی از متقاعد کردن آمریکایی ها برای حمله به ایران. ناتوانی از عمل خصمانه علیه ایران به صورت تنهایی. تسهیل شدن حزب‌لله و انصارلله در صورت توافقی جامع به صورت مخفیانه.  بیش از هر زمانی احتمال خراب‌کاری(ترور) وجود‌دارد,1,1
fas_07014cf648ed723e98c22f1127e64498,انقد حواسشون به حجاب ما بود و سرشون تو رختخوابمون، که از افغانیا غافل شدن.,1,1
fas_078c5405c914837d1b10dc821263e55e,این پنج‌تا بازیکن استقلال، دختر ببرن تو اتوبوس تیم ملی دعوتن دیگه؟,1,1
fas_07b53ea53a9ffc0815ece594d25dc17c,شما مال ارباب اسرائیل و ارباب ترامپ رو از تو حلقت بیار بیرون، نگران بقیه نباش,1,1
fas_08239292fca3259f94483788e7c856eb,تو علی کریمی نیستی اموالتو مصادره کنن یه استوری بزار بیینیم زنده ایی؟,1,1
fas_0889d0799bbd2b46397c5f07965958d4,دیشب شدیدترین شب فیلترینگ بوده,1,1
fas_08bad5b6877424e6aea6496a14448453,انقد حواست ب چشماش بود ک نگفتی جهرمی امروز تو دانشگاتون گفته فیلترینگ دائمی نیس,1,1
fas_08bec4cc005e43e445486cb10020240f,خوب موقعی ک شما و دوستاتون مسئول بودین کلا این گشت ارشاد و منحل میکردین یه مشت بی ناموس دروغ گو شدن مسئول ریدم تو چپو راستتون,1,1
fas_08d240b472001864062395b3d46b3b0e,افتخار میکنم که قبل از فیلترینگ طلاق دادم اینستاگرامو.,1,1
fas_08eed15c7af5f65b4dbd41461c7e266a,زن ایرانی دختر ایرانی ناموس شرف و خط قرمز ماست با حجاب بی حجاب مث کوه پشتیبان و حامیش هستیم,1,1
fas_08f90ffaaac352dc6ee28d35c4e5c64d,ترور شدند؟ حادثه بوده؟ چرا قطره قطره اطلاعات میدین بزرگوار..؟😅,1,1
fas_0924998c49e77c7fdf61230e4e390257,مشروطه خودش واژه عربیه پادشاهی پارلمانیه  ، دگ چرا سختش میکنی ، نمونه‌ش انگلیس کثیف,1,1
fas_09539581342ac9f9e4b674115a6a117d,بی شرفی یعنی، رسانه سعودی چشمش را در برابر اعدام های آل سقوط میبندد و دیگران را محکوم به سرکوب و اعدام میکند. #خبرنگار_وتنفروش,1,1
fas_0976c9862c9ef272268de1375eb4abba,اونا رو فراری دادیم که آزاد بشیم که متاسفانه توسط اینا مصادره شد,1,1
fas_0a2d91430ed3b35f1d54508f5f5fd02b,حالا استقلال با پنالتی بالا اومده باشه ..ولی در آبادان پرسپولیس لوله شد ..,1,1
fas_0a79211e93b8f5cd6f8d572c4ccb2cfc,وقتي ي بي سواد با رانت و پارتی بازی میشه رییس بیشتر توقع نمیره,1,1
fas_0b9c50b26182585ec6b6a76bbf8c42e1,مصادره کردنش حکم پرتاب سه امتیازی رو داره,1,1
fas_0c01a65c94421d3e8de5b2cf5897cbf2,اینا تخصص در مصادره همه چیز رو دارن,1,1
fas_0c232aedd7e050614d57bf44abc5e1ae,نه داش تو شهرستانی نمیفهمی ما ریه هامون فیلترینگ داره,1,1
fas_0c7faa3432f821b0a6e346e2f25b4d2b,خواب و پول و استقلال چیزایی که می‌تونه ثابت کنه آدم خوشبختی هستی.,1,1
fas_0ca84c45cb80d57a9a105944a2738371,- تماشای بازی‌های ایران تو جام جهانی؟ + نه مرسی! تماشای حرکت پشگل‌ها موقع وزیدن باد!,1,1
fas_0d5454fddf85884f3d11b30482830d60,ج.ا داره برای جلب نظر اقلیت طرفدارش هر کون وارونه‌ای میده. از گشت ارشاد تا کشتار سگ‌های پناهگاه.,1,1
fas_0dd8bdab4d5b608b53e26c83a841e8a3,دوستان رانت تحصیلی رو برای من توضیح میدید اگر امکانش هست ؟ یا دیده دریا کنم و صبر به صحرا فکنم در ندانستنش,1,1
fas_0df00af2a9a06acce3290811efd819d0,سخت‌تر از آدمی‌زاد تحمل تک‌گویی‌های دو سویه است. نمی‌‌گم دیالوگ تابحال شکل نگرفته اما معمولا هم نمی‌گیره.,1,1
fas_0e0b94ba7456f98d69365e95ade32853,ای بابا اینم که صدا سیما سانسور کرد,1,1
fas_0e5813902db2f9926466be1b5acd1405,با این وضعیت توقع فرزندآوری از مردم فقط از سوی یک احمق امکان پذیر است,1,1
fas_0ed632d523b2434426b39ae9c84711f1,در زمان ترامپ فکر کنم ،مدیر دفتر ،دوستی ایران و آمریکا بودند,1,1
fas_0efc5a763606fcb677432ec85cadd272,من دوتا تست زدم جام جهانی مهمتر بود اکثراً هوادار مسی و رونالدون اینام جام حهانی نبردن حق بده,1,1
fas_0f188524f1202d530ffb8cd36d4861f9,رهبر طالبان می‌گوید اعدام بخشی از اسلام است و هیچ دستور اسلام نباید ناتمام بماند,1,1
fas_0f40b5a42528cb437a660d2c6da2a9c4,من دیگه حرفی ندارم.این تفکر باعث نابودی استقلال شده.قبول ضعف ندارن. ولی الان از چادر ملو ضعیفترن. ادامه بدید به این تفکر ایشالا میرید دسته دو,1,1
fas_0f53ecc84ba390d104132ff2d63dfcca,بچم معده و روده اش آموخته شدن به این سبک زندگی,1,1
fas_0f6e80cceafa3e79b89d7593f520727c,تو همین ماجرا نخست وزیر گفته باید با مسلمانان برخورد بشه! چرا آزادی بیان ندارند ک اعتراض کنند!,1,1
fas_0fa4513bc4d9d19274c7d0628b3f9688,داشتنِ اسلحه و میلیشیاهایِ محلی یک حقِ طبیعی است که قرنها در میان مردمانِ ایران رایج بوده است. پیروزیِ انقلابِ مشروطه نتیجه اتحادِ میلیشیاهای محلی علیه شاهِ قاجار بود. داشتنِ اسلحه و میلیشیاهایِ محلی حقِ مردمانِ ایران است و باید مجدداً اقدام به تشکیلِ آنها کرد.,1,1
fas_0fec451016a9424650c2367c17a85df7,برای پایان دادن به رانت.,1,1
fas_10949746f49c57edfca1120489ebf15b,واقعا عجیب نیست؟ باا وسایل خونه‌اش از خونه مادربزرگ من قدیمی‌تره. بعد همش اون سبک زندگی. من خیلی چیزهای قدیمی‌پدیمی دوست دارم ولی نه اینجوری,1,1
fas_10aa76fb05e131cccc2aa24e7012b6db,جمهوری اسلامی با جمهوری دموکراتیک سکولار فهمیدی یا بیشتر توضیح بدم؟ البته من سلطنت مشروطه نظرمه,1,1
fas_10c6199ff1c8668ad963104034b05c39,ترامپ بهترین رئیس جمهوری ایالات‌متحده آمریکا بوده که دقیقا برای منافع آمریکا تلاش میکنه,1,1
fas_10dc8e375141636ed6d909d5c0d8bc39,شنیدم که مصلی زمینش مصادره ای بوده و شاکیه خصوصی داره و شکایت کرده براهمین جلو ساختش گرفته شده,1,1
fas_11626c46a83f0265a95cb8117e3db5fb,اعتراض یک زن با برهنه شدن علیه حجاب اجباری در سعادت‌آباد تهران,1,1
fas_11ffa4c5a506209cc271b86a20aa7811,دوست عزیز  ترور بیولوژیک واسه اینه کسی نتونه اثبات کنه اون شخص ترور شده  دشمن با این نیت ترور بیولوژیک میکنه که آحاد مردم متوجه اون شخص نشن.,1,1
fas_1221f68b94a906b026a63a676a74d591,دیگه کار ازین حرفها گذشته،شما تو دبستان بچه 8ساله رو کشتید ،میخواید به دانشجو ودیگراقشار رحم کنید,1,1
fas_1271abefc69da6ebba4fb06564b58294,"فیلترینگ در واقع ""تحریم مردم توسط حکومته"" تا با فشار اقتصادی دست از اعتراض بردارند",1,1
fas_12a85ff7ec1cb2484a6d211cacdd17d3,تبریک میگم به تیم استقلال ، نه برای قهرمانیشون ! برای شرافتی که به نمایش گذاشتن..,1,1
fas_12c5610e321ae77f894c19c6cd12b8c3,کیفیت بازی استقلال ملوان در حد دوربینای گوشیایِ الجی دوازده سال پیشِ..,1,1
fas_137e6117f2e66280c0b7d22dce8a87c5,همه فکر میکنن سبک زندگیشون بگاییه درحالی که خیلیا ارزوی همچین سبک زندگی ای رو دارن,1,1
fas_13f468339379549268ddcbe475e166b2,آقای مجتبی حسینی من قضاوت نمیکنم ولی چرا روز خوب پیکان جلوی استقلال و روز بدش جلوی پرسپولیس پیش میاد ؟,1,1
fas_140fb7751d2e972329fb3ca6bcd956ea,پسر وقتی میره خواستگاری و مهریه بالا را قبول می کند باید به فکر دادنش باشه! چرا قبول می کنه؟,1,1
fas_1427d35e69029a6ead2470483cf3e765,برای تموم خونه هایی که مصادره کردید به اسم کمیته وبنیاد مستضعفان,1,1
fas_1435e42f94aa6b8d4019369be6c1b6dd,سرتا پای مملکت شده رانت.  مجلس انقلابی  و دولت انقلابی هم نتونست از رانت شیرین دلار ۴۲۰۰ تومان  چشم پوشی کنه!,1,1
fas_1461817f8cf4cbe12d6975576152bdd0,استقلال و آزادی ما در گرو برقراری جمهوری اسلامی است ...,1,1
fas_153011f2b0b443f5785a6417abde24d3,اگه اجازه ميدادن اون گرتا پدسگ رو اعدام كنم ميرفتم,1,1
fas_1589e200a30edc055dec866d03d996e1,حالا برو کلی پول خرج کن سلام فرمانده بساز از رانت حکومتیت استفاده کن همه جا اجرا کن,1,1
fas_15af97e2c1eaaf66ce1c0370adfc47c4,مهریه معقول اونیه که بتونی همون اول بدی میخواد ۱ سکه باشه یا بیشتر مهریه روباید داد، اولم بدی راحت تری,1,1
fas_160426962ea7045c54f16758e8feaeaa,من دیگه تحمل یه شکست دیگه رو ندارم واقعا  فک کن الان به جای دوستش که پسره با یه دختر رفته بود تجریش من آب میشدم قشنگ,1,1
fas_164d13df43707bb4fe3dc25a74a02a14,و اینکه هیچ‌کس قاتلارو دوست نداره کسمادر گشت ارشاد,1,1
fas_16ce774c398c6e1ad7a4f9c71f29846f,بابا یه کاری کنیم کمپین بزنیم واسش، نباید اعدام بشه   #مهسا_امینی,1,1
fas_16fc1e4d4fe34cf4b01b6150eeb72c6d,این که جام رو هنوز نبرده.اخرین قهرمانی استقلال هم که فتوشاپ نبود.,1,1
fas_17cf3e6c312b0b057ce40f3b8d771e5a,اگر مردم فکر کنند انتهای حرکت حاکمیت مسی و رجوی و جندگی و هرزگی است هیچوقت با این حرکت همراه نخواهند ش .,1,1
fas_17f1618572bb08cc5c9da778c5f4c575,خفه سایبری رانت خوار اختلاف ننداز,1,1
fas_17fde8f56185a58dc0f5d41afcc8ca43,چند ده هزار میلیارد تومان در سال وام ازدواج و فرزندآوری ندهید، بدهی سازمان‌ملل را بدهید، یک رای اقلا در جهان داشته باشیم.,1,1
fas_181d587ea76f615c42e59365080bbd1b,نه عزیزم داور اجازه نداد تعویض انجام شه و پرسپولیس ده نفره بودیم سعید آقایی مصدوم شده بود دیگه ، بعد استقلال گل زد!,1,1
fas_183be6c56fd2aa3a191508d210f59168,برادر مگه نمیگی رقصیدن؟ آیا رقصیدن حرام نیست؟ بگو نه تا بیام با گونی ببرمت.,1,1
fas_1894bbbf7d718f8ca5d94880f7279918,اعتصاب آکادمیا و آموزش ملی عقب افتاد به خاطر اعتصاب راننده قطارا! :)))),1,1
fas_19769532fef4ab98a58fbb721b2ad8b3,ارجاعاتش ناظر به توصیه‌های اخلاقی ایشونه نه تفکرشون در بحث فیلترینگ و حکمرانی مجازی. چون ایشون از مخالفینش بودند.,1,1
fas_1a1d215b3bb6b67417b851bc5085a1bd,رفراندوم برگذار کنه، یا مثلا حجاب رو کلا آزاد کنه، یا هرچیزی که با اصل ج.ا در تضاد باشه. آمریکا و اسرائیل همین الان بازی رو بردن. نتیجه‌ی مذاکره براشون مهم نیست، پس چرا از توش یه برد تمام عیار نسازن؟ یه بردی که اگر ج.ا یا میپذیره و خار و خفیف و اخته میشه، یا باید گورشو گم کنه و بره,1,1
fas_1a384ae9495e00a4dd27af9e2459a139,من یکی که علی پروین هم مربی استقلال بشه ازش حمایت میکنم,1,1
fas_1a3c3760b97f8e99df05f74ac8d11bde,موضوع رو فقط به حجاب تقلیل ندهید. خواسته های مردم فقط حجاب نیست. از برداشتن حجاب داره شروع میشه.,1,1
fas_1a7991109f1d86212caac9467cf1f357,جالب اینجاست که همین جنایتکاران جنگی قصد دارند بومی‌های قاره آمریکارو از سرزمین‌هاشون دیپورت کنند. بیشتر مهاجرانی که هدف آیس و پلیس مهاجرت هستند بومیان قاره آمریکا هستند. کشورشون با مداخله‌های سیاسی_اقتصادی آمریکا در شرایط بحرانی قرار گرفته و این مردم راهی به جز مهاجرت ندارند.,1,1
fas_1ab4d4e97929e1a96c4e54587b8e1c2b,شوخی درباره سانسور در آمریکا («به‌زودی با دود علامت می‌دیم»),1,1
fas_1ae6cf6e9193a38941d826928d2635f2,همین الان هم بخوای توی دیجی کالا نظر بدی اولا باید تایید بشه  خب این سانسور ایگنور نقض ازادی بیان نیست پس چیه؟,1,1
fas_1b606aaea70925dc3fd6d8ded1173f7c,بعنوان یک پرسپولیس میگم یکی باید گوش این توله سگ ترابی رو بگیره از تیم بندازه بیرون که چیزی جز آبروریزی نیست برا پرسپولیس_بزرگ,1,1
fas_1b85f76fdf703cd320b91b761ec4af22,آخی ....بعد عمری یه سلبریتی پشت مردم دراومد ...دارید میسوزید نتونستید با دلار و رانت و پارتی راضی نگهش دارید,1,1
fas_1c4d3425e4e36c6dc78ae084e2101193,عنابستانی عزیز پس فردا قراره رفراندوم بذاریم که دارتون بزنیم یا زنده زنده اتیشتون بزنیم حالا خود دانی,1,1
fas_1d6822ffd4887cd96c79e28f8c8f4b10,این رد داده ... خورشت رو تو کاسه مسی سفید نشده سرو کرد.... سم خالص مس قرمز,1,1
fas_1daed9c8fb0bf94506c764bb22b1675c,سعید جون ایشون اول یه عرزشی اینو یادت باشه یعنی اعتقاداتش به همه چی ارجحیت داره حتی پرسپولیس خودتم خوب میدونی,1,1
fas_1e99725db51b9900f5baa06fd251ae46,سبک زندگی جماعت ایتالیایی رو کلا برده زیر سوال، بیا بلاکش کنیم.,1,1
fas_1ebe42cfc8a27beec36b1d9fff0827fa,دقیقاً درسته نمونه‌اش اینه که ملت حجاب کسی براشون مهم نیست، تو مترو، تو خیابون، تو نونوایی، تو بانک و هرجایی، تنها کسی که گیر داده به حجاب سیستم و تعداد خیلی کمی از هواداران سیستم هستن. رفیق شدن ولی ظاهرا پیش نخواهد اومد مگر اینکه سیستم تغییر کنه,1,1
fas_1eeb3d43c4084425b12c119723fffb91,با اجازه من عکسو مصادره به مطلوب کردم😂,1,1
fas_1fb35eddcb70b861e068783933b13fd2,حسین شریعتمداری خردمند حساب نمیشه. خود نتانیاهو و ترامپ خطرشون برای ایران کمتر از حسین شریعتمداری هست.,1,1
fas_1fc2de071214e3768bb1fa50c1f1b6f4,کاش هنوز دانشجو بودم و تو میدون دانشگاه پیش بچه‌ها,1,1
fas_200987d62d6635acd959aa87961bf270,کمتر 50 میلیون یورو میشه در سال، مسی دو فصل قبل تو بارسا 40 تا میگرفت,1,1
fas_203f9bd4a0c9831329c2220a3ea00453,خداروشکر گشت ارشاد مشهد سفت چسبیده که ما رو از سیل و بارون حفظ کنه 👌🏿,1,1
fas_20715632e43d700f45cf531b5fad6d75,از بیکاری و زور مادر گرامی هر شب باید بشینم ستایش ببینم  دیگه دیالوگ هاشونم حفظ شدم,1,1
fas_20cba91ea0fc280faaa7fde9c33fd96c,ساروی هستم. صفحه مسیح علی‌نژاد رو دارم. تا حالا نه گشت ارشاد دیدم نه اتفاقاتی مثل ویدئوهای ارسالی به صفحه مسیح علی‌نژاد.,1,1
fas_2120d1e0bf6765fea7fc8f6d9d6fd699,واقعا توییتر خیلی جای سمیه به اسم آزادی بیان هر کی خیلی راحت ذات کثیفشو نشون میده,1,1
fas_2169ca665043ef9f4029586b6940ac3d,آرزو ؟ در یکسال با برنامه ریزی درست و تغییر سبک زندگی راحت به دست میاد,1,1
fas_219fc5b2564351d67c9a35f92f4932b9,یعنی سیاست ترامپ در مورد بحران اوکراین همین بود؟,1,1
fas_2246096690d7a62bfb07612c7f304914,وای که الان چقد ترامپ لازم بود  جاش خالیه...,1,1
fas_22bdba2fe1819cb6aaa7615f7eb7aca0,هیچوقت فکر نمیکردم روزی پیراهن استقلال تنم کنم:(,1,1
fas_22c36a5a40e6bc7c118838bb88d19ed7,همون نادانهایی که اولین و بیشترین حمله رو به گشت ارشاد داشتند و آتش بیار معرکه مهسا شدند.,1,1
fas_22e1c40c5d7adf7257ccd59c0c512a32,بمیرم. هر روز مردمو ترور می‌کنن. از همه طرف گرفتار شیاطینیم.,1,1
fas_232d1a19e9e529ab8f80df240fde8606,اگر نتوانیم نفت بفروشیم به دلیل تحریم های ترامپ است.  اگر بتوانیم بفروشیم بدلیل قدرت برجام است.,1,1
fas_237062806293206ab5fa5b3a84a1452a,بنظر میاد حمله روسیه به اوکراین خط بطلانی به احیای برجام باشه...  کار یه سره بشه راحت بشیم با این اسکولایی که میبینم توو جامعه و محیط کار,1,1
fas_23923709c54c7653490066749f96ae33,حالا اگه بعد این ماجرا قضیه گشت ارشاد نخوابید یاد گرفتن وقتی آتیشی میشه مطالبه‌گری کنن😏,1,1
fas_239530c7a8467e684887ebcb930047f0,نماینده مجلس شدن؟,1,1
fas_2407ececff14563b2ba9a9451eec3081,منظورش از جهت دزدی، فساد و رانت هست البته,1,1
fas_2446965410e9c9c514f5ed8be33c7189,سردار جان، پس لطف کنید با یک رفراندوم و نظارت بین‌المللی از رفراندوم، بر دهان آن ده درصد مخالف بکوبید.  منتظریم اثبات کنید.,1,1
fas_2446e725e86b8489a2a0d172e1d09cc9,اصل گشت ارشاد هم عقلیه، هم شرعیه و هم پشتوانه قانونی داره. زمینه‌ساز این قضیه موج رسانه ای بود، نه حکم‌الله حجاب,1,1
fas_2478b14c8137de29e1232ca752a94cc0,سبک زندگی بدسازی پس کو ، من به خاطر اون عکس فالوت کردم,1,1
fas_24ac84a27cdc7fcdd02395dcb2bd5cf5,بهداد جان متاسفانه دوستان زیادی از ما در روند فیلترینگ هستن و از ماست که بر ماست!,1,1
fas_24c23d34f8218319ede6e51c9c6caa0c,میگه هوادارای استقلال و سپاهان رفتار مسالمت آمیز دارن!!! باید همو میکردن یعنی؟,1,1
fas_255aa0b16a97efb3e0f032f1c3aa8b6a,برای بهت صبحی که نمیخواستیم باور کنیم که اعدام کردید....  #مهسا_امینی   #OpIran,1,1
fas_256c12c9df3a951aee144671c8bd67dd,مردم از خنده     ولی انصافا محسن رضایی در ترور و کشتن ید بیضا داره,1,1
fas_2653a2edce3fc3f1d2e6e71dbd6e66a9,عوعوی شغالان هم میگذرد و نوبت گونی میرسد روزی,1,1
fas_2729945cd244e19ae85cab88aeab034b,عجب یابویی حتما پول لازم شده عتبار میخواد سبک زندگی اسلامی پایه گذاری کنه,1,1
fas_2869d68dc157948c00d55ec93c13634a,ویتکاف: ما هرگز توافقی مانند برجام که در آن تحریم‌ها برداشته شوند و هیچ غروبی از تعهدات آنها وجود نداشته باشد، انجام نمی‌دهیم..ما معتقدیم که آنها نمی‌توانند غنی‌سازی داشته باشند، نمی‌توانند سانتریفیوژ داشته باشند، نمی‌توانند هیچ چیزی داشته باشند که به آنها اجازه ساخت سلاح بدهد.»,1,1
fas_2878dfe1cdb5ba60bd28a1b59a11dba3,به ترکیب میرحسین، جان بیدار و ترور سلمان رشدی که فکر کنی میفهمی میرحسین رو باید به کجات بگیری,1,1
fas_293510a4ab165789b55a88c48bea66f1,ولی چپول‌ها میگن باید اموال ماسک مصادره بشه، چرا؟ چون داره به مردم دنیا ظلم میکنه,1,1
fas_2944f18a4998cc6d92d0160cd9f37995,فیلترینگ خیلی شدیده من بعد از پنج شیش روز فقط امشب نت ملی نبوده برام,1,1
fas_29549f985e6f628acb8dcf47b4ef91a4,تا کمی احساس خطر میکنن دکمه فیلترینگ شدید یا قطعی اینترنتو میزنن,1,1
fas_29b547425097d4808b73fe76575a092e,تا کی قراره این جنازه برجام رو زمین بمونه؟,1,1
fas_29c264f6e1df1a056fd96aaff437182f,مگر قابل فیلتر شدنه؟؟؟ فیلترینگ با ماهیت استارلینک هم‌خوانی نداره!!!!,1,1
fas_29e0119bb274cc20673e99f834361e38,بخاطر ترور ناجوانمردانه‌ی شینزو آبه، فعلا سوشی رو کنار گذاشتم,1,1
fas_2a685d286a6609636ef8572c2e8d5216,نمیدونم مدیره، رییسه، رهبره، صاحبه، خلاصه سرکرده حزب دگوری بدردنخور مشروطه نمیدونم چیچیه😅,1,1
fas_2a92bd0811cd084f3eb77ca0690e7246,ارسالی شما| تجمع گروهی از ایرانیان هامبورگ در اعتراض به احکام اعدام در ایران,1,1
fas_2a9a2234917c7039e379e5518a875d76,آخه آزادی بیان همیشه و همه جا و برا همه کس خوب نیست.آزادی بیان به چه قیمتی؟ به قیمت این که یه عده بی ریشه ی بی غیرت بیان نه تنها علیه یه رژیم خادم که علیه تاریخ و فرهنگ ایران یاوه گویی کنن ، به هخامنشیان و ساسانیان و نادرشاه توهین کنن ، به مردم توهین کنن ، و در نهایت برای ایدئولوژی شون مردمو ترور کن,1,1
fas_2b76ade1c1f846253c8b428883a9a926,هم‌زمان با روز جهانی آزادی مطبوعات، عفو بین‌الملل از ادامه سرکوب هدفمند رسانه‌ها و محدودسازی آزادی بیان توسط طالبان به‌شدت انتقاد کرد.,1,1
fas_2bce1b357f691e95929e4df3018d2780,برای بیزینس های شکست خوردمون بخاطر رانت و تحریم!!,1,1
fas_2c405773a33b5f6cf723679131349e95,کسی که مطالبه‌ی حقوق زنان رو احساساتی شدن می‌دونه، به دنبال یک نظام باثبات و پویاست. مضحکه.,1,1
fas_2ce11d01380dc152b242e7a49dde060b,الان یه بیشرفی میاد میگه ما که چن ساله گشت ارشاد ندیدیم😑,1,1
fas_2cf2bca325ef0265251d806f90ae24a4,با مجازات اعدام مخالفم مگر برای اینایی که دقیقاً سر اسپید لیمیت میرن. گاز بدههههههههههه,1,1
fas_2d0a3cb79c08ecf221508dcd488e93a0,خب به تو چه، رو دست تو که نذاشته. اونا این نوع سبک زندگی رو دوست دارند! تو دوست نداری دنبالشون نکن!,1,1
fas_2d3f7f0e75781ec33ca5a139ed6c9957,گشت ارشاد راه حل نیست  چرا نمی‌فهمید,1,1
fas_2e1e761dd3a27a63f936aaaf2b2d2dae,ژستد از بی استعدادترین فورواردهای چند سال اخیر استقلال هست,1,1
fas_2e2e74f9f0e8b54a7853b80ab003cc36,تو جیب رانت خوارها تو جیب اونایی که کار میکنن تو جییب اونایی که اختلاس میکنن,1,1
fas_2e6a4c5726ba38370374ad2e2183c867,شما یه نمونه گشت ارشاد به ما نشون بده اگه بود که وضعیت جامعه اینطور نبود  دیگه تقریبا همه لخت هستن,1,1
fas_2e74150d7b1435a4ce945ace47d225aa,حتی ترامپ وقتی قاسم سلیمانی رو زد اینقدر واضح راجب ایران حرف نزد.خیلی چیزا در صحنه بین الملل تغیر کرده,1,1
fas_2edfaa095ccebf1487c16f82c8c36317,اصا اینا رو فقط باس از کون اعدام کرد,1,1
fas_2f165eaac163d304928fd591bb443622,برای تمام تحقیرهایی که از طرف مدرسه و گشت ارشاد شنیدیم,1,1
fas_2f30bf8e3a259ad893b2a9a0a7d56cd6,به جرم چی اعدام شد؟..  #مهسا_امینی,1,1
fas_2f85f37b7ed0ec07b913d20f80f4bc0d,ترو استوری نیست اما اقتباس از رویداد هاست و قطعن به لحاظ محتوایی با ماهیت مشروطه کاملن هم خوان است,1,1
fas_2fbe43f1751063e0a777959f820eafcf,دیر سین کردن ی سبک زندگی نیست بیشعوری مدرنه,1,1
fas_2ffab374fb37e303cfe5a7b3c327cc0e,متاسفانه یک خط فکری معتقده بعضی کارها فقط اسمش بده. مثلا اسم سانسور را بذارید صیانت حله. اسم موسیقی را بذارید آلودگی صوتی یا....,1,1
fas_30293e9e912012bc93b2a7584eff5f76,دوستان لطفان تیم_ملی  فوتبال راموردخطاب قراردهید،یابامردم هستند یاعلیه مردم، شرف ف خریدنی نیست.,1,1
fas_30a7807bdf6ca3e084e51c06f85b68d4,رانت خوار که شما ارزشی هایین  هشتگ پولی توییت پولی,1,1
