id,text,stereotype_pred,stereotype_gold
fas_58648281771a6cdf08adbca7440d62ce,چند وقت پیش توی اینستا میخوندم که: تا حالا دیدید خانومی رو که بخواد از حق سپور شهرداری یا کارگر ساختمانی شدن حرفی بزنه و حنجرشو جر بده؟ خانمها تنها جاهایی که به نفعشونه دنبال حقوق برابرن. (ارث، دیه، بعضی از منصب های مهم و...)  +من به شخصه این متنو که نوشتم نه تایید میکنم نه رد!!,1,1
fas_5a6cbf2181dc849df8a5dad703bc0c56,تمام تاسیان داشت نشون میداد ملت ۵۷ چقدر ناآگاه و البته نمک نشناس بودن و چپ هرگز نفهمید,1,1
fas_5b1ce9c6b4988cc9ee660da90c5fa111,ببین وقتی میگی نخوندن خودت بخون بند به بند ق.ا مشروطه رو برات فرستادم اما شما امت گرایی ها عقل رو فرستادید مرخصی الی ابد,1,1
fas_639e9f4ef1a5f3887cf3c82021309cc4,حق آزادی بیان برای شما هم محفوظ است. ولی خب انتظار نتیجه نداشته باش. آخوندی‌شم نگاه کنی الناس علی دین ملوکهم,1,1
fas_656967597c60a7da9ecec6bb57b81c8d,ایران ۲۵۰۰ سال سامانه پادشاهی بوده به همون هم در شکل مشروطه پارلمانی باز خواهد گشت.,1,1
fas_6a38b37a767bf8b13d5f2e88291cdd42,پسرای دانشجو چالش سختی دارن. قراره برا اولین بار دخترای کلاس بدون افکت ببینن,1,1
fas_6b3085b83634eb2bd415d057f91568c5,برجام طناب پوسیده ای بود که اصلاح طلبان را به قعر چاه فرستا,1,1
fas_6b8d1343831bdf22dab39ae9443958d8,چون هرکی با ما مخالفت کنه خواسته یا ناخواسته یا چپه یا طرفدار ج.ا به خودت بیا رفیق  واقع بین باش  با حقیقت کنار بیا این مملکت نه جمهوری دموکراتیک به دردش می‌خوره نه رهبری  فقط و فقط پادشاهی مشروطه می‌تونه این مملکتو جمع کنه شما پهلوی ستیزا لیاقت زندگی راحتو ندارین مث کمونیستا عقلتون تو کونتونه,1,1
fas_6d2648c50a5acd8e2fbcca30d169d4ab,این چه برداشت ساده لوحانه ایه چه نفعی به سفره خارجی ها داره فقط جیب نورچشمی ها پر شده مثل همه رانت های موجود,1,1
fas_6fd051003e94850777612faf7fb9b3be,حققققق  هرکی برگه مو بخونه میتونه سبک زندگی جدیدی استخراج کنه,1,1
fas_7486fb3ccf9bceadbaaadfc2d1534926,تمام این دروغ ها زمان پرزیدنت ترامپ، اثبات شد,1,1
fas_766ab64ebbd86a8386680bcaf7f052e7,کمتر رهبری را در عرصه ی جهانی می‌توان یافت که در سبک زندگی فردی خود مانند رهبر انقلاب باشد ..‌‌‌,1,1
fas_78802788d546d1a258807f8bbdaf7ed9,مسئله اینه که تو ایران هم زیر حجاب پدرسالاری از تو موی بلند می‌خواد، موی بلند با مادستی زنانه گره خورده تو خیلی از فرهنگ‌ها,1,1
fas_79a833429d14ab7ff758c65274cbdf40,به ازای هر اعدام یه بسیجی کشته خواهد شد,1,1
fas_7ce85da137585165629789d06aa15377,اینستاگرم شده بیشتر فضای شوعاف و رقابت آدما و البته تبلیغ سبک زندگی مصرف گرایی که خواسته امروز قدرتهاس,1,1
fas_7d9b8664693fb16878314fdd6d9331b9,با احترام مشروطه هیچ فرقی با ولایت فقیه نداره فقط اونی که اون بالا نشسته آخوند نیست,1,1
fas_80ea6c2fc9a8f4f1642ddb39f57f13ae,آخوند نباید گم بشه  باید بمونه و اعدام بشه,1,1
fas_82ec3df84242decb698aa870616529a2,پارک دانشجو پر معتاد و ترنس یا پیرمرد ما ادم عادی ندیدیم😔,1,1
fas_8635c42093bbe77e171f7511dfe3c03e,مطمئنم دارن یه ماله‌ای میکشن و میگن اصلا روش از پا درآوردن آخوند همینه. اینا دلیلشون برای عاشق ترامپ بودن هیچ ربطی به آخوند و آزادی بیان و فلان نداشت و نداره.,1,1
fas_8646fdbabd8635ba0a05e88b0ae564fc,و دیگه نمیشد برای چندین دهه، برای ملت ایران روضهٔ عدم آزادی بیان روشنفکران و شاعران در زمان ساواک خواند!,1,1
fas_89bc0c8dd25510be67e5af3c2055ca9e,به عنوان یک ایرانی از اعدام قاتل هموطنانم حمایت میکنم,1,1
fas_8fdd3808533eec335c35e504ef8f737c,گلوبالها و مردم اوباش ضد جنگی که تظاهرات ضد جنگ زمان ترامپ برگزار میکردند کدوم گوری هستند؟ #اوکراین_روسیه,1,1
fas_90e129c77104b8bbb822519a4e400c52,همین مسئول فیلترینگ رو بکنید رئیس بانک مرکزی کل اختلاس های مملکت صفر میشه انقدر که کارش خوب داره انجام میده,1,1
fas_9217b3e6d404734f4d9b87cf1f622d50,بخاطر اینکه وقتی محجبه شدم از تمام مهمونی هاو دورهمی های خانوادگی خط خوردم .دوست؟!دیگه دوستی هم ندارم🥲,1,1
fas_92304d7e4db06d5236d4054e627cd563,قانون رو باید سفت و سخت کنن  موتوریا از هیچ قانونی پیروی نمیکنن😁,1,1
fas_98fb5fa5b2667de8994ca1e30f3f925c,عزیزم نیازی به گشت ارشاد نیست توی  شهرتون:)) انقدر مردها  کرمانشاه هیز هستن که آدم مجبور میشه لباس پوشیده بپوشه :)),1,1
fas_9aea366c6233a1fe406e56fb822c04de,اسلام بهترین مدافع حقوق زنان هست اگر بعضی ها گوش شنوا و چشم بینا داشته باشن,1,1
fas_9b4a922bb1c2609522b27a5029e36a66,۱.این دیالوگ شایان اتفاقا زن ستیز نیست و برابری واقی خواهانست. ولی از یک جای تاریخ جهان، دنیای رو به تمدن و بعدا متمدن تصمیم گرفت برای جبران قرنها برخورد نر گرایانه و مردانه و تسلط مدار بر جنس مونث، برخوردی به  ⏬,1,1
fas_9eeee400daf3e797a1d8c71732b96e1f,دوستان من به آزادی بیان اعتقاد دارم پس اگه عرزشی هستین راحت بیاین تو منشن ها اعلام کنین یه کاریتون داشتم 😊🌹,1,1
fas_a22af12b8e8b6249587e079b661e341a,چپ گرا ، وطن پرستان و ملی گرایان را فاشیست و نژادپرست می‌خواند  چپ گرا به وقت جنگ ، ناگهان ملی گرا می‌شود و در حالی که هیچ کاری از عهده اش ساخته نیست شعار دفاع از کیان میهن می‌دهد! از نظر چپ گرا زندگی زیر سلطه ی ارتجاع بهتر از زندگی زیر سایه ی پادشاهی مشروطه است! او پادشاهیخواهان را برده می‌خواند!,1,1
fas_a273edf85cb4ec147e7c6845d845a622,قانون اساسی مشروطه رو خوندی ؟ جایگاه دین و جایگاه شاه رو میدونی چیه توی قانون مشروطه ؟,1,1
fas_a2d1c911448331705d24fcd520822089,بله منافع ترامپ قابل تامین بود اما گلوبالیست بدنبال انتقام تاریخ هستند و نه منافع,1,1
fas_abf9acceccdaeba363bb24c9ce304a43,استقلال که تعریفش مشخصه دیگه زن,1,1
fas_afd689ac553fe211cfdfdffffbb6c318,مذهبی های معمولی نه ولی عرزشیا و چپ ها و آخوندا باید سرکوب شن چون علنا دشمن ایران و ایرانی ان  آزادی بیان به نظر من مال کسیه که داره انتقاد می‌کنه و دنبال اصلاحه ، نه مال کسی که کلا می‌خواد سر به تن کشور و حاکمش و مردمش نباشه  الان به طور مثال من مجازم به پدر و مادر خدابیامرز تو توهین کنم؟!,1,1
fas_b054492d23572e4d2f6b3c05880aabc1,ربطی به بایدن نداره ایالت نيويورک مرکز چپول های عالمه حتی اگه ترامپ هم بود نمیتونست کاری از پیش ببره,1,1
fas_b150fb0410424733a92ad0283e4d77b8,متاسفانه برخلاف ایران همه جای دنیا آزادی بیان هست. این کثافتا هم از این استفاده میکنن,1,1
fas_b3dcfad0375220d94d9ca1bb62e8be1d,نمونه مظلوم ایشونن رفراندوم حتی اصلاح طلبان هم هزاران بارگفتن نتیجه برای همه باعث میشه به آرامش برسن همه مردم کاری ک درسال۵۷شد,1,1
fas_b3f5b448d55abffe363c1cb493dad256,اگه زیادید پس چرا تا اسم رفراندوم می آد همه تون از ترس می شاشید به خودتون,1,1
fas_b5a33bf8c60fce1b913c4e1099ef2730,باور می کنید هستند کسانی که هنوز هم اعتقاد دارند  اشتباه بود؟ با اینکه می بینند دولت منصوب شان هم در پی احیاء همان برجام است!,1,1
fas_b7f99cb10a0d190dd7483967b3fef090,اعتصاب سراسری مهمترین کاره  امروز بازار تجریش تهران اعتصاب کرده  پخش کنید بقیه هم اعتصاب کنن  #مهسا_امینی,1,1
fas_b876eb49ee15439f27630e8ddb18bcde,اصلاح طلب ها را اعدام کنید راحت شید,1,1
fas_b8ebba6dba96ab061293f560ef723db3,-که کسب‌و‌کارش، توهین به مقدّسات و لجن‌مال کردن سبک زندگی ایرانیان است- پیرو «اباحه‌گری فرهنگی به جای مدیریت فرهنگی» از جانب مدیران کم‌توان یا بعضاً نفوذی و به تبعش، «فتح سنگر به سنگر فرهنگی» توسّط دشمنان اسلام و رشک‌ورزان به تمدّن ایران، حادث می‌شود.,1,1
fas_b98788bd88358e81919cf5db54840af7,فرح‌گرا تا سریال بی‌مجوّز آبان ضدّ خانواده، با همین رویکرد ترکیه‌ای‌تر شدن از ترکیه‌ای‌ها و کلمبیایی‌تر شدن از کلمبیایی‌ها ساخته شده‌اند که در اوّلی ساختارهای سیاسی-فرهنگی-اجتماعی هدف قرار گرفته و در دومی، سبک زندگی اسلامی-ایرانی.  اساساً محبوبیّت میان برخی نوجوانان و جامعه‌پذیر شدن ولو قلیل نجاستی مثل ساسی,1,1
fas_b9fcce1d36e9c302cde2f2f882405310,تو یه کشور اسلامی و حکومت دینی، مسولینش باید دغدغه دین و سبک زندگی اسلامی رو داشته باشن وگرنه خاىٔن هستن,1,1
fas_bd17880bb6fe3fd7f5e77dd46ee4731d,در زمان حمله اعراب مسلمان این اتفاق در ایران افتاده . پناه بردن آخوندهای مشروطه خواه به سفارت انگلیس و  پلو خوردن.,1,1
fas_be4012a68fa55647381398401bcf3caf,فکر کنم شما نیازمند این هستید که بفهمید مشروطه یعنی تقسیم قدرت شاه و پارلمان نه دولت و پارلمان,1,1
fas_c0ed21bfe24e7927c8e4192d6ecedfba,اینجا کانورت هم می کنند بعضیا و مسلمونهای خودشون هم هستند که اونا البته کمتر حجاب دارند ولی من باز به خودم میگم طرف بالغه به تو چه,1,1
fas_c1e774464a1f9519d071ad714de3d9c4,کل حضرات با احکام اول انقلاب اعدام باید بشوند,1,1
fas_c2cdd18e4ac125948e6efc6fb20e8b67,منظور از عمله های استبداد همون طالبان سلطنت هست ک الان خودشون رو مشروطه خواه معرفیی میکنن...,1,1
fas_c32869b219af1a635c4dc9ecc0f171a9,دقیقا حجت کلاشی می گه با انقلاب مخالفه ، باید به مشروطه برگردیم !! حالا خود مشروطه که کلا اسلام و آخوند بازی بودش,1,1
fas_c4d50f077c7eda2bf187b4801fb5705f,مهم نیست چه کتابی میخونن، مهم اینه که حکومت یک سبک زندگی بخشی از جامعه رو به همه جامعه تحمیل نکنه.,1,1
fas_c92474f83cdb2279b5bc522226d986d8,فقط یک دایره مسخره درست کردن از باورهای چرت و فیک و توش میچرخن و حال میکنن و هر کی بیرون از اون دایره باشه یا باید نابود بشه یا ترور شخصیتی!  بابا وا بدین! دوران تعصب و فرقه‌گرایی و زورگویی ایدئولوژیک دیگه گذشت! اینا از نظر من هیچ فرقی با آخوند و ج.ا ندارن!,1,1
fas_c9381517075cdb7e4962937c5bce1093,دقیقا ،خودم سرباز زندان بودم دیدم چه جوونایی داخل بودن سر مهریه لای دزد و قاچاقچیا,1,1
fas_cbff43d20a27469a8b6d11a2f8072cc8,من ایرانی میخوام  که همه به  عقاید سبک زندگی هم احترام بزارن,1,1
fas_cc0fa21a5db172d9444dd2a817336fdc,اشکلیک جدیدا بیر سبک زندگی اولوب بیللرینه،بیزه نسبت وریلر,1,1
fas_cc6575493e51743dec88d4aa8f0e6793,بخاطر حجاب 😶😶😶 البته معلوم بود... بخاطر دزدی و کلاهبرداری و اینجور چیزا که کسی تو ج.ا بازخواست نمیشه...,1,1
fas_cc678cb33217a699c567117b85c0798a,خلاصه مشروطه خواهان ضدمشروطه و طرفدار قدرت مطلقه ندیده بودیم که زیارت شد! -اتاق را حزب مشروطه راه انداخته بود.,1,1
fas_ced9c24b34fa108635c911803879801f,بعدشم ، امیر نادری فیلمای قبل انقلابش همه ی زن ها بی حجاب بودن اگه سازدهنی و دونده هم همینطوره پس تلویزیون جمهوری اسلامی چطوری نشون داده؟!,1,1
fas_cf3c0450053109dcb00cdc1a0e9e90e6,منم مشروطه خواهم ولی الان وقت یارکشی نیست،ما همه باهمیم,1,1
fas_d3cec5b8aae611ee06bed6068b6c512f,🌷 مثلا اگر تمام دانشجویان سراسر کشور  مخالف حجاب همگی توی دانشگاه هاشون کشف حجاب کردن اینا میخواند چه غلطی بکنند,1,1
fas_d4643fac8cad2d7e2dd16108a524bcc8,اینکه توی توئیتر همه نقاب حمایت از حقوق زنان و دختران رو بزنن به نظر من یه چیز کاملا عادیه,1,1
fas_d465de2cc705a0c94c42cf743e0b65a4,قوانین مهریه تو کشور ما خیلی مشکل داره در ضمن قبل از عقد باید نسبت به پرداخت مهریه فکر کرد,1,1
fas_d50303984d6932da6f52ba4667523216,آزادی بیان فقط موقعی معنی داره که همراه موج شون باشی وگرنه تو یک جنایتکار جاهل غارنشین بی فرهنگ هستی,1,1
fas_d587e82ad8d1dd8afb5c29cad3a3221d,ایران اسلامی همیشه سربلند و سرافرازه چه شما سرود ملی رو بخونید چه نخونید!!!!,1,1
fas_d7d37e52cd000ec5e164af27371527fd,قانون مهریه اصلاح بشه نصف از وکیلها بیکار میشن. به مهریه که میرسن هی میگن قانون شرعه,1,1
fas_d90688f38f28b286f74bff75bd22887a,من نمیفهمم مگه سوسیال دموکرات بودن یا ملی گرا بودن نوعی از حکومته که بخواد تو یه نظر سنجی با مشروطه خواهی باشه؟,1,1
fas_e08c6d47a212ba3fa662a88ff1659d3e,حجاب سمبل دوران برده‌داریست. زمانیکه زنان برده‌ی مردان بودند. حجاب را باید با آزادی بیان و نقد سنت‌های کهنه، منسوخ کرد.,1,1
fas_e53e82bcd51940d4bbdf83ba2059ce6b,والا ما که مردم ایرانیم از اعدام جنایتکاران پشتیبانی می‌کنیم.,1,1
fas_e984d469d4a1d6b9d4fe8ad4f63dd435,ارزشیها معمولا در چنین مواقعی دموکرات و حامی آزادی بیان میشن,1,1
fas_ebc7a09b4d97fe15abc8bc695042832f,سلام مثل عینک رنگی ،آدم از پشت ان عینک همه چیز را به رنگ دیگری می بیند بی تقوایی گوش را هم فیلترینگ می کند,1,1
fas_ec1a64604fa961afec83785c64c6250b,خب دزدیده شده. خمینی در نوفل لوشاتو از ولایت فقیه عبور کرد و وعده جمهوری فرانسه را به مردم داد. مگر همین الآن هر حرکتی توی ایران اتفاق می افتد عده ای حاضر و آماده نیستند که فوری آن را به نام خود مصادره کرده و بر امواج انقلاب سوار شوند؟ این دزدی انگار رفته توی ژنِ برخی.,1,1
fas_ee4a2615e370ee6fa25df5d6dd1bfb02,تو منافقی که این همه ظلم رانت دزدی اختلاس تجاوز و…میبینی و بازم حمایت میکنی تا همین راه اشتباهو برن تا بیفتن توی دره,1,1
fas_ef636721ddd32681292a0c4fc3d5f988,آزادی بیان هم برای خودشونه ؛ این‌واقعا حق فقط‌برای اوناست حواسمون باید باشه ما نباید استفاده کنی,1,1
fas_f13258f3cf38373f410e260f47786180,ملت به زن مسلمون محجبه که فشن رو فالو کنه فحش میدن واسه میریم و شانی خانم که جای حجاب کلاه گیس میذارن ولی همون کارا رو میکنند اکلیلی میشن. جدی فرقشون مگه چیه؟,1,1
fas_f1566fe309f4a71d8f5fbfb5c1896788,مسلمون جماعت بخصوص شیعه ها عاشق اعدام و کشتن هستن!,1,1
fas_f4f0935d65492efd488fef83703b1dd9,از مصادره اموال شما جیره خواران نظام کثیف جمهوری اسهالی اتمام فقرا و مردم زیر خط فقر استفاده خواهند کرد,1,1
fas_f78e6f4214d23948102e61e32e812cb4,همه این حرفها رو محض رضای ایران رها کنید و روی یک چیز متمرکز بشیم ؛ آخوند کشی و رفراندوم,1,1
fas_fc8f8829a77347b6c2b9b0dba4152cba,بر منکرش لعنت. ولی اینها تا به مشروطه و پهلوی‌ها می‌رسن خالی از منطق می‌شن. و کاری جز تحقیر و توهین نمی‌شناسن.,1,1
fas_fdcaaa45e19165eea8f752ce311d480f,من نمیگم اینو. ساختار ولایت فقیه اینو میگه در حالیکه ساختار سلطنت مشروطه نمیگه. ساختار هر نوع حکومت کاملا مشخص و واضحه.  فکر کنم شما هم کاملا متوجه منظورم شدید اگر بدون پیش‌داوری خونده باشید. موفق باشید,1,1
