id,text,other_pred,other_gold
fas_0c7faa3432f821b0a6e346e2f25b4d2b,خواب و پول و استقلال چیزایی که می‌تونه ثابت کنه آدم خوشبختی هستی.,1,1
fas_0ca84c45cb80d57a9a105944a2738371,- تماشای بازی‌های ایران تو جام جهانی؟ + نه مرسی! تماشای حرکت پشگل‌ها موقع وزیدن باد!,1,1
fas_0ec5dfdac19267897e1e4cff0d50a794,به کسی که از زمین خوردن مادرش در جمع، شادمان است چه می گویید؟,1,1
fas_0efc5a763606fcb677432ec85cadd272,من دوتا تست زدم جام جهانی مهمتر بود اکثراً هوادار مسی و رونالدون اینام جام حهانی نبردن حق بده,1,1
fas_0f40b5a42528cb437a660d2c6da2a9c4,من دیگه حرفی ندارم.این تفکر باعث نابودی استقلال شده.قبول ضعف ندارن. ولی الان از چادر ملو ضعیفترن. ادامه بدید به این تفکر ایشالا میرید دسته دو,1,1
fas_0f53ecc84ba390d104132ff2d63dfcca,بچم معده و روده اش آموخته شدن به این سبک زندگی,1,1
fas_10949746f49c57edfca1120489ebf15b,واقعا عجیب نیست؟ باا وسایل خونه‌اش از خونه مادربزرگ من قدیمی‌تره. بعد همش اون سبک زندگی. من خیلی چیزهای قدیمی‌پدیمی دوست دارم ولی نه اینجوری,1,1
fas_11ffa4c5a506209cc271b86a20aa7811,دوست عزیز  ترور بیولوژیک واسه اینه کسی نتونه اثبات کنه اون شخص ترور شده  دشمن با این نیت ترور بیولوژیک میکنه که آحاد مردم متوجه اون شخص نشن.,1,1
fas_12a85ff7ec1cb2484a6d211cacdd17d3,تبریک میگم به تیم استقلال ، نه برای قهرمانیشون ! برای شرافتی که به نمایش گذاشتن..,1,1
fas_12c5610e321ae77f894c19c6cd12b8c3,کیفیت بازی استقلال ملوان در حد دوربینای گوشیایِ الجی دوازده سال پیشِ..,1,1
fas_137e6117f2e66280c0b7d22dce8a87c5,همه فکر میکنن سبک زندگیشون بگاییه درحالی که خیلیا ارزوی همچین سبک زندگی ای رو دارن,1,1
fas_13f468339379549268ddcbe475e166b2,آقای مجتبی حسینی من قضاوت نمیکنم ولی چرا روز خوب پیکان جلوی استقلال و روز بدش جلوی پرسپولیس پیش میاد ؟,1,1
fas_164d13df43707bb4fe3dc25a74a02a14,و اینکه هیچ‌کس قاتلارو دوست نداره کسمادر گشت ارشاد,1,1
fas_16fc1e4d4fe34cf4b01b6150eeb72c6d,این که جام رو هنوز نبرده.اخرین قهرمانی استقلال هم که فتوشاپ نبود.,1,1
fas_1a384ae9495e00a4dd27af9e2459a139,من یکی که علی پروین هم مربی استقلال بشه ازش حمایت میکنم,1,1
fas_1ae6cf6e9193a38941d826928d2635f2,همین الان هم بخوای توی دیجی کالا نظر بدی اولا باید تایید بشه  خب این سانسور ایگنور نقض ازادی بیان نیست پس چیه؟,1,1
fas_1b606aaea70925dc3fd6d8ded1173f7c,بعنوان یک پرسپولیس میگم یکی باید گوش این توله سگ ترابی رو بگیره از تیم بندازه بیرون که چیزی جز آبروریزی نیست برا پرسپولیس_بزرگ,1,1
fas_1d6822ffd4887cd96c79e28f8c8f4b10,این رد داده ... خورشت رو تو کاسه مسی سفید نشده سرو کرد.... سم خالص مس قرمز,1,1
fas_1eeb3d43c4084425b12c119723fffb91,با اجازه من عکسو مصادره به مطلوب کردم😂,1,1
fas_1fc2de071214e3768bb1fa50c1f1b6f4,کاش هنوز دانشجو بودم و تو میدون دانشگاه پیش بچه‌ها,1,1
fas_200987d62d6635acd959aa87961bf270,کمتر 50 میلیون یورو میشه در سال، مسی دو فصل قبل تو بارسا 40 تا میگرفت,1,1
fas_20715632e43d700f45cf531b5fad6d75,از بیکاری و زور مادر گرامی هر شب باید بشینم ستایش ببینم  دیگه دیالوگ هاشونم حفظ شدم,1,1
fas_2169ca665043ef9f4029586b6940ac3d,آرزو ؟ در یکسال با برنامه ریزی درست و تغییر سبک زندگی راحت به دست میاد,1,1
fas_22bdba2fe1819cb6aaa7615f7eb7aca0,هیچوقت فکر نمیکردم روزی پیراهن استقلال تنم کنم:(,1,1
fas_2478b14c8137de29e1232ca752a94cc0,سبک زندگی بدسازی پس کو ، من به خاطر اون عکس فالوت کردم,1,1
fas_24ac84a27cdc7fcdd02395dcb2bd5cf5,بهداد جان متاسفانه دوستان زیادی از ما در روند فیلترینگ هستن و از ماست که بر ماست!,1,1
fas_24c23d34f8218319ede6e51c9c6caa0c,میگه هوادارای استقلال و سپاهان رفتار مسالمت آمیز دارن!!! باید همو میکردن یعنی؟,1,1
fas_2944f18a4998cc6d92d0160cd9f37995,فیلترینگ خیلی شدیده من بعد از پنج شیش روز فقط امشب نت ملی نبوده برام,1,1
fas_29549f985e6f628acb8dcf47b4ef91a4,تا کمی احساس خطر میکنن دکمه فیلترینگ شدید یا قطعی اینترنتو میزنن,1,1
fas_29c264f6e1df1a056fd96aaff437182f,مگر قابل فیلتر شدنه؟؟؟ فیلترینگ با ماهیت استارلینک هم‌خوانی نداره!!!!,1,1
fas_2b61a1f5a517622da5578e21503cbb8d,آقا پلیسی که گویا امروز منو تو تجریش جریمه کردی برای استفاده از تلفن همراه، من داشتم از ویز استفاده میکردم عن آقا,1,1
fas_2d0a3cb79c08ecf221508dcd488e93a0,خب به تو چه، رو دست تو که نذاشته. اونا این نوع سبک زندگی رو دوست دارند! تو دوست نداری دنبالشون نکن!,1,1
fas_2d3f7f0e75781ec33ca5a139ed6c9957,گشت ارشاد راه حل نیست  چرا نمی‌فهمید,1,1
fas_2e1e761dd3a27a63f936aaaf2b2d2dae,ژستد از بی استعدادترین فورواردهای چند سال اخیر استقلال هست,1,1
fas_2e6a4c5726ba38370374ad2e2183c867,شما یه نمونه گشت ارشاد به ما نشون بده اگه بود که وضعیت جامعه اینطور نبود  دیگه تقریبا همه لخت هستن,1,1
fas_2f165eaac163d304928fd591bb443622,برای تمام تحقیرهایی که از طرف مدرسه و گشت ارشاد شنیدیم,1,1
fas_2fbe43f1751063e0a777959f820eafcf,دیر سین کردن ی سبک زندگی نیست بیشعوری مدرنه,1,1
fas_30293e9e912012bc93b2a7584eff5f76,دوستان لطفان تیم_ملی  فوتبال راموردخطاب قراردهید،یابامردم هستند یاعلیه مردم، شرف ف خریدنی نیست.,1,1
fas_31b198b327803ea3498b27467414350f,برای محمدرضا شجریان که خود را خس و خاشاک نامید تا در کنار مردمش باشد و صدایش سانسور شد…,1,1
fas_31f27a3be9d1d27a188d32e46caa990b,حذف گشت ارشاد؟؟!!! این خواسته برا دو دهه پیش بود... مدرسی باز تو چقدر دیوثی,1,1
fas_33d39a7ddd7da31e82f584eaccbdc1aa,خب به نظرم مردم نباید همبرگر بخورند و قناعت بکنند !  یعنی چی این سبک زندگی معمولی! یکم فقیرانه زندگی کن خب.,1,1
fas_33dae6cfaa64788a1a6f586e577143f7,واقعا همینه امکان نداره دانشجو دارو ۱۵ تومن بگیره مگه ساعتی چند تو کارآموزی بهش میدن؟,1,1
fas_33f34e6c985b488a220b10f746784c3b,صرفاً باید انتخاب و سبک زندگی مردم را به رسمیت بشناسه,1,1
fas_342dc31d60641ffc9757184a33456418,ابرآروانم نوشته بود مدرکی نیست که تو فیلترینگ نقش داشته!,1,1
fas_34bc651fca28157526addbae0020bb23,چهار تا بچه لباس استقلال تنشون کردید اونوقت توییت کردین اجتماع استقلالی ها,1,1
fas_36ba573ba69d25919492491650869f37,زود واسه ناامید شدن به همتون قول میدم پرسپولیس این فصل هم قهرمان. درضمن ریدن تو دروازبانی حامد لک.😡,1,1
fas_36d136383607896eaedd6dc743a8172d,حتما در مورد مسی هم زیر پاشون رو خالی کردن مسی هم از بچگی عشق پاریس بوده کارد بزنی خونش سرمه ایه,1,1
fas_378addd92689a9790de10a8af2e85330,بهم که تکست میدن استرس میگیرم که این دیالوگ چقدر قراره طول بکشه! فوبیای ارتباط...,1,1
fas_37fe29f4b8f3a692ff74d1f134fc8355,ببین میدون تجریش سر غلام جعفری وایمیستن اتوبوسای ولنجک رو سوار شو,1,1
fas_382a331841015fd528a73a6f5124054e,آنجلینا جولی و صدف بیوتی بیان روبیکا تبلیغ سبک زندگی لاکچری و فساد کنندخوبه؟ چرا فساد اینستا رو چیزی نمی‌گید,1,1
fas_38851f0dfb14b945471107f883492466,تیم استقلال دیگه استقلال نیست !  از این به بعد تیم ملیه!!,1,1
fas_39457e51d4c00aee3e45b3b55474e999,مشکل اینا نبود مشکل این بود که تکنولوژی پیش از آموزش شیوه استفاده صحیح از اون وارد سبک زندگی انسان ها شد.,1,1
fas_39831c6ced66be91d4ee8b7f73bf3bc2,آدم دورش خلوت میشه اگه بدون سانسور حرفاشو بزنه ولی در عوض فقط آدم حسابی دورت میمونه,1,1
fas_3b45c230a47d5000a9280923b2c24197,هنو به سید ۴ نرسیدن الان افتادن توی گلدون خالی ... از بردن اسمشون کنار پرسپولیس کبیر و سید ۱ لذت میبرن,1,1
fas_3c788cbb9ac92c2feb9f9841c5e2dff8,فقط در یه صورت ۲۰۰هزار تومن پول دادن ارزش داره که استقلال خیلی شیک و نرم به پرسپولیس تجاوز کنه و بعدشم پرسپولیسیا بگن اصلنم درد نداشت....,1,1
fas_3e2aec78159ea0eacced4d83f2e76dd7,دروازه بان استقلال تا شیش تاییمون نکنه ول کن نیست,1,1
fas_3e35d04ee5c5f24b175841d90610b748,در عجبم چرا کشته شدن دو کودک در بلوچستان در راه رفتن به مدرسه در سانسور خبریه، ولی برای کشته شده های مرکز از این خبرا نیست,1,1
fas_40160b9f3bfd1af29c93359bfcb0abab,خب الان مثلا این اکانت رو ترور شخصیت کردی   چی ب تو میرسه ؟!,1,1
fas_4134d5ef464d952665db2ad50b40145b,برای آن دختر داکتری ک همراه پدرش یکجا ترور شد,1,1
fas_4265fe79f50a1928ff5107ba57af69f1,مثل اینکه مسی تو هر تیمی باشه اون تیم محکوم به خوردن کامبکه,1,1
fas_42c099b3141a3797438a68f8b23c6903,در این فاجعه ماموران گشت ارشاد بیشتر افتخار میکنن.,1,1
fas_466d5401e39a9e3f89c6b4e690afdb9e,باید بپذیریم کرونا باعث شده عده ی زیادی دیگه تمایل به سبک زندگی اجتماعی قبلی رو نداشته باشن و تنهایی رو ترجیح بدن !,1,1
fas_46a992bca7763a13837058920cc912c3,بابام پرسپولیسیه و از باخت استقلال بیشتر از برد پرسپولیس خوشحال میشه.,1,1
fas_47d65ec922380b3fcd8575822cb65aed,زین‌پس صلح و دوستی خود را با سرمربی محترم تیم استقلال اعلام میدارم‌,1,1
fas_4875badbbc4f2cef3d008ff8612a4a06,یکی از دیالوگ های خفن پیکی بلایندرز از نظر من توماس شلبی: دروغ سریع تر از حقیقت پخش می شه.,1,1
fas_4dea742f8a417b58fdba2f305b2ef507,پریم از پیش بینی هایی که برای دربی توییت میشه بابا چه فرقی میکنه، یا استقلال میبره یا پرسپولیس میبازه دیگه 😌💙,1,1
fas_4defe9275afe129e8592c1c332908b2a,بنده قصد ترور شما را در سر دارم,1,1
fas_4edc4be2ea668ac66fb3972fe4ac7c9f,درد اونجاس که خیلی از کسایی که اینجا  میزنن، خانواده خودشون از گشت ارشاد هم بدتره. خانه از پایبست ویران است.,1,1
fas_4f6a60e52771f1e7e4524be3ec5afe4f,آقا کیت جدید پرسپولیس رو کی میاری ما این زباله آلشپورت رو بندازیم  بره,1,1
fas_4fb6fb6fe0c6f7acb304b8f32da70830,من یه آیت الله احسانبخش میشناسم که ترور شده,1,1
fas_50c2027087a9de2659b354423867c95d,استقلال ثابت کرد بی استقلال ترین باشگاه دنیاست برای آزادی ایران,1,1
fas_51bcd5f8f6777b65d7ac71b01e4b11ee,وقتی ب دانشجو مثلا نخبه (پخمه) رو میدین نتیجش میشه این. حداقل اخراج باید عواقب خوبی باشه برای این جماعت.,1,1
fas_5229be360789f21f513e8ec0602f8255,برای سانسور نشدن تاریخ واقعی کشورمون تو کتاب های درسی,1,1
fas_5359b3ab2197ad805d2b8a24d565c938,طبق مشاهده ی اندکم، به نظرم کوچه ها و ساختمون های خیابون های تجریش قشنگ تر از سعادت آبادن.,1,1
fas_54701906b7686ae575e5f1257dd410cb,ی دیالوگ توی یاغی هست که میگه میخواستمت وقتی خواستنت هنوز مد نشده بود,1,1
fas_54a906ed4cd15ab6afc4d744214377a7,در این صورت جا داره بگم که تا جایی که بنده اطلاع دارم، مردم فارسی زبان، خصوصا در ایران، به شما قدرت سلب حق پژوهش و تحقیق توسط افرادی که به این زبان آشنا نیستند را نداده‌اند. خواهشا از زبان ما برای ساکت کردن صدای دیگران و محدود کردن حق آزادی بیان استفاده نکنید. متشکرم.,1,1
fas_55e25bd383259f685fb9ef146c0fa924,اوکی ولی منظورم چلسی بود چون مینا چلسی فنه و اصلا کاری به مسی نداشتم و کری تیمی بود:).,1,1
fas_573da43615dd44a3e92f6bdbc245e8b1,من فقط به عشق دیدن جام جهانی رو دستای مسی زندم، واسه بعدش برنامه ای ندارم,1,1
fas_57cf6e58144a3075815e64b36b686bc7,انقدر مدیر سروش پلاس فاز روشنفکری و مخالف فیلترینگ گرفته، باید بگم اگر مردی، اگر واقعا مخالف فیلترینگ هستی، کمک‌های بلاعوض رو که تصویب شده دریافت نکن !! بیانیه بده بگو دریافت نمی‌کنم .... ولی نمی‌کنی!! بعدم اسهال طلبا که اورگاسم شدن، این اسمش رفع فیلتر نیست! خودتون خرید بقیه را خر فرض نکنید! 😡😡😡😡😡,1,1
fas_58208c2c6ef91c33fb04ce7755eda0ec,درباره ی دوتابازیکن استقلال که سربازن وغیرقانونی واسه استقلال بازی میکنن اطلاع رسانی کنیدلطفا,1,1
fas_58c260e63f316057f853a49e1d4ee2fc,حالا استقلال و پرسپولیس ارزش این بحثارو نداره هاا,1,1
fas_5951bf5623c700eb9d2425dcb5d0a0af,استقلال این بازی رو مساوی کنه از اعماق کون شانس آورده.,1,1
fas_5b3d7008c381bf6a9cdf74be4c809fdd,مردک چندش از صبح با هرکی میخواد شوخی کنه میگه : میدم گشت ارشاد ببرت‌ها  بعدم هار هار میخنده احمقِ نفهم با این چیزا شوخی نکن,1,1
fas_5c0bbe3dee3480dd39194b8cf8e85a3c,من هنوز بلاگری ندیدم که سبک زندگی عادی و به دور از لاکچری‌بازی رو بکنه تو چشم ما.,1,1
fas_5d46f6210cdafb04e0dd0812698985b0,واقعا منم اصلا دلم نمیره بخاطر این برد استقلال خوشحالی کنم,1,1
fas_5d49fce4e7a0698e61d0733fca3ab5b7,دلم میخواد فحش بدم، عذاب وجدان نده توروخدا:)) مرتیکه خر احمق کاش یکی اینو ترور کنه.,1,1
fas_5eb852d2569d46adeaaa6535ed7461cb,چون الان بارسا تیم شده و دیگه گذشته از ستاره محور بودن مسی برگرده دوباره میشه همون اش و همون کاسه,1,1
fas_631ed820c9a8e49854c4854bcc80c701,کسب و کارهارو فیلترینگ تعطیل نکرده خودشون نمیگذارن کسی کار کنه چه فیلتر باشه چه نباشه,1,1
fas_63bc3b60075b702e96db5d296fdf5d2a,این هفته هر خری هتریک کرده از وضعیت مسی درحال فشار خوردن هستم,1,1
fas_63d3152aacf8112877644bf35406c270,بله در کل هیچ راه حل قطعی برای دور زدن فیلترینگ نیست، بخوان ببندن راحت میبندن,1,1
fas_6526e58446bb17f6cb555652b90efce6,از اینایی که میان زیر توییتا میگن نگو استقلال بگو کیسه کسشرتر هم داریم ؟؟!,1,1
fas_653feccef10f862ae2b93ef9092018c9,اون وقت چندشت نمیشه از این سبک زندگی؟,1,1
fas_65d2e3257f973ccd9805620532a497a2,با گشت ارشاد کجا وضع بهتر شد؟,1,1
fas_6702718039a117dbbb8c681094ff809b,برای رهایی از استرس گشت ارشاد..,1,1
fas_6da3d525b226929e18744b5cd19243c6,به نظرتون اینی که ترور کردن رو اتوبان به نامش میزنن یا خیابون؟🤔,1,1
fas_6dcc70f826b3d6701c9d3b475b9c5ac8,آب پرتقال طبیعی میگیرم برات😔  من حرف زدنشونو میشنوم خندم میگیره دو روز اونجا بمونم منو ترور میکنن انقد مسخرشون میکنم 😔😂,1,1
fas_6e87a3798d87dfbad272a25697819c82,کلش یک خر استن فقط در خر بودن از نگاه سبک زندگی تفاوت دارن.,1,1
fas_6fd051003e94850777612faf7fb9b3be,حققققق  هرکی برگه مو بخونه میتونه سبک زندگی جدیدی استخراج کنه,1,1
fas_71ff51d628109e517b6cebe662f88fe8,پست تجریش، همیشه شلوغه,1,1
fas_72c6cf8012cfec15109557822af5c1e2,سبک زندگی، الگوی مصرف، تولید با همه ابعاد مختلف آن بحث شده، اما متاسفانه کمتر به آن توجه شده است.,1,1
fas_7310a7b85933150e8574cdce75035f86,کلی ضرر کردم به خاطر همین فیلترینگ و...,1,1
fas_743db7a5368042d5c0d1405c3181a30b,وضعیت فیلترینگ یجوریه اگه لقمان و ایوب رو بیاری با اینترنت کار کنن ایوب صبرش رو از دست میده لقمانم ادبش رو.,1,1
fas_747c41e447a4d1e9eca830fc562afd19,نه عزیزم چرا باید درست باشه، یه برنامه که نمیتونه سیستم فیلترینگ توی ایران و منحل کنه.,1,1
fas_74e999da338b85409a8f572e04a07183,اینا وی پی انای مجانی ان پولیا سرعتشون خیلی بیشتره، قطعی هم ندارن حتی تو ساعتای فیلترینگ,1,1
fas_780ea81b15da91cfa90dd967defad03e,دانشجو اگر شخصیت علمی داره چرا با بد دهنی و الفاظ ناپسندانه و هتک حرمت ، هرزگیشو ثابت کنه .,1,1
fas_78f79282c80b807ac73a60514a1c08f7,امروز صب ریشام اعلام استقلال کردن، هر کی واسه خودش یه وری وایساده,1,1
fas_79bff030f9e367e67826de4edfd0f4da,فکر کن به امثال ویکتوریا پلژن هم گل نمیزد،جتی وقتی مسی و... پیشش بودن,1,1
fas_79d4d11de78866cd322dd9d8bc77913a,وای شادی باورم نمیشه اون بچه کوچک پرتلاش الان دانشجو شده. وقتی تماشاچی دوری مثل من انقد بهش مفتخره، ببین خال خودت چیه,1,1
fas_7ab3b335f48139a18bd103064b05134e,میخواستم بگم بیاد به یک چشم (این)گیر بده که متاسفم و دور   از اخلاق و شان وکالت میباشد 🪓🙏🏻🌹,1,1
fas_7c89dd5338ab81392fdb665f9c85dc2b,منی که فن استقلال رئالم و بعد استقلال رئال هم ممکنه حذف شه,1,1
fas_7cdd28e44a4ccbbfb4b08a3831e93d50,و همچنان سوروسات بازار تجریش برپاست,1,1
fas_7ce85da137585165629789d06aa15377,اینستاگرم شده بیشتر فضای شوعاف و رقابت آدما و البته تبلیغ سبک زندگی مصرف گرایی که خواسته امروز قدرتهاس,1,1
fas_7e4d190d15fabc76523fadcb2a605ccf,خدا کنه ته دروغش مثل رفتن مسی از اب درنیاد که هی میگفتن تمدید میکنیم میکنیم اخرش تر زدن,1,1
fas_803cb493205a235e6682a8a0490e4224,والا بنظرم امسال خودشون اخبار گشت ارشاد رو بولد کردن وگرنه بیرون به اون شدت خبری از گشت نیست,1,1
fas_82f2aafc9d9dad1df10301ebf123a962,مسی برای ۱۵ امین فصل متوالی +۱۰ گل و +۱۰ پاس گل ثبت کرد,1,1
fas_830fa808784445619c7c47597e5b1166,یاد اون روزی افتادم که خودم رو گشت ارشاد گرفته بود :)))) تنها و بی کس هیچ کس کمکی نکرد!,1,1
fas_837959850e278ece7b944b4aea007843,نمیفهمم اخوند جماعت چرا باید راجع به خصوصی سازی استقلال پرسپولیس نظر بده!!,1,1
fas_86ad86061b6b6a4d9755eb3cac19bb63,اونقدری که تو بازی استقلال آلومینیوم سر شکست، موقعیت ایجاد نشد.,1,1
fas_87584d29ea872116b99b3965f0200835,پرسپولیس اون موقع پیروزی بود,1,1
fas_87a54634546750bca06879c841a07fb5,میدون تجریش سه لایه آدم روهم دارن حرکت میکنن:),1,1
fas_889d59722e98d40c69ac8ef3d4b6a697,ایلون از یه شبکه اجتماعی جدید حرف میزد که خودش میخواد تاسیسش کنه از الان داره توییتر رو ترور میکنه,1,1
fas_88a5f37f0cd0a23e0881625fae64095c,برای دور زدن فیلترینگ از شبکه (تور) استافده کنید,1,1
fas_8b7726bf92ad7f0aea7900ec5562c486,گشت ارشاد باعث شد ترسشون بریزه,1,1
fas_8c7b2bfd2214dff0e23ba16e2fdfc955,برای اون مادری که جلوی گشت ارشاد داد میزد دخترم مریضه نبریدش,1,1
fas_8efce4c5440510e0b5b2a8f48cb24f3f,کسی که منتقدش رو ترور کنه چی میشه,1,1
fas_8fa1459f1eba427cd88e1cf5a183d988,رواله میام مجلس گردونی میکنم خودم,1,1
fas_8ff1e3daa269ad2eb677b2c54db37b55,پالتوها همه لارج و مثل گونی سیب‌زمینی. پالتوی راسته چه بدی داشت.. چرا به فکر قدکوتاه‌ها نیستن,1,1
fas_90dac7fd9f8965a227254b88bda95b11,چه منبع معتبری اولین باره اسمشو میشنوم که‌درباره استقلال خبر زده باشه,1,1
fas_92304d7e4db06d5236d4054e627cd563,قانون رو باید سفت و سخت کنن  موتوریا از هیچ قانونی پیروی نمیکنن😁,1,1
fas_939f412b28b0fd53c7dbc2b1ebb0f53d,کسایی که دانشجو علم و صنعت نیستن میتونن از سالن مطالعه‌اش استفاده کنن؟,1,1
fas_9455cca3e07ad30217ce0b243fd8b0fa,جون هرکی دوست داری این مسی رو ول‌ کن روی فراخوان‌های ۲۴ ۲۵ ۲۶ کار کنن…!,1,1
fas_954cece25df45c144caff86b9a673693,پرسپولیس و استقلال که هیچ فوتبال هم هیچ یک تفریح و سرگرمی ساده رو از هشتاد میلیون مردم دریغ میکنید !؟ خاک برسرتون,1,1
fas_95bdb231e6578381300b0e819e8edd36,من تا چند وقت پیش فک میکردم عابدزاده هنو تو استقلال بازی میکنه,1,1
fas_95fc17a561d4a242be970ea7e661d554,خایه مال گشت ارشاد رو سگ بگاد,1,1
fas_96846997ea7ceaffcc7331020fe4d844,مسی مثل امام راحله، هر سال میگن مسی خودش خوبه، دور و وریاش بدن که خرابش کردن :)),1,1
fas_97d8ea43200967be19f574b8ef46545b,میدونید چرا اسم نیوکمپ رو به اسپاتیفای تغییر دادن چون مسی قول داد جام سی ال رو به نیوکمپ بیاره ول کرد رفت,1,1
fas_97eb2c125a51af9b27eec9d2f1469927,تو شلوغی تجریش🥲,1,1
fas_983aef91e4f92c6493fd1b915f23bea5,فرصت سوزی مهاجما اینجا یقه استقلال رو گرفت  گرچه تو لیگم جلو تیمای پایین جدولی امتیاز داد استقلال به خاطر همین فرصت سوزی,1,1
fas_99e0eb9ea877e2e8f6c64df82d180337,اون که قطعا هرکسی هرطوری میتونه باید مشکلات مردم رو بگه روی حرفم هم بیشتر با سازمان بود که با سانسور بیشتر خراب کاری میکنن,1,1
fas_9a7651c4d0f648d0ef3da060d05232b0,تخم بابات نیستی اگه مصوبه گشت ارشاد و تاریخش نگذاری .تاکید می کنم تخم بابات نیستی,1,1
fas_9b8563e29fa0a39c7666b5684395380c,این یارو سوسک هم نمیتونه بکشه چطوری میخواسته ترور کنه,1,1
fas_9d48a9fc14bf65d3b148820587fef417,از تجریش بیا تا ونک، یه حال دیگه‌ای میده,1,1
fas_9e4aae7522231172e8988a0cb84415ae,اخ اخ یاد لباس سبز ابی بارسلونا افتادم تو تن ژاوی و پویول با موهای بلند مسی,1,1
fas_a143d3044a1bb1491d81925c548d2b80,بلایی که داره به سر روزنامه‌نگاری میاد در «مهد آزادی بیان»! پست امروز جف بزوس مالک آمازون و واشنگتن پست (در توییتر),1,1
fas_a28351a3248b171bb43bdb621a459097,مشکل از فقط گشت ارشاد نیست که میزنید کثافت گشت ارشادو جمع کنید؛ امیرحسینم به خاطر گشت کشته شد؟,1,1
fas_a28ec219812f78ea227221aa44334c17,قیافه بازیکنای استقلال مثه اعضای کمیسیون طرح صیانته. یکی از اون یکی کیری‌تر.,1,1
fas_a4ba9bf4f6bd214ecd5dae22941c8330,البته اینجا من استعاره از یک ظرف مسی قدیمی هستم که شما دادی توم یه خورشت خوشمزه میپزی و الانم وقت جا افتادنشه!!!,1,1
fas_a54496f0f55f3a08474b99b3964f54a9,اغا تو چنلای استقلال گذاشته بودن وگرنه منم مث شما بیخبر,1,1
fas_a56c04216f86a24e1b6fb7ece34b5f61,اگر وقتت کمه از ۷تیر شروع کن تا مهران که خیلی به هم نزدیکن.اگر تونستی تجریش ،قائم ،تندیس و ارگ هم برو,1,1
fas_a6c40d2bd92cfbd1e4b0f6c2b41ec316,از دانشنگاهش راضی هستین ؟ خوابگاه داره ؟ دانشجو ها از نظر عقیده چطورن ؟,1,1
fas_a7eb74b38bae7b9d420495b96db6d07a,خیلی‌هاشون مشکوک به غذای فرآوری شده بودن‌اند و قانون اول جهان شمول خوراکی‌ها اینه که اولترا پروسس نخوریم.,1,1
fas_a9a56f9511e847b35633d19870589175,تجریش گردی بام گردی بازار گردی درکه گردی دربند گردی باغ گیاه شناسی گردی.....😄,1,1
fas_aaa06911be769a5997d1852074ebe03e,سر فیلترینگ تعدادمون خیلی کمترشده اگه این توییت و میبینید ریتوییت کنید,1,1
fas_aafa10ddea1e96a0f312133d4f96d6e3,اتفاقا دستفروش‌ها باعث رونق کسب و کار اونا هم میشن.  تجریش از میدون تا مترو کاملا معمولی و خلوت بود,1,1
fas_aba5738b3d9d1695d5ca1c9376e6ca0e,من که تو عکس استقلال نمیبینم ولی باشه,1,1
fas_b009beeb7b57dbfa6bc0274dc68b7796,حالا مثلا لفظ قلم حرف میزنی میگن آدمی یابو یه نویسنده ترور شده,1,1
fas_b223abe011715bc1a66c6a65f882bb51,واللا ما یه عمر خونه مامان بزرگمون تجریش بوده. نمیدونم دنیای صورتی شما کجای این مملکته؟,1,1
