id,text,other_pred,other_gold
fas_54816376554d3fb312f98acb9b2d4ee2,"حالا درسته محمود درویش میگه، ""به زن سخت نگیرید مگر به هنگام در آغوش کشیدنش."" ولی دلیل نمیشه بغل ر مصادره کنید.",0,1
fas_54b978bb25b5415ff138920a30d99e72,این بخش از برنامه تلویزیونی رژیم به اسم دیالوگ رو از دست ندین  میزان فساد سیستماتیک اقتصادی به قدری بالا گرفته که حتی در برنامه‌های تلویزیونی هم قابل کنترل نیست  اینها بخشی از واقعیت چپاول سازمانیافته ایران توسط باندهای حکومتی و بطور خاص بیت خامنه‌ای هست,0,1
fas_58c9e9fb5e6ab5343c0cc83526fdc3f1,ناصر محمدخانی را اعدام کنید ✊🏼,0,1
fas_58ee8848db9d686c8abb41eb2f9fa004,انحراف، در جهان‌بینی فرح‌وار «تاسیان» است، نه فقط در رقصیدن‌ها و الکل‌نوشی‌ها! ۱- در مورد شماره‌ی سه یادداشت پیوست‌شده، ذکر شد، اگر بنا باشد سریال #تاسیان بعد سه قسمت توقیف و دوباره منتشر شود، صرفاً تبلیغاتی رایگان رخ داده به نفع فیلیمو و سریال و علیه قوّه‌ی قضائیه و صدا و سیما.  …,0,1
fas_5c1b9a3991860ca8bb61faeb41c37666,مردمِ ایران حداقل به این اعتصاب سراسری بپیوندید. باور کنید با اعتصاب نمی میرید. وقتی کردستان در اعتصاب باشد و بازارهای شما باز و پر از همهمه خریداران و فروشندگان این ابداً معنای خوبی ندارد. این یعنی فقدان آن بدن ارگانیکی که باید باشد. با کردستان رابطه ای ارگانیک برقرار کنید,0,1
fas_622fba9ca791c7e98191773e84ff5f55,وطن دوستی خیلی حس جالبیه! واقعا به ادم قدرت و تاب‌آوری میده. امروز یه چیزی شد، به بابام گفتم نمیدونم ایران اینو داره یا نه، یهو زد یه کانال دیگه و گفت: «میدونی فرهنگ ایرانی چه قدمتی داره و امریکا چه قدمتی؟» حرفش هیچ ربطی به حرف من نداشت، اما منو برد به عمق وطن دوستی و غمش از شرایط ایران. ریدم به ج.ا!,0,1
fas_632ba4f49827f882e36cfe723341ea38,درواقع قسمت خوب اپیزود اول همین قسمت داخل ماشینه. با وجود نما و دیالوگ طولانی مخاطب جذب داستان میشه.,0,1
fas_651d7b2de684545951f8ccd9bed498f8,نه فقط نوشته بود داره تیکه میندازه ننوشته بود معنیش چیه😂 زیادم بد نیست،‌ سانسور صدا سیماییه اینا دیگه,0,1
fas_661dc3e0cd106dc6b55c2a85d0e3979a,گور بابای مهاجرت  من اشک شوق رو تو وطن خودم میخوام...,0,1
fas_6734516e57238c2cbe68a8d00a425177,من مخالف سانسور حقیقتم، مشروطه خواهم و هدفی جز نجات ایران ندارم. حال شما با دروغ اومدی چیو ثابت کنی!؟,0,1
fas_674578459f45df4e904cb1daadea10ae,وزیر علوم:  تحقیقات شاهدمحور به ما ضرورت پایان سیاست «فیلترینگ» و ناکارامدی مقابله سخت افزاری با «بدحجابی» را اعلام کرده   ناکامی یک سیاست به خودی خود اشتباه و عار نیست، اصرار بر سیاست ناکام، عار و نادرست است/هم میهن,0,1
fas_6af728decd88efea7087c3616b3c6fe7,یه دیالوگ داره گیم اف ترونز میگه اگه میخوای رهبر بشی یاد بگیر اول پیروی کنی,0,1
fas_6e49293f7bad2b1f5838c2eb5a0d4814,خوشبختانه شوهره بهش وکالت طلاق داده. امیدوارم همین روزا راحت بشه,0,1
fas_6ef73ccee398657a722f5d9ea1c9f1d1,با گشت ارشاد میان می برن شما را کنار حوری و قلیان. تا نکنی ول کن نیستن. یا قلیان خانم ها پاره نکنه :)))),0,1
fas_712d14f1433f4016f70c5f66be896267,خوب بسلامتی این اعتراضات تموم شد رفع فیلترینگ تو دستور کارتون بزارید,0,1
fas_7133469c12249ced88fcef44fd20c3da,فکر میکنند دادسرای کارکنان دولت آیین دادرسیش جداست اعلام وکالت رو گفت باید قاضی دستور بده,0,1
fas_7618e3383fe01d5764f22f93172db795,با رفع فیلتر گسترده، حکمرانی جمهوری اسلامی در فضای مجازی با چالش‌های جدیدی روبه‌رو خواهد شد. واتس‌اپ و سرویس‌های مشابه از ابتدا تهدید جدی محسوب نمی‌شدند و فیلترینگ آن‌ها در سال‌های اخیر بیشتر با هدف محدود کردن ارتباطات در زمان اوج جنبش #زن_زندگی_آزادی صورت گرفت. در همان دوره، دامنه فیلترینگ حتی […],0,1
fas_766ab64ebbd86a8386680bcaf7f052e7,کمتر رهبری را در عرصه ی جهانی می‌توان یافت که در سبک زندگی فردی خود مانند رهبر انقلاب باشد ..‌‌‌,0,1
fas_772766dbb8e5ff3334d374ff3efbe001,اولین گل هدیه به شهدای شاه چراغ رو فعلا  از طارمی قورت بده؛ مزدور!,0,1
fas_79861336c48d783ae78dbca46c1c06df,تازه حتی تو خواب و رویا هم ذهن یه چیزایی رو سانسور میکنه :),0,1
fas_799e017e4afd836370ec394573d57ec5,مامورهای گشت ارشاد میگی هموطن کردتو انداختن تو ون توهین کردن بهش کشتن,0,1
fas_7a72417764c61d80a06c985f59637c30,اینجا باید با سانسور حرف بزنم راحت نیستم,0,1
fas_7ec86eeba432e99900ea9ac1058e44d1,سانسور همان چیزی را که نهی می‌کند، به فریاد بلند اعلام می‌کند.  📕 سقوط,0,1
fas_7fe2fa03a06af1a8a724fea8fdff354f,این جاکشه مفنگی در حد پرسپولیس نیس، بنظرم باید ردش کنن حقیقی رو بگیرن آخر فصل لااقل ازین بهتره.,0,1
fas_803f6a08c8d207016adadc5b5e08ca91,عجب، جوری نگاشتید گویی در سواحل خلیج فارس یا کاسپین هستید، چرا عکس شمایی که در خارج هستید باید دیگری کفری کنه؟,0,1
fas_83ca4ed463409962ff141f3551f2db5d,معلوم شد به تعداد کاربرها قانون وجود داره برای چی رو با دست بخوریم :) قانون من اینه که یا ساندویچ باشه یا بشه با دو انگشت گرفتش و دستت خیس و کثیف نشه مثل کتلت یا سوخاری.,0,1
fas_854d887e2da8ef13f8932bc6d4725866,بلوچ نبوده چرا میخواید افغانستانی بودنش رو سانسور کنید؟ چه فرقی میکنه کجایی باشه؟,0,1
fas_8635c42093bbe77e171f7511dfe3c03e,مطمئنم دارن یه ماله‌ای میکشن و میگن اصلا روش از پا درآوردن آخوند همینه. اینا دلیلشون برای عاشق ترامپ بودن هیچ ربطی به آخوند و آزادی بیان و فلان نداشت و نداره.,0,1
fas_86bb9f81d1d96514144fd58c7b427e26,از «آخ جون دانشجو شدم» رسیدم به «سگ بشاشه سر در این خراب شده کی تموم میشه راحت شم»,0,1
fas_86bc0083e0d2317c47ae6544fb43084b,میدونی بدترین حس چیه؟ اینکه همش احساس کنی کم بودی همه جوره تلاش کنی و همه چیزو فراهم کنی بازم خواسته نشی عذاب اونجاس که مرتب با خودت تکرار میکنی مگه من چی کم داشتم مشکلم چی بود؟ کجا اشتباه کردم؟,0,1
fas_87be1d97c45202f34cfaeb4c8113803d,توی سریال خاتون هم میرعظیم به گلی میگه قربون چشمات که توش غمه  البته دقیقا دیالوگ رو یادم نیست همینه یا نه,0,1
fas_883883676feabe2ce7a8546e58fc88c0,قربون دهنت.  مجاهد کورکور رو اعدام کردن، یک زن رو به خاطر قاچاق مواد مخدر اعدام کردن در حالیکه واضح بود بی‌گناه. کلا تو سال ٢٠٢۴ مثل برگ درخت آدما رو انداختن، ندیدم اینجا کسی چیزی بگه. الان یادشون افتاده ایرانی هم وجود داره.,0,1
fas_8aa4e437b01edf272b636c42990fd38b,درسته. قضیه سانسور و آزادی بیان هم خیلی مهمه.,0,1
fas_8bd91c74d76afaf0f889042416791f0d,واقعاً جالبه اونهایی که از ۵ تا کلمه فارسی، ۶ تاش و انگلیسی میگن، حالا برای اسم خلیج «فارس» اینقدر غیرتی میشن! فقط بگو چطور غیرتت اجازه میده «زبان فارسی» و خراب کنی؟ مِی بی اینجوی میکنین رویین کردن پِرشن لنگوئِیجو؟,0,1
fas_8fadfd44af45be922fa6c381a7662370,ما مردم خودمونیم که آدمای آشغال و آش و لاش رو به یه جاهایی میرسونیم که دیگه پایین اومدنی نیستن. از سیاستمدارا گرفته تا سلبریدی ها! خدایی این آرام جوینده اصلا تا دیروز کسی نمیدونست کیه الان پیجش چهار و نیم میلیون فالوور داره! یعنی تقریبا به اندازه پیج رسمی تیم استقلال!,0,1
fas_90e129c77104b8bbb822519a4e400c52,همین مسئول فیلترینگ رو بکنید رئیس بانک مرکزی کل اختلاس های مملکت صفر میشه انقدر که کارش خوب داره انجام میده,0,1
fas_9217b3e6d404734f4d9b87cf1f622d50,بخاطر اینکه وقتی محجبه شدم از تمام مهمونی هاو دورهمی های خانوادگی خط خوردم .دوست؟!دیگه دوستی هم ندارم🥲,0,1
fas_963910bac8f89abe689fa95495f94eb0,مجبورم حاجی میگن میخواد فیلترینگ واتساپ دائمی بشه بعدم میخوام یسری چیزا دانلود کنم ک تحریمه خلاصه اعصابم خرده,0,1
fas_969486f317c765fa502bf216ac63bf22,کسی تمایل داره بازی پرسپولیس -استقلال رو دسته جمعی ببینیم؟  بازی فردا ساعت ۳ ظهر بوقت هلند هست و احتمالا آمستردام یا اوترخت جمع بشیم.,0,1
fas_9d43da5a8a0bed35dbb20902acefeb85,امضای برجام یعنی ۲۰سال اضافه شدن به عمر حکومت این عوضیها,0,1
fas_9e78ebe1973aeee201b60cf2c3ebdb1a,دیشب تو بازار تجریش یه دختره اسم عطرمو پرسید و تو گوشیش نوشت  خیلی ذوق کردم😍,0,1
fas_9fe71886d24f776a98ef75f617430ca3,باید رسانه ای بشه شما کوتاه نیاید و دنبال شفافیت کامل باشید ما دانشجو ها پشتتیم,0,1
fas_a356ff1b8872078c196fa44511a675e9,۲/۲اقلیت‌های قومی در دوران قطع اینترنت به‌شدت در انزوا قرار می‌گیرند. 🔗برای دریافت آموزش کامل و اطلاعات بیشتر درباره پروتکل قطع اینترنت، به وبسایت ما مراجعه کنید:,0,1
fas_a5cf398ed3035f9ff6dfc9ef77700f71,تو اون کتاب مدیریت خانواده و سبک زندگی ویژه پسران چیا گفته میشه بگی کنجکاوم.....ببینم مث مال دخترت کصشر توشه یا نه,0,1
fas_a8c419927b2e9d7accf10a1b0ca4e18d,"برای جوونایی که برنامشون از ""مهاجرت"" به ""پس گرفتن وطن"" تغییر کرد",0,1
fas_ab46b2ebc8bdc560a59e9c737dfb72bf,واقعا عزل رییس پلیس و جمع کردن گشت ارشاد اینقدر براتون سخته که اینجوری افتادید به جون ملت؟,0,1
fas_acac2d13c1391c6eba2160df57ed459a,مردی که توانایی وکالت دادن نداره چطور اصلا صلاحیت ازدواج داره؟!,0,1
fas_adb4f89ba0cdfbca5f8cbb0ea80a33c5,اینکه با رفیقت احساس و تجربه مشترک داشته باشی باعث میشه جرئت کنی پیشش خودتو سانسور نکنی.  هیچ لذتی بالاتر از این نیست!,0,1
fas_b339755c5538b1fab764c565432f8743,اولین بازی اسکوچیچ بدون جادوگر منجر به باخت شد .  کم کم دارن یه کاری میکنن که به این چیزا معتقد بشم,0,1
fas_b4e0c32bfb86d5efd706b2aeb41d5ba0,صبح چهارشنبه جمهوري اسلامی ۳ نفر ديگر را اعدام كرد.#شاهین_وصاف هم به اتهام جاسوسی برای اسرائیل،با وجود نقض حکم،همچنان در فهرست افراد در معرض اعدام است.آقایان وکیل و مدافع حقوق بشر؛  کاوه شهروز و‌کامبیز غفوری و دیگر ترمزان براندازی، هنوز با توهم دموکراسی با تز خمینیسم، دست در دست ارتجاع….,0,1
fas_b768c5b8cc502c8621d7b2570c4ae554,کشتن علی کریمی اسرافه و هیچ اتفاق خاصی نمی افته جز سر دادن چهارتا شعار توسط هواداران پرسپولیس روی سکوها  انقلاب_سلیطه_ها,0,1
fas_b7f9f56994a94244dbf21125595b90e4,نتیجه جلسه سی دقیقه ایی و پر محتوای پارلمان :ماشین گشت ارشاد و چهار بزغاله رو تحریم کرد ،ننگ بر شما,0,1
fas_bbabdfb437e36a6e3ae919c117cdce9f,برای همه کتابایی که سانسور شدند و چاپ نشدن:),0,1
fas_bde35f57ab6c9b3f5cf036bdaa3e9e5a,کم کم میرن به اون سمت که حجاب و سگ گردانی و... همه چس آزاد ما هم هستیم اون گوشه نفتمون رو میدزدیم!!,0,1
fas_c8adb75acedac2f2d20a11598b41869c,خبر کشته شدن دانشجوی دانشگاه تهران و اعتراض‌ها در کوی دانشگاه حدود ۲۵ سال بعد از تیر ۷۸ خیلی دردناکه. انگار که دراما از نسلی به نسل بعد منتقل می‌شه، و نیازها اولیه‌تر. از اعتراض برای آزادی بیان تا اعتراض برای تامین امنیت جانی در زندگی روزمره.,0,1
fas_c9381517075cdb7e4962937c5bce1093,دقیقا ،خودم سرباز زندان بودم دیدم چه جوونایی داخل بودن سر مهریه لای دزد و قاچاقچیا,0,1
fas_cab778ceb84249ee2b4f1cdc750c180e,به دیالوگ شنیدم که میگفت: «هر بار که بخشیدمت، از اونور از دوست داشتنم کم شد» و من چقدر این جمله رو درک میکنم:),0,1
fas_d156227429db01a3711a04fe916d84c3,پیش‌تر نیز، در ۱۸ آذرماه معاون اجرایی رئیس‌جمهوراعلام کرد: «به دلیل مخالفت اکثریت اعضای شورای عالی فضای مجازی وعده انتخاباتی پزشکیان برای رفع فیلترینگ اجرایی نخواهد شد.»   خبرهای منتشرشده پیرامون رفع فیلترینگ  مبهم، تکراری و بدون اقدام عملی مشخص است و به نظر می‌رسد حرف تازه‌ای در این زمینه وجود ندارد.,0,1
fas_d1d6f732b3763259c3075c1a897edf67,اسم افراد رو سانسور کن لطفا,0,1
fas_d2235b90028700119a585b844fff310e,گلریزون نکردین که🤣دانشجو پولش کجا بود دلار بخره.نزدیکه عیده دارن رضایت ملی گدایی میکنن,0,1
fas_d33ce2cd58d3909327ddf31c05b5e725,گوه خوردن. این کار خودشون ،اصلاح طلبان، مشکل فقط گشت ارشاد نیست  .این آخرین پیام. هدف کل نظام,0,1
fas_d54bbe84a0b7e0881259366725c4e434,سلمان رشدی با ۱۵ ضربه ی چاقو مضروب شد,0,1
fas_d67dddc797529d8a3e676e438a31f3a5,یه حرفی سخنی چیزی درباره گشت ارشاد داعش صفت نمیفرمایید استاد؟,0,1
fas_d6a81950268718f265465bcb891431df,از توییتر به اینجا مهاجرت کردم که راحت حرف بزنم و بدون سانسور. حالا اما حس می‌کنم رنج بی‌مخاطب بودن برام پررنگ‌تر از قضاوت شدنه.,0,1
fas_d773e9bf4da499fbeebf7165abf5f84c,دلم همچنان روزگار دانشجویی میخواهد. هوایش بدجور‌ به سرم زده است. روز دانشجو مبارک❤️,0,1
fas_d7e1e83b3fe71ae4bd3c6c817283baca,گفتند گناه، انحراف و خلاف را قضاوت_نکنید، تا بعد از سکوتتان، خودشان شروع کنند به تمسخر و نکوهش حلال، ثواب و صواب شما!,0,1
fas_dcf630bba2fbcdde6e2502738c488974,بعد میگن چرا برامدگی گوشو سانسور می کنن😂,0,1
fas_e21d20d9673aafd82853d35983b058e4,:))) از اون بدتر میگن چرا اینا لایک میزنن. خوب لامصب داریم دیالوگ میکنیم. شما هم دوست داری بیا صحبت کنیم.,0,1
fas_e4e4809ad985f32051afea428d27a503,گشت ارشاد نمیدونست مهسا امینی یه ایران خواهر برادر داشت,0,1
fas_e4f4bbdc272eb055ef167ce9de84e5ab,تویی که شصت سال صبر کردی پرسپولیس قهرمان آسیا بشه و پاش موندی ... یه چند روزم مرغ و روغن نخر بلکه ارزون بشه  دیسبک_سنگین,0,1
fas_e60b29259f2c99264b4b456feeb19a7c,خیر اولا ون برای گشت ارشاد نیست برای نیرو انتظامی دوما خانوم از پنجره ون آویزون شده تا شوهر رو نبرن که میفته,0,1
fas_e6b631cf97bf9b2f7e73109f31fd7b02,ما گوه خور نمیخوایم برو بگرد تو گشت ارشاد اونا گوه خور لازمن,0,1
fas_e7fe0dbf17005f6ef018d64de92dfafc,درد بلاب علی کریمی بخوره تو سر همشون.میترسن تمام اموالشون مصادره کنن😑,0,1
fas_eb2cdee6763232ab5820db609b6e4f58,اون داعشی ها رم ما با گشت ارشاد فعال کردیم. پس گشت ارشاد کشور رو به یه دوراهی مرگ کشونده.,0,1
fas_f023b59ea1c8014b59deb39b3b8ed0b0,خیریه بهنام دهش‌پور/ درمان بیماران سرطانی، بیمارستان شهدای تجریش,0,1
fas_f3bfcb97cda59f858045dcc648d7947f,یکی از چندش ترین مخلوقات بشر، این آقایونی هستن که صب تا شب با پارتنرشون دو تا دیالوگ ندارن ولییییی تو جمع دوستهای پارتنرش، زبون باز میکنه و دلقک و عنتر منتر مجلسه,0,1
fas_f44ff6871e1bd9768447caa9e28b0b6e,بهتر، خیلی چیز وحشتناکی بود، اون موقع قانون درست درمونی نداشت اینترنت، به همه چی راحت دسترسی داشتن همه,0,1
fas_f4869e7677a2710fe3adaf24342098d2,بی وطن تو دیگه حرف از وطن نزن وطن فروش سلبریتی دیوث وطن فروش,0,1
fas_f76b8295b487927d705280435626c07a,از اونجایی که من نظرمو در موردتون گفتم حالا شما بگید راحت بدون سانسور جاج فحش و این چیزا ام آزاده,0,1
fas_faa57d5a26c4017f6c28ff5e99522c85,درج کتاب پته خزانه شود برای غنامندی سبک زندگی اوغانها,0,1
fas_fecc32fd022686b32d679457a3276852,"در ویدیویی که کردپا منتشر کرده است همسر آقای حسین نژاد خطاب به نیروهای انتظامی فریاد می زند که ""مردم را بی گناه بی گناه اعدام می کنید؟ مدرکتان چیست؟ مدرکتان را نشان دهید. شوهرم را چرا بی گناه اعدام می کنید؟ نمیرم، نمیرم، نمیرم، باید نشان بدهید ببینم مدرکتان چیست.",0,1
