id,text,lack_of_empathy_pred,lack_of_empathy_gold
fas_6ef73ccee398657a722f5d9ea1c9f1d1,با گشت ارشاد میان می برن شما را کنار حوری و قلیان. تا نکنی ول کن نیستن. یا قلیان خانم ها پاره نکنه :)))),0,1
fas_73eb50e0fbfb1bf9ebb836c8d3b4e290,اتهام محاربه بابت آتش زدن یک سطل آشغال؟  بعد اتهام آن کسی که در نازی‌آباد گلوله به سمت معترض کتک خورده، شلیک کرد چه هست؟,0,1
fas_772766dbb8e5ff3334d374ff3efbe001,اولین گل هدیه به شهدای شاه چراغ رو فعلا  از طارمی قورت بده؛ مزدور!,0,1
fas_780ea81b15da91cfa90dd967defad03e,دانشجو اگر شخصیت علمی داره چرا با بد دهنی و الفاظ ناپسندانه و هتک حرمت ، هرزگیشو ثابت کنه .,0,1
fas_787491592892a45222409e9950c1e83b,یادش بخیر ترامپ یه چی‌میدونست با هل فایر زد قاسمو پودر کرد,0,1
fas_7a5a9b9dff6212f33b5db00a6127e850,آخوند کشون مشهد ترور نبود  عملیات نظامی ویژه برای نازی زدایی حرم بود,0,1
fas_803f6a08c8d207016adadc5b5e08ca91,عجب، جوری نگاشتید گویی در سواحل خلیج فارس یا کاسپین هستید، چرا عکس شمایی که در خارج هستید باید دیگری کفری کنه؟,0,1
fas_805964f6a58d9dbba35c07967e92a27c,اگه همون‌قدر که رو فیلترینگ حساسیت داشتین ،جلو زنا رو میگرفتین اینهمه بسیجی و سرکوبگر تو خیابون نبود.,0,1
fas_8087a831c75594c4ac91fe478bfe8410,آخه اسکول مشکل مگه فقط حجاب دخترهاست . تو خودت آمریکا چکار میکنی چرا نمیایی ایران تو که مشکل حجاب نداری,0,1
fas_82ec3df84242decb698aa870616529a2,پارک دانشجو پر معتاد و ترنس یا پیرمرد ما ادم عادی ندیدیم😔,0,1
fas_83a3f1ea31d3f9d99bc70bb57e90c14a,نمیدونم چرا از این اینفلوئنسرهای حجابی گرل ها بدم میاد ، نه به خاطر اینکه حجاب دارن ها به خاطر اینکه ادایی هستن و همش شو آف😒,0,1
fas_8646fdbabd8635ba0a05e88b0ae564fc,و دیگه نمیشد برای چندین دهه، برای ملت ایران روضهٔ عدم آزادی بیان روشنفکران و شاعران در زمان ساواک خواند!,0,1
fas_8679cf4c77e2cf471f20d9821bea20a7,طبق نظر بزگان اختلاس و رانت و پولشویی حرام نیست ؟؟؟؟؟بخندم یا گریه کنم به این حماقت،انگار دارن با بچه ۵ساله حرف میزنن,0,1
fas_88a2e5ecd2b860e557311ee4d01491ac,یارو فک و فامیلش لابد از این گشت ارشادی فاطی کاماندو‌. از ترس تو گونی رفتن,0,1
fas_8be27297caf3352cbe2cb3269812af8e,اونجوری میشد پارک فرزندآوری که :)),0,1
fas_95abc490555f19bcb59666517ea7cb10,زن چرا اعصاب نداری؟ منظورم مذمت حجاب، خصوصا روی موی فر کوتاه بود. :)))),0,1
fas_9717889c9dd3d2c6726016e23e6aa415,"پس این همه شعار  ""لال شود زبانی که بعد از سردار حرف از ترور بزند""  کجا رفت؟",0,1
fas_97614af0d8f6d06b9061c2255aced881,با گشت ارشاد موافق نیستم اما کار اینا خشونت علیه زنان با گستاخی تمامه!,0,1
fas_99615601d189f0387db8e5a22d2f58c1,نمیدونم تاسیان رو دیدین یا نه، درسته قرار بود یه درام عاشقانه باشه، ولی تو بطن فیلم که میری نشون میده که کیا و چطوری این مملکت و گا عظما دادن که جمشید نجاتهایی که برای ایرانمون زحمت کشیدن بی گناه فنا شدن و چه دکتر رجب زاده های حرومزاده ای باعث به فنا رفتن جوونای شکم سیرو بی عقل شدن، حیف واقعا حیف ..,0,1
fas_9be7213563c974b5c385be10b65267f8,🔴وضعیت جسمانی مطلب_احمدیان که تحت شکنجه جلادان جمهوری اسلامی در زندان اوین قرار دارد، شدیدا وخیم گزارش شده است  مطلب به دنبال شکنجه‌های جمهوری اسلامی مبتلا به بیماری‌های متعددی از جمله زخم اثنی‌عشری، عفونت بیضه، دیسک کمر و مشکلات گوارشی، پارگی دیافراگم شده است و در شرایط جسمانی خطرناکی به سر میبرد. ۱/,0,1
fas_9c8d517926c6a8ce5cc275021fd9dfc6,گوزو تو اصلا میدونی معنی استقلال ذهنی چیه؟؟ حداقل تو از استقلال ذهنی حرف نزن,0,1
fas_9eeee400daf3e797a1d8c71732b96e1f,دوستان من به آزادی بیان اعتقاد دارم پس اگه عرزشی هستین راحت بیاین تو منشن ها اعلام کنین یه کاریتون داشتم 😊🌹,0,1
fas_a0f9bd5335f84613ee54687082f24f89,جمهوری اسلامی سر حجاب کوتاه آمده است؟ جمهوری اسلامی طرفداران اجرای قانون عفاف را جمع کرد و مثل سگ در بیابان ول کرد.  در برنامه امشب ۳۰ دقیقه بلسک,0,1
fas_a28ec219812f78ea227221aa44334c17,قیافه بازیکنای استقلال مثه اعضای کمیسیون طرح صیانته. یکی از اون یکی کیری‌تر.,0,1
fas_a54496f0f55f3a08474b99b3964f54a9,اغا تو چنلای استقلال گذاشته بودن وگرنه منم مث شما بیخبر,0,1
fas_a78f5d19723d3e402546f1aae28d3ddd,دست ترامپ را بخاطر این حرکتش میبوسم. شما حق استفاده از برنامه ای که فیلترکردید را ندارید    از توییتر گمشید,0,1
fas_a9ada1ff9d20c505007050acac0546ba,باتوم و کتک مفصل تو ون گشت ارشاد و اینا رو توییت کردن بزرگوار,0,1
fas_ad3915eb7d5a3ad22146dc8b49c53da0,اخه توی ساندیسی چه گوهی تو زندگیت شدی که ما شدیم دانشجو نما,0,1
fas_aea47130902d4ad2281554f68f67c76c,ببین پوتین ترامپ نیست هااا سانسورش کنید یک فوت کنه 7 جد و آباتون جیق میکشن خلاصه از ما گفتن حقیقت رو بگید تبه کار ها,0,1
fas_b168804eb0be8f7f6d2e6f37687a2346,بهت قول میدم خودم برات گودبای پارتی بگیرم وقتی رفتی تو گونی. تفاله  گودبای پارتی دوست داره.,0,1
fas_b424d4029ae508f9b81720f051535183,خدا هم پشيمان از آفرينش قاسم کتلت بود ! چون از دستش در رفته بود ! تا اينکه ترامپ فرستاد سراغش !,0,1
fas_c16d6d678eea2630a76a8b28bc360cbe,تتلو:شاید چندتا دختر بی حجاب با من عکس گرفته باشن ولی من نماز میخوندم و سجده هام طولانی بودن  من ریدم تو خودتو سجده هات,0,1
fas_c4c75b38b9fd1706bb61e10ee28860a5,کی دیگه استقلال میخواد گل بزنه ده تا موقعیت را خراب کردن,0,1
fas_c6119b65c065cdfa368311cb827354f4,دلم واسه دانشجو های رشته حسابداری میسوزه فک کن چهارسال درس بخونی آخرم هیچی از رو حساب کتاب نباشه,0,1
fas_c8487419cbe93a3d22ca8467f182e4af,سریال گودال یه دیالوگ معروف و پرتکرار داشت که میگفت : سرمون سلامت ما بمیریمم ، نمیمیریم .....,0,1
fas_c96a65290309d42581727dca7c9e0eae,بسه دلقک بسه برو بشین سر درس و مشقت به تو نیومده برای بچه‌های انقلاب لکچر بدی چه دانشجو چه غیر دانشجو,0,1
fas_d5d5da008ef1cdf527e829c1ab7e0e7a,خیلی غصه‌ داشت قصه این بچه. دانشجو که بودم تمرین تیم دانسگاه دیروقت تموم میشد. التماس حراست رو هم که میکردی نمیذاشت از در طرشت بری تو که از در آزادی بیای بیرون. حاضر بودن دانشجو بره تو کوچه‌های تاریک طرشت اون ساعت. خفت‌گیری و آزار جنسی و غیره هم بی‌اهمیت. از تک‌تکشون انتقام میگیرم یه روز.,0,1
fas_d7236f54f741c2319d9fa4a66399be83,برای برادرم کە در خارج از مرزهای ایران ترور کردین و برادر دیگرم کە سالها زندانی و شکنجە کردین   #مهسا__امینی,0,1
fas_d96d746326c4e7d31c66f362d23176f9,همون اعدام خوبه تمام میشه میره,0,1
fas_da937cb05981e9ea5107eaf15ea4c699,هیچوقت با اینایی که ننه هاشون تو گشت ارشاد کار میکنن دعوا نکنید,0,1
fas_db5d7e5a498f3bb233a0eda8c3978b88,استقلال رو نبینیم بهتر ازینه ک اینطوری اعصابمون خورد بشه,0,1
fas_dd99f1a501b4346f38ba162b4eb95305,بشین تا اعدامش کنن😏😏😏 مگه سلطان سکه و سلطان قیر رو اعدام کردن؟!مگه شهرام جزایری و بابک زنجانی و متهم چای دبش و کاظم صدیقی و سردار حاجی زاده رو اعدام کردن؟!مگه یاسین رامین رو اعدام کردن؟!تازه میارنشون تلویزیون باهاشون مصاحبه هم می‌کنن!,0,1
fas_ddfc8687f8e1fb23deca74c5ce44d833,تشدید روند صدور احکام اعدام در جمهوری اسلامی؛ ادامه بلاتکلیفی متهمان بچه‌‌های اکباتان,0,1
fas_de56e372630f0e70c967010734c73c46,حاجی مواظب خودت باش چونکه ممکنه تو توی لیست ترور باشی و بخان مثل نادر بکشنت.,0,1
fas_e2eb5bda38057c54d2cc6310d719e18f,دکتر ی جوری تحویلمون گرفته که میخام دفعه بعد رفتم ی گونی پسته ببرم براش.,0,1
fas_e81406e46aeb7e1fb3b704af767450a7,آخوند بايد گم بشه . لعن ونفرين برتمام اركان نظام مقدس سرتا ته ترور و جنايت و فساد و دزدي و اختلاس #گشت_کشتار #مهسا_امینی,0,1
fas_ee5e60cfd17d541c8451cb3fc861ae66,#مهسا_امینی #OpIran برای همه ادم هایی که اعدام کردین به ناحق,0,1
fas_f13258f3cf38373f410e260f47786180,ملت به زن مسلمون محجبه که فشن رو فالو کنه فحش میدن واسه میریم و شانی خانم که جای حجاب کلاه گیس میذارن ولی همون کارا رو میکنند اکلیلی میشن. جدی فرقشون مگه چیه؟,0,1
fas_f78e6f4214d23948102e61e32e812cb4,همه این حرفها رو محض رضای ایران رها کنید و روی یک چیز متمرکز بشیم ؛ آخوند کشی و رفراندوم,0,1
fas_fa5cf833d6d572d6d7c855582b4a89ad,مموتی طور جواب نده بچه کونی. ترامپ که زد شاش قاسم را کتلت کرد. حالا بگو ببینم مستعان ۱۱۰ کجاست بچه فاکتوری,0,1
fas_fb7096ebc3b3096953a49e583c2e1619,همه کاراشو خودم کردم، مسلطم، ولی از ارائه بدم میاد حمیدرضا، اونم جلو این دولتیا، باید حجاب بپوشم و ...,0,1
fas_fe95e1a5df4ac7a0287bc8ea3f0e350b,دوباره اعدام نکنید راه انداختند. کصخلی چیزی هستین؟,0,1
fas_ffbcb716b38ddadca38cd37306942e81,ای وای نه! طبق تجربه شخصی میگم اگه بد بشه، حجاب بدترش می‌کنه. من یه مدت شبیه کلم بروکلی بزرگی بودم که سلیفون کشیدن سرش.  😭🤦🏻‍♀️,0,1
