id,text,extreme_language_pred,extreme_language_gold
fas_5dd4e6ea7c8005f6357316dcd6930a9a,اون موقعی نسوخت که با حرومزادگی تموم توی چشم ملت نگاه میکردن میگفتن گشت ارشاد نداریم که گشت ارشاد جمع شده,1,1
fas_62580d802c324a5b8c15b71b8e6cf723,پیشنهاد میدم با گونی خوابیدن رو تمرین کنی مزدور بی جیره و مواجب,1,1
fas_6377b66fe8dc59e370c2c8a94cfd4650,مسخره تر از برجام درتاریخ دنیا نیست حال آدم بهم میخورد ازاسمش,1,1
fas_6526e58446bb17f6cb555652b90efce6,از اینایی که میان زیر توییتا میگن نگو استقلال بگو کیسه کسشرتر هم داریم ؟؟!,1,1
fas_68ec295b90f9c17f670f5012b2dfaca8,بعد بی شرف ها فقط صحبت از نقض حقوق زنان در ایران می کنند!,1,1
fas_6a9dd09b1e31b81803c2d06fd5bb44ee,تو تهران هم انگار برای زنان عابر پیاده مسیج حجاب می‌فرستن. تکنولوژیش رو اینجا هم آوردن. لعنت بهتون. چقدر تن ما رو لرزوندید تو این زندگی.,1,1
fas_6ea512d7bc73973b8bdecfe962e73844,حتی اگه انقلاب هم نشه دیگه گشت ارشاد تخم اینکه بخواد دخترامونو رو بگیره نداره:))))),1,1
fas_70499b9e1b9fcae876e64a2cf89ab3ea,بله، انقلاب ۵۷  و “همگانی بودن” اش را رافضی‌ های فرصت‌طلب از پدران ما دزدیدند اما نسل ما آن را پس گرفت و تبدیل اش کرد به جنبش سبز و «مرگ بر اصل ولایت فقیه» و «استقلال، آزادی، جمهوری ایرانی» که همچنان هم یک خواست عمومی است.,1,1
fas_711b7e581a52c79f964651c5625dc715,وزارت اطلاعات اگه عرضه داشت گروهک تروریستی نمیومد تو زاهدان کلانتری بگیره گرفتن دوتا دانشجو بی ازار که بیانیه نمیخواد,1,1
fas_7252fa0c2651daf7506667e6bb699a55,حتی اصلا بهش نمیاد دانشجو باشه احتمالا از پرستوهای هرزه آخوندی باش.,1,1
fas_767dc2ba759dca8d65d1b17fb99336c4,امام خمینی اول انقلاب کرد بعد رفراندوم گذاشت. اگر عرضه دارید اول انقلاب کنید بعد رفراندوم بذارید,1,1
fas_772766dbb8e5ff3334d374ff3efbe001,اولین گل هدیه به شهدای شاه چراغ رو فعلا  از طارمی قورت بده؛ مزدور!,1,1
fas_780ea81b15da91cfa90dd967defad03e,دانشجو اگر شخصیت علمی داره چرا با بد دهنی و الفاظ ناپسندانه و هتک حرمت ، هرزگیشو ثابت کنه .,1,1
fas_793a429f8bd99786d93a0b037bf24fb2,آره خمینی هم میخواست برجام امضا نشه که گفت بکشیدش,1,1
fas_7ab57416ca60f861f9728638ad147b03,مبادا زیر کلمات مقدّس «وحدت ملّی و انسجام و چسبندگی اجتماعی»، رسالات کشف، معرّفی و حذف نفوذی‌ها و انهدام #شبکه_نفوذ فراموش شوند؛ طی دوران آتش‌بس هم جنگ ادامه دارد ولی توسّط پیاده‌نظام آمریکایی-صهیونی داخلی. طی دوازده‌روز جنگ تحمیلی صهیونی، بعضی منادیان همبستگی، مشغول ترور جبهه‌ی انقلاب بوده‌اند و خواهند بود.,1,1
fas_7e4d190d15fabc76523fadcb2a605ccf,خدا کنه ته دروغش مثل رفتن مسی از اب درنیاد که هی میگفتن تمدید میکنیم میکنیم اخرش تر زدن,1,1
fas_8087a831c75594c4ac91fe478bfe8410,آخه اسکول مشکل مگه فقط حجاب دخترهاست . تو خودت آمریکا چکار میکنی چرا نمیایی ایران تو که مشکل حجاب نداری,1,1
fas_80aae75492e3aa3366e680cf0d51e604,ضدّ ملّی جهت حقنه کردن نگاه‌های سیاست‌زده و حزبی اصلاح‌طلبان و بستری برای نمایش نسخه‌هایی جدیدتر و کثیف‌تر سریال‌های ضدّ ایرانی تاسیان و آبان تبدیل کنند.,1,1
fas_833e010c5338d434c746af77900d828d,صرف تجاوز اسرائیل به ایران و ترور فرماندهان نظامی و دانشمندان هسته ای، و پاسخ بسیار ضعیف ایران به تجاوز آمریکا در فردو باعث ریزش ۳۰٪ در حامیان نظام جمهوری اسلامی میشه این واقعیتی بسیار جدی و خطرناک است این ریزش فقط با ساخت بمب_اتم بازسازی خواهد شد و اگر این اتفاق نیافته منجر به سقوط میشه,1,1
fas_85a792b08501775ba72bdd9273f86ed4,يعنى اين مى خواسته كسى را ترور كنه؟ عجب! كم مونده بنده خدا در بزنه بگه خانم هستين؟ آمدم بكشمتون,1,1
fas_8635c42093bbe77e171f7511dfe3c03e,مطمئنم دارن یه ماله‌ای میکشن و میگن اصلا روش از پا درآوردن آخوند همینه. اینا دلیلشون برای عاشق ترامپ بودن هیچ ربطی به آخوند و آزادی بیان و فلان نداشت و نداره.,1,1
fas_88a2e5ecd2b860e557311ee4d01491ac,یارو فک و فامیلش لابد از این گشت ارشادی فاطی کاماندو‌. از ترس تو گونی رفتن,1,1
fas_8eb607793e16750c88b9f25ba36d566a,اگه بفهمی چه جوری سلاح و مهمات به غزه ای که دور تا دور محاصره هست می فرستیم  مسلمانی ز سر گیری🤣,1,1
fas_8efe82d5afe7511fec5331628ccdd18a,برو آمریکا ببین چوب تو آستینت میکنند یا نه بعدش دوگانه نباش با حجاب بی حجاب همه ناموس کشورتند,1,1
fas_8f33420c7d128c8bf4eab15027b9df18,بد نی دیگه یه مشت رانت خوار فاسدن. مگر این مملکت. کم جوان بااستعداد داره یه مشت لمپن کار بدن,1,1
fas_8fadfd44af45be922fa6c381a7662370,ما مردم خودمونیم که آدمای آشغال و آش و لاش رو به یه جاهایی میرسونیم که دیگه پایین اومدنی نیستن. از سیاستمدارا گرفته تا سلبریدی ها! خدایی این آرام جوینده اصلا تا دیروز کسی نمیدونست کیه الان پیجش چهار و نیم میلیون فالوور داره! یعنی تقریبا به اندازه پیج رسمی تیم استقلال!,1,1
fas_903dfdec4a7196cc3ad4c06234704cf7,اگه فردا مسیح علینژاد بخاد حامی حقوق زنان تو ایران باشه من از همین الان هشتگ زدنو متوقف کنم,1,1
fas_90db5db36118ef5672d24b3ca3ef59ef,به جرم اقدام علیه امنیت نظام میکننش تو گونی سرشم میکنن زیر اب دیگه,1,1
fas_925796b7efe734f783ee150bae62d366,نه بزرگ اند نه شجاع و نه کسی ترسیده تو نمیتونی واقعیت را ببینی فعلا ک هر روز چند نفرشون را سگ کش میکنند تو گونی,1,1
fas_92ded4048adbd516eadf0f5c0b9a7f5a,اونا از اولشم چاقال رژیم بودن دوسال پیش هم یه مدت فیلترینگ گذاشتن رو پهنای باند سرورای خارجشون!,1,1
fas_94810a93620aca4d6d8aa47272021696,ترامپ هم گهی نبود کسکش هر روز التماس چلاق میکرد که بیا مذاکره کنیم شماره تلفن رو دادم به سفارت سوییس,1,1
fas_99615601d189f0387db8e5a22d2f58c1,نمیدونم تاسیان رو دیدین یا نه، درسته قرار بود یه درام عاشقانه باشه، ولی تو بطن فیلم که میری نشون میده که کیا و چطوری این مملکت و گا عظما دادن که جمشید نجاتهایی که برای ایرانمون زحمت کشیدن بی گناه فنا شدن و چه دکتر رجب زاده های حرومزاده ای باعث به فنا رفتن جوونای شکم سیرو بی عقل شدن، حیف واقعا حیف ..,1,1
fas_9a7651c4d0f648d0ef3da060d05232b0,تخم بابات نیستی اگه مصوبه گشت ارشاد و تاریخش نگذاری .تاکید می کنم تخم بابات نیستی,1,1
fas_9ab45baa294f3aac5b11da9d8c547422,هرچی اسهالطلبه برا ما ادم شدن تخم سگا‌. پس بگو مصی بیشرف این پولهایی رو که سر مصادره کردناش گیرش میاد کجاها خرج میکنه,1,1
fas_9be7213563c974b5c385be10b65267f8,🔴وضعیت جسمانی مطلب_احمدیان که تحت شکنجه جلادان جمهوری اسلامی در زندان اوین قرار دارد، شدیدا وخیم گزارش شده است  مطلب به دنبال شکنجه‌های جمهوری اسلامی مبتلا به بیماری‌های متعددی از جمله زخم اثنی‌عشری، عفونت بیضه، دیسک کمر و مشکلات گوارشی، پارگی دیافراگم شده است و در شرایط جسمانی خطرناکی به سر میبرد. ۱/,1,1
fas_9d43da5a8a0bed35dbb20902acefeb85,امضای برجام یعنی ۲۰سال اضافه شدن به عمر حکومت این عوضیها,1,1
fas_9d48a9fc14bf65d3b148820587fef417,از تجریش بیا تا ونک، یه حال دیگه‌ای میده,1,1
fas_a0f9bd5335f84613ee54687082f24f89,جمهوری اسلامی سر حجاب کوتاه آمده است؟ جمهوری اسلامی طرفداران اجرای قانون عفاف را جمع کرد و مثل سگ در بیابان ول کرد.  در برنامه امشب ۳۰ دقیقه بلسک,1,1
fas_a20c22e3ce11032bcfd811c53567612c,مگه همون خواهرای گشت ارشاد نیستن؟ فقط کشف حجاب کردن لجن‌ها,1,1
fas_a46b16362d57a8fc36ef95573b380c67,اگه یک کشورو میدادن دست من همه ی ثروتمندان رو اعدام میکردم هر کس که شیعه نبود رو اعدام میکردم فرصت میدادم در راه درست قرار بگیرن بی حجاب ها اعدام میکردم بگونه ای بعد از اعدام ثروتمندان کار ها رو بین ملت تقسیم میکردم بعدش دزدی رو اعدام میکردم کوچکترین فساد مسئولین رو هم که اعدام میکردم…,1,1
fas_a60e7f260c241bb3777af129d702caed,پدرسگ تو هنوز داری به مردم پیامک حجاب میدی,1,1
fas_a6a38368bb946f10b27a1ebeae8d0e59,مرسی از وطن عزیزم که برزخ ۲۰ تا ۳۰ سالمون رو به جهنم تبدیل کرده,1,1
fas_aa960851aaa21af790a4e2b45c8f17fc,بعد از ترور در شاهچراغ، ایذه و اصفهان، هرکس شعار زن، زندگی، آزادی میدهد تروریست و باعث ناامنی در ایران است.    #فتنه ی_فاحشه_ها,1,1
fas_afd689ac553fe211cfdfdffffbb6c318,مذهبی های معمولی نه ولی عرزشیا و چپ ها و آخوندا باید سرکوب شن چون علنا دشمن ایران و ایرانی ان  آزادی بیان به نظر من مال کسیه که داره انتقاد می‌کنه و دنبال اصلاحه ، نه مال کسی که کلا می‌خواد سر به تن کشور و حاکمش و مردمش نباشه  الان به طور مثال من مجازم به پدر و مادر خدابیامرز تو توهین کنم؟!,1,1
fas_b150fb0410424733a92ad0283e4d77b8,متاسفانه برخلاف ایران همه جای دنیا آزادی بیان هست. این کثافتا هم از این استفاده میکنن,1,1
fas_b168804eb0be8f7f6d2e6f37687a2346,بهت قول میدم خودم برات گودبای پارتی بگیرم وقتی رفتی تو گونی. تفاله  گودبای پارتی دوست داره.,1,1
fas_b3b01da3c1a84b9faa80c75c9513808d,یعنی واقلا باید رید تو مغزت جاهل الاغ پره مواضع احمدی نژاد درمورد گشت ارشاد,1,1
fas_b3f5b448d55abffe363c1cb493dad256,اگه زیادید پس چرا تا اسم رفراندوم می آد همه تون از ترس می شاشید به خودتون,1,1
fas_b6c660b1d7cea75bb099871ccdb47a81,این بایدن کثیف مارو یاد ۵۷ نمیندازه؟ کاش ترامپ بود.....!,1,1
fas_b8ebba6dba96ab061293f560ef723db3,-که کسب‌و‌کارش، توهین به مقدّسات و لجن‌مال کردن سبک زندگی ایرانیان است- پیرو «اباحه‌گری فرهنگی به جای مدیریت فرهنگی» از جانب مدیران کم‌توان یا بعضاً نفوذی و به تبعش، «فتح سنگر به سنگر فرهنگی» توسّط دشمنان اسلام و رشک‌ورزان به تمدّن ایران، حادث می‌شود.,1,1
fas_b9f84baeb91e664f025457a510bfd57f,الان تیم مذاکره کننده زنگ میزنن رئیسی میگن اگه پارسال برجام تصویب شده بود الان با پورشت سفرای استانی رو رفته بودی,1,1
fas_bca9c48e6c979a99b6c5ca2db0118a66,چطوری هم فعال سیاسی و حقوق زنان هستید هم حامی متجاوز؟؟؟,1,1
fas_bde35f57ab6c9b3f5cf036bdaa3e9e5a,کم کم میرن به اون سمت که حجاب و سگ گردانی و... همه چس آزاد ما هم هستیم اون گوشه نفتمون رو میدزدیم!!,1,1
fas_c522673924340f74a11f1db26425ddeb,استقلال اگه یکی دیکه بزنه بغض گزارشگر میترکه,1,1
fas_c92474f83cdb2279b5bc522226d986d8,فقط یک دایره مسخره درست کردن از باورهای چرت و فیک و توش میچرخن و حال میکنن و هر کی بیرون از اون دایره باشه یا باید نابود بشه یا ترور شخصیتی!  بابا وا بدین! دوران تعصب و فرقه‌گرایی و زورگویی ایدئولوژیک دیگه گذشت! اینا از نظر من هیچ فرقی با آخوند و ج.ا ندارن!,1,1
fas_c96a65290309d42581727dca7c9e0eae,بسه دلقک بسه برو بشین سر درس و مشقت به تو نیومده برای بچه‌های انقلاب لکچر بدی چه دانشجو چه غیر دانشجو,1,1
fas_cc6575493e51743dec88d4aa8f0e6793,بخاطر حجاب 😶😶😶 البته معلوم بود... بخاطر دزدی و کلاهبرداری و اینجور چیزا که کسی تو ج.ا بازخواست نمیشه...,1,1
fas_ced9c24b34fa108635c911803879801f,بعدشم ، امیر نادری فیلمای قبل انقلابش همه ی زن ها بی حجاب بودن اگه سازدهنی و دونده هم همینطوره پس تلویزیون جمهوری اسلامی چطوری نشون داده؟!,1,1
fas_d4063d340d53f0e00dd20e9bcb7ec02c,بیا ی شرط توییتری بزاریم 😅 اگه پرسپولیس دربی رو باخت تو کراشتو منشن کن براش ی توییت بزن اگه استقلال باخت ، من  Deal?,1,1
fas_d451f4dbcc6910fa68c843cbde21982d,مصادره خون ملت ایران تاسط ایادی رسانه ای سلطنت طلب_مجاهد خلق و کمونیست و تجزیه طلب  اوج رزالت است,1,1
fas_d50303984d6932da6f52ba4667523216,آزادی بیان فقط موقعی معنی داره که همراه موج شون باشی وگرنه تو یک جنایتکار جاهل غارنشین بی فرهنگ هستی,1,1
fas_d6bb88801bbffdd4be6088d37c7b8648,تجریش به بالا دیگه چیزی نمیمونه که میگی به پایین خراب شده😶,1,1
fas_d7b6aafe8789b48f77d9a41149723433,تازه مگه اینا با هشتگ انقلاب نکرده بودن چرا دوباره فرگشت کردن به رفراندوم👊😂,1,1
fas_d980b842483794ebed22a73012c06c17,قول می دم اگر خودشون گل آفساید نمی زدن، پنج دقه دیگه داور خودش براشون از شش قدم پنالتی می زد.,1,1
fas_da57b06af51fa50248c65961a025c345,پس چرا شما میخواید سبک زندگی هرزه تون و به مردم ایران تحمیل کنید وقتی نمیخوان؟؟ آهان پول گرفتی که فاسد زندگی کنی یادم نبود,1,1
fas_daee06d8741de256e1c934605e75abfb,لعنت به مایکل مسی. ورستپن باورش شد خودش قهرمان شده . ولی صباغ گفت اگه برگرده معجزه ست,1,1
fas_db36e036802f65b846c0d8fb8a9906a0,گوووووووونخور حکم محاربه یعنی جنگیدن با خدا و پیغمبرش بیسواات . ریدمممممممم به اون علمی که از اسلام خودتون دارید,1,1
fas_db4511da726bf18da9217c8b11616dc1,موساد دوباره وسط پایتخت روز روشن یکی رو ترور کرد این کونده پرو ها باز میگن ما امنیت داریم,1,1
fas_de4cda5d60e8a896d7699c8b16f37915,ترامپ هی میگفت جو خواب آلوده اما کسی گوش نکرد. تو این مدت فقط وقتِ آمریکا و مارو گرفت و گندزد به زمین.,1,1
fas_e0167a6ec3b20d1b1d677763c59b176d,تو انسان نیستی که فهم داشته باشی درک نمیکنی اگه همسر و فرزندتو میکشتن بازم جلوشون خم و راست میشدی رانت خور عوضی آشغال پست,1,1
fas_e195f34a5ad99cd96eb17fe812177657,كدام استقلال از دست همين ناجاهز ها ملت ما بر باد شودند,1,1
fas_e3a5dcb9f486f50446ae12c15d12b070,گه توقبر همتون با برجام تخمیتون که عمرمون تلف شد,1,1
fas_e4bb2841992a3a207f82b189b9724a56,همه جای این کره خاکی مال همه آدم‌هاست. سفید جاکشی که اومده اینجا و خودش با نسل‌کشی ساکن شده گه می‌خوره قانون وضع می‌کنه و قانون ناعادلانه رو همه جای دنیا باید دور زد.,1,1
fas_e707a54fe59af435434c30087966f34a,وقتی که بزرگراه در قلب پایتخت به نام نواب صفوی می‌کنین، محمد عبد خدایی و انیس نقاش میارین توی رسانه و با پلشتی از نحوه ترور صحبت می‌کنن، وزیر امور خارجه‌تون میره استقبال تروریست‌ها و … ترور مشکلی نداره!! بی‌شرم‌ها، شما دورترین و بی‌صلاحیت‌ترین آدم‌ها برای محکوم کردن ترور هستید.,1,1
fas_e81406e46aeb7e1fb3b704af767450a7,آخوند بايد گم بشه . لعن ونفرين برتمام اركان نظام مقدس سرتا ته ترور و جنايت و فساد و دزدي و اختلاس #گشت_کشتار #مهسا_امینی,1,1
fas_ee4a2615e370ee6fa25df5d6dd1bfb02,تو منافقی که این همه ظلم رانت دزدی اختلاس تجاوز و…میبینی و بازم حمایت میکنی تا همین راه اشتباهو برن تا بیفتن توی دره,1,1
fas_f13258f3cf38373f410e260f47786180,ملت به زن مسلمون محجبه که فشن رو فالو کنه فحش میدن واسه میریم و شانی خانم که جای حجاب کلاه گیس میذارن ولی همون کارا رو میکنند اکلیلی میشن. جدی فرقشون مگه چیه؟,1,1
fas_f1804574258577aca39d41aa3519f8d8,اگه تو خونه بابات با داس نکشت تو خیابون گشت ارشاد میکشه,1,1
fas_f372ed36118a25341185eb6240e941e1,من الان تحریک شدم باید سانسور کنن ملیاردی از جیب ملت مدن صدا سیما ی فعالیتی جز چرند ساختن بکنن دیگه,1,1
fas_f3bfcb97cda59f858045dcc648d7947f,یکی از چندش ترین مخلوقات بشر، این آقایونی هستن که صب تا شب با پارتنرشون دو تا دیالوگ ندارن ولییییی تو جمع دوستهای پارتنرش، زبون باز میکنه و دلقک و عنتر منتر مجلسه,1,1
fas_f4869e7677a2710fe3adaf24342098d2,بی وطن تو دیگه حرف از وطن نزن وطن فروش سلبریتی دیوث وطن فروش,1,1
fas_f4f0935d65492efd488fef83703b1dd9,از مصادره اموال شما جیره خواران نظام کثیف جمهوری اسهالی اتمام فقرا و مردم زیر خط فقر استفاده خواهند کرد,1,1
fas_fc1535b6e2e16f09a79c759abffff202,حالا کدام خری به شما گفته در صورت تشکیل یک حکومت مشروطه در ایران قرار هست تک حذبی باشه؟,1,1
fas_fc8f8829a77347b6c2b9b0dba4152cba,بر منکرش لعنت. ولی اینها تا به مشروطه و پهلوی‌ها می‌رسن خالی از منطق می‌شن. و کاری جز تحقیر و توهین نمی‌شناسن.,1,1
fas_ffbcb716b38ddadca38cd37306942e81,ای وای نه! طبق تجربه شخصی میگم اگه بد بشه، حجاب بدترش می‌کنه. من یه مدت شبیه کلم بروکلی بزرگی بودم که سلیفون کشیدن سرش.  😭🤦🏻‍♀️,1,1
