id,text,polarization_pred,polarization_gold
fas_56ca30488863fbd2f75d723588049f1d,ببخشید ما پاتال‌ها این هنربند جدیدا رو نمی‌شناسیم. چندتا اسم بلد بودم همونا رو گفتم. ولی منظور معلومه دیگه. طرف به لطف سانسور و سرکوب صدا داره. ناشکری حاکم رو که نمی‌کنه. * ولی از اینم اسم اینا رو دسکاری کردن خیلی خوشم میاد :)),0,1
fas_5aeadff6ae88f3697bce6a5cf0fb9dae,میگم چرا اینهمه شرکت مهاجرتی برای کانادا زیاد شده! نگو قحطی اومده! وقتشه منم فکر مهاجرت باشم,0,1
fas_5c1370a2b4848fe0c452b2334ae8b43a,دادگاه يونان حكم مصادره محموله نفتى ايران را لغو كرد/رویترز,0,1
fas_5c2a2a5bfeee0e1a63e493fab1d483d6,خدا تو قرآن گفت مهاجرت کنید منتها متاسفانه تو انجیل نگفت ویزا بدبد,0,1
fas_5fa5e31570b0be90ac033c1dfb24f6d3,توضیح فلسفی دربارۀ پیوند زبان و آزادی بیان,0,1
fas_632ba4f49827f882e36cfe723341ea38,درواقع قسمت خوب اپیزود اول همین قسمت داخل ماشینه. با وجود نما و دیالوگ طولانی مخاطب جذب داستان میشه.,0,1
fas_651d7b2de684545951f8ccd9bed498f8,نه فقط نوشته بود داره تیکه میندازه ننوشته بود معنیش چیه😂 زیادم بد نیست،‌ سانسور صدا سیماییه اینا دیگه,0,1
fas_661dc3e0cd106dc6b55c2a85d0e3979a,گور بابای مهاجرت  من اشک شوق رو تو وطن خودم میخوام...,0,1
fas_67a6ab085b878ea9e76b7d861371996c,کارشون منو یاد دادگاه cas میندازه هنوز رای دادگاه پرسپولیس و النصر صادر نشده,0,1
fas_696e3e8e3a9c478548978cc6d919a14e,اگر «ادب» رو اینجا در معنای «ادبیت» بگیریم، به قاعده‌ی ادب از که آموختی از بی‌ادبان، این داستان دوم از سودابه اشرفی که درباره‌ی سانسوره -و مشابه‌اش در داستان‌نویسی فارسی کم هم نیست- دقیقا بهمون نشون میده «چطور» نباید درباره‌ی سانسور ادبیات، داستان نوشت و اینکه «چرا».,0,1
fas_6afa500fdff561f5c0c80385cf1f63b7,مام خیر سرمون داریم این قانون رو ولی چی؟ بیشتر حالت تزیینی داره,0,1
fas_72c6cf8012cfec15109557822af5c1e2,سبک زندگی، الگوی مصرف، تولید با همه ابعاد مختلف آن بحث شده، اما متاسفانه کمتر به آن توجه شده است.,0,1
fas_79861336c48d783ae78dbca46c1c06df,تازه حتی تو خواب و رویا هم ذهن یه چیزایی رو سانسور میکنه :),0,1
fas_7a72417764c61d80a06c985f59637c30,اینجا باید با سانسور حرف بزنم راحت نیستم,0,1
fas_7ec86eeba432e99900ea9ac1058e44d1,سانسور همان چیزی را که نهی می‌کند، به فریاد بلند اعلام می‌کند.  📕 سقوط,0,1
fas_7fe2fa03a06af1a8a724fea8fdff354f,این جاکشه مفنگی در حد پرسپولیس نیس، بنظرم باید ردش کنن حقیقی رو بگیرن آخر فصل لااقل ازین بهتره.,0,1
fas_83ca4ed463409962ff141f3551f2db5d,معلوم شد به تعداد کاربرها قانون وجود داره برای چی رو با دست بخوریم :) قانون من اینه که یا ساندویچ باشه یا بشه با دو انگشت گرفتش و دستت خیس و کثیف نشه مثل کتلت یا سوخاری.,0,1
fas_86bc0083e0d2317c47ae6544fb43084b,میدونی بدترین حس چیه؟ اینکه همش احساس کنی کم بودی همه جوره تلاش کنی و همه چیزو فراهم کنی بازم خواسته نشی عذاب اونجاس که مرتب با خودت تکرار میکنی مگه من چی کم داشتم مشکلم چی بود؟ کجا اشتباه کردم؟,0,1
fas_87b52b85f76c5aed4af09771a49c1a1a,یه دختره که دانشجو پزشکی بود از لحاظ تلاشگر‌ بودنش برام اسطوره بود,0,1
fas_87be1d97c45202f34cfaeb4c8113803d,توی سریال خاتون هم میرعظیم به گلی میگه قربون چشمات که توش غمه  البته دقیقا دیالوگ رو یادم نیست همینه یا نه,0,1
fas_8a394d198f09594c69dabbdc9f750e4d,کامران رضایی فر بعد از ابتلا به سرطان و ماه ها محرومیت از درمان نهایتا در اسفند ماه ۱۴۰۳ تحت جراحی قرار گرفته و بخشی از روده اش برداشته شد. آقای رضایی فر بعد از این جراحی تنها دو روز، در وضعیتی که با دستبند و پابند به تخت بسته شده بود، در بیمارستان بستری بوده سپس به زندان اوین بازگردانده شد.,0,1
fas_941c243373554211f99bdb9d8cf66d2b,صدور حکم اعدام برای یک دانشجو با استنادات مبهم امنیتی، در غیاب دادرسی منصفانه و تحت فشار نهادهای امنیتی، نقض آشکار حقوق بشر و اصول دادرسی عادلانه مطابق با میثاق‌های بین‌المللی حقوق مدنی و سیاسی است که ایران یکی از امضاکنندگان آن است.,0,1
fas_969486f317c765fa502bf216ac63bf22,کسی تمایل داره بازی پرسپولیس -استقلال رو دسته جمعی ببینیم؟  بازی فردا ساعت ۳ ظهر بوقت هلند هست و احتمالا آمستردام یا اوترخت جمع بشیم.,0,1
fas_9cbf721e78d44e6df725484ae392fad5,۱- هر بار که بحث شلاق خوردن یک شخصیت معروف در شبکه‌های اجتماعی داغ می‌شه یاد دخترهایی می‌افتم که سال ۸۶ در بند جوانان زندان اوین دیدم. اکثرشون به اتهام جرایم منکراتی بازداشت شده بودن و به قول خودشون حکم «شلاق آزاد» داشتن. یه شب اسم‌ یکی‌شون رو در بلندگوی زندان برای اعزام اعلام شد هم نگران بود و هم ذوق,0,1
fas_9e78ebe1973aeee201b60cf2c3ebdb1a,دیشب تو بازار تجریش یه دختره اسم عطرمو پرسید و تو گوشیش نوشت  خیلی ذوق کردم😍,0,1
fas_a2bb2d867356861403c701b7a7f70ab5,نوشته حمله نمادین به زندان اوین! قتل نمادین سرباز وظیفه، وحشت نمادین زندانی‌ها و خانواده‌ها!,0,1
fas_a4ba9bf4f6bd214ecd5dae22941c8330,البته اینجا من استعاره از یک ظرف مسی قدیمی هستم که شما دادی توم یه خورشت خوشمزه میپزی و الانم وقت جا افتادنشه!!!,0,1
fas_a5cf398ed3035f9ff6dfc9ef77700f71,تو اون کتاب مدیریت خانواده و سبک زندگی ویژه پسران چیا گفته میشه بگی کنجکاوم.....ببینم مث مال دخترت کصشر توشه یا نه,0,1
fas_a7eb74b38bae7b9d420495b96db6d07a,خیلی‌هاشون مشکوک به غذای فرآوری شده بودن‌اند و قانون اول جهان شمول خوراکی‌ها اینه که اولترا پروسس نخوریم.,0,1
fas_a8c419927b2e9d7accf10a1b0ca4e18d,"برای جوونایی که برنامشون از ""مهاجرت"" به ""پس گرفتن وطن"" تغییر کرد",0,1
fas_aaffe9b1e4bde7334ba95530485d1af5,حاجی افتتاحیه مسابقات همبستگی کشورهای اسلامی رو دارن سانسور می‌کنن :)),0,1
fas_abb882d1e6e3d98efc1c51ff15cc1d64,دیدم توییت تازه است گفتم تا با معنای ارتجاء کسانی مصادره به مطلوبش نکردن بگم بهتون:),0,1
fas_adb4f89ba0cdfbca5f8cbb0ea80a33c5,اینکه با رفیقت احساس و تجربه مشترک داشته باشی باعث میشه جرئت کنی پیشش خودتو سانسور نکنی.  هیچ لذتی بالاتر از این نیست!,0,1
fas_ae311455dd32a2cc6d13575f795f6635,رویترز: دادگاه یونان حکم پیشین را که به آمریکا اجازه مصادره محموله نفت ایران در سواحل این کشور را می داد، لغو کرده است.,0,1
fas_af94853a4f9e6f8ae23df1cffb2ee14b,#علی_دهانی امروز در سیستان و بلوچستان اعدام شد. جرم مربوط به خیزش 1401.,0,1
fas_b4e08c1848166e8f6c014a323f60d696,هشدار درباره افزایش فعالیت‌های جمهوری اسلامی برای ترور مخالفانش در خاک بریتانیا,0,1
fas_b8a838006838684f2cb738e8bae6542a,قانون طبیعته ؛هیچی نشه بهتره,0,1
fas_b9c8c4c148446c1fd19aabcf15a7bab4,اعدام بس است - برنامه ۲۹۵ در این برنامه گفتگو با شاهین مدرس (کارشناس امنیت بین‌لمللی) در رابطه با اعدام پدرام مدنی متهم به جاسوسی برای اسرائیل,0,1
fas_babe201f21df74b308fbc9dbb35e6c15,در پی ابلاغ ممنوعیت نشر تصاویر زنده جان در ولایت فراه، فعالیت تلویزیون ملی این ولایت که تحت کنترل گروه طالبان است، متوقف و به رادیو تبدیل شده است.,0,1
fas_bbabdfb437e36a6e3ae919c117cdce9f,برای همه کتابایی که سانسور شدند و چاپ نشدن:),0,1
fas_bed8b1015e4ae8f19d9c2e5867019818,داشتم میرفتم مدرسه دیدم دوتا شیرزن نشستن دارن کله پاچه میخورن اونم بدون  واقعا این صحنه تونست روزم رو زیبا کنه,0,1
fas_c6087a124ac2cfb52d6ddf3203ba68fb,۲/سناخریب در ۶۸۱ قبل از میلاد به دست فرزندانش ترور شد و اینطور به نظر میاد که اسرحدون هم در مرگش نقش داشته‌.اسرحدون که کوچکترین پسر و ولیعهد بود با کمک و حمایت مادرش،زَکوتو به تخت نشست.زکوتو (نقیعه) همسر دوم سناخریب و احتمالاً آرامی یا یهودی و از زنان پرنفوذ بود و نقش خیلی مهمی تو تثبیت قدرت پسرش داشت.,0,1
fas_c6119b65c065cdfa368311cb827354f4,دلم واسه دانشجو های رشته حسابداری میسوزه فک کن چهارسال درس بخونی آخرم هیچی از رو حساب کتاب نباشه,0,1
fas_c8adb75acedac2f2d20a11598b41869c,خبر کشته شدن دانشجوی دانشگاه تهران و اعتراض‌ها در کوی دانشگاه حدود ۲۵ سال بعد از تیر ۷۸ خیلی دردناکه. انگار که دراما از نسلی به نسل بعد منتقل می‌شه، و نیازها اولیه‌تر. از اعتراض برای آزادی بیان تا اعتراض برای تامین امنیت جانی در زندگی روزمره.,0,1
fas_cab778ceb84249ee2b4f1cdc750c180e,به دیالوگ شنیدم که میگفت: «هر بار که بخشیدمت، از اونور از دوست داشتنم کم شد» و من چقدر این جمله رو درک میکنم:),0,1
fas_cfb7dcb026dcdc29cc016bf6b52b6cfb,مستند که نه ولی کتاب کتاب هدف ها و مبارزه زن ایرانی از انقلاب مشروطه تا سلطنت پهلوی تا حد خوبی کاور میکنه.,0,1
fas_d156227429db01a3711a04fe916d84c3,پیش‌تر نیز، در ۱۸ آذرماه معاون اجرایی رئیس‌جمهوراعلام کرد: «به دلیل مخالفت اکثریت اعضای شورای عالی فضای مجازی وعده انتخاباتی پزشکیان برای رفع فیلترینگ اجرایی نخواهد شد.»   خبرهای منتشرشده پیرامون رفع فیلترینگ  مبهم، تکراری و بدون اقدام عملی مشخص است و به نظر می‌رسد حرف تازه‌ای در این زمینه وجود ندارد.,0,1
fas_d1aa650c72d49d104106dbcaf22b7014,برای هنرهایی که سانسور شد,0,1
fas_d1d6f732b3763259c3075c1a897edf67,اسم افراد رو سانسور کن لطفا,0,1
fas_d1d95ff39064476fd919e3e9821a5b36,«هر» پسر ایرانی متخصص مهاجرت اکس‌ها.,0,1
fas_d4063d340d53f0e00dd20e9bcb7ec02c,بیا ی شرط توییتری بزاریم 😅 اگه پرسپولیس دربی رو باخت تو کراشتو منشن کن براش ی توییت بزن اگه استقلال باخت ، من  Deal?,0,1
fas_d59844351f785c4face0f12b46972a8a,این‌که به بند زنان زندان اوین خسارت جدی وارد شده هم نقطه‌زنیه؛ به نامه‌های شجاعانه و شریف زنانی که از دل زندان نوشتن، با موشک پاسخ دادن.,0,1
fas_d5d5da008ef1cdf527e829c1ab7e0e7a,خیلی غصه‌ داشت قصه این بچه. دانشجو که بودم تمرین تیم دانسگاه دیروقت تموم میشد. التماس حراست رو هم که میکردی نمیذاشت از در طرشت بری تو که از در آزادی بیای بیرون. حاضر بودن دانشجو بره تو کوچه‌های تاریک طرشت اون ساعت. خفت‌گیری و آزار جنسی و غیره هم بی‌اهمیت. از تک‌تکشون انتقام میگیرم یه روز.,0,1
fas_d6a81950268718f265465bcb891431df,از توییتر به اینجا مهاجرت کردم که راحت حرف بزنم و بدون سانسور. حالا اما حس می‌کنم رنج بی‌مخاطب بودن برام پررنگ‌تر از قضاوت شدنه.,0,1
fas_d980b842483794ebed22a73012c06c17,قول می دم اگر خودشون گل آفساید نمی زدن، پنج دقه دیگه داور خودش براشون از شش قدم پنالتی می زد.,0,1
fas_dcf16c86d77814e1e45dd9158f493327,انسانیت، عاملیت و استقلال فکری کی رو اصولا جدی می‌گیره؟,0,1
fas_dcf630bba2fbcdde6e2502738c488974,بعد میگن چرا برامدگی گوشو سانسور می کنن😂,0,1
fas_ddfc8687f8e1fb23deca74c5ce44d833,تشدید روند صدور احکام اعدام در جمهوری اسلامی؛ ادامه بلاتکلیفی متهمان بچه‌‌های اکباتان,0,1
fas_df758dd14bb5b7ca92982bad302eed1a,دوستم رفته ایران و هرکی بهش رسیده گفته کانادا هم که خراب شده،همه قزمیتها اونجان.شنیدم مکانیکا هم دیگه مهاجرت کردن کانادا. ایرونی چرا فکر می‌کنه کشور مهاجرپذیر به مکانیک اگر مهاجرت بده پس قزمیته؟ایرونی کلا فکر میکنه کیه؟ :) کاش ایرونی فقط بره آمریکا و لندن و مکانیکها رو بده ما، قربون یعقوب جون و شاپور,0,1
fas_e0577e9abc88ae8fc2b7810cdbe45d70,یه دیالوگ تو سریال قورباغه هست که میگه: «من دوستت داشتم اما گذاشتم بری! چون تو آدم زندگیِ من نبودی...»,0,1
fas_e0cc8d6ce3343dd5bfe5b427cd0edfd2,انفجار یا ترور هدفمند در یک برج مسکونی در بزرگراه همدانی تهران، حوالی دریاچه چیتگر، منطقه ۲۲ با ۲۳ امتیاز و ۰ نظر فرستاده شده در بالاچه سیاسی,0,1
fas_e21d20d9673aafd82853d35983b058e4,:))) از اون بدتر میگن چرا اینا لایک میزنن. خوب لامصب داریم دیالوگ میکنیم. شما هم دوست داری بیا صحبت کنیم.,0,1
fas_e2eb5bda38057c54d2cc6310d719e18f,دکتر ی جوری تحویلمون گرفته که میخام دفعه بعد رفتم ی گونی پسته ببرم براش.,0,1
fas_e4f4bbdc272eb055ef167ce9de84e5ab,تویی که شصت سال صبر کردی پرسپولیس قهرمان آسیا بشه و پاش موندی ... یه چند روزم مرغ و روغن نخر بلکه ارزون بشه  دیسبک_سنگین,0,1
fas_e8911795df91280bc4d21bb83e97e745,بخش حمل و نقل عمومی در سال‌های اخیر یکی از عوامل اصلی تورم در ایران بوده به طوری که قیمت‌ها در این بخش از سال ۱۴۰۰ شش برابر شده در حالی که تورم کل ۳.۹ برابر شده است./ با اعتصاب راننده های کامیون در یک هفته گذشته، تقریبا ورودی مواد اولیه پتروشیمی به شهرها به صفر رسیده و قیمت ها بشدت افزایشی شده,0,1
fas_edce4ea022e64c2ff1e8cde5902fb402,زندگی آن سال‌ها، با همه ترس‌ها و شگفتی‌هایش جادویی بود. بعدها شنیدم که آن خانه را دولت مصادره کرده، مهر و موم شده، و حالا به‌عنوان بنای تاریخی باید برای دیدنش بلیط بخری. اما برای من، همیشه ان خانه‌ با تمام جزئیات گوشه ذهنم زنده خواهد ماند!,0,1
fas_eecf179cf93d0ce5be6e1acaf7fca203,در حالی از دانشجو بودنم خسته شدم که دو خوان سخت و آخرش پیش رومه! و جالب اینجاست که هیچ کس هم درکم نمیکنه!,0,1
fas_ef3d0c699c0384e0cd48f6a34a32734a,ماجرای خواستگاری دانشگاه برای اون دو دانشجو بیخ پیدا کرد,0,1
fas_efa81ac7724fcba9ec78dd2c5e833546,نائب رئيس مجلس الانقلاب,0,1
fas_efc6dee45438e3d969200750d946ac60,برای دویدن در کوچه های خاکی وطن. برای بوی خاک وطن.,0,1
fas_f4154fdb1bba926802e9fcd74e2581c8,و ریدم تو قانون جذب که در واقع دفعه به جای جذب.,0,1
fas_f76b8295b487927d705280435626c07a,از اونجایی که من نظرمو در موردتون گفتم حالا شما بگید راحت بدون سانسور جاج فحش و این چیزا ام آزاده,0,1
fas_f76d125ab24052302d1b3283dc8dcea4,ترودو کارهای خوب اشتباهات زیادی داشته مثل بقیه سیاستمدار ولی برای من بهترین کاری که کرد و تا همیشه تو ذهنم میمونه برنامه مهد روزی ۱۰ دلار بود.به هزاران دلیل از جمله برابر نبودن دستمزد زن و مردا زنای زیادی که بخاطر هزینه مهد خونه نشین اجباری شده بودند که تونستند راحت تر به کار و استقلال مالی برگردند.,0,1
fas_f8af87a814a7a472cffd1847b3c78396,بنر بزرگ تشکر سوری‌ها از محمد بن‌سلمان و ترامپ در قلب دمشق,0,1
fas_fb5f09242b8ad59a1edd6adef2323abf,اسمش جی بود و چرا اعدام شد ؟,0,1
fas_fc0e8e84014f09a205aa5d27ad2dc68d,هاشم اینترنت ملی شد؟ اصلا کار نمیکنه فقط وای فای اونم به زور اومدم باهاش.,0,1
