id,text,extreme_language_pred,extreme_language_gold
eng_ac2c3ccf40970c9bc3edf8ec82fbaed0,the woke mob will cancel me but i do not like barry keoghan for joker at all,0,1
eng_af151935f597e2287c8a7a3a7580dbfb,you are very illinformed about this coup attempt.,0,1
eng_baa68a0d558737420e87cf162f8abb89,Fairfield Muslim Student Association Demands Ceasefire,0,1
eng_c351af8553446b6a04d754629ad5a6b7,Anyways Im going propaganda mode for Deadlock,0,1
eng_c6e7726bfac6c00d12fbae4e431ede1a,Do you think that Hamas using human shields could have something to do with it?,0,1
eng_ca46e723fc8501bc4f16ee3c55204809,Israel is either killing or capturing many of the doctors in Gaza and the West Bank.,0,1
eng_cbe453d8882129465d4242e04d4b4c85,I doubt either one would support him. Just heard Schiff on MSNBC with Nicole Wallace.,0,1
eng_ced1f036710aef954fe39dca3f4f2bf5,Where the hell was has THIS Mike Pence been?,0,1
eng_d069f5e720f60cccc67f43b48465099c,Who shouldnt have voted? Asylum seekers? Refugees? Undocumented immigrants?,0,1
eng_d7586d7a274c456bb1af1b30cb0d0e94,"Yes high taxes, war on fuel and open borders is definitely hard to digest",0,1
eng_d9dac6dd797ca76711e05d13373d2434,MAGA is trending in the US!! Lets GO!! MAGA UltraMAGA,0,1
eng_daa590c428f1e04be5c3d10abf21ddd3,Early voting started long before election day. STFU!,0,1
eng_e53d424c16297505159c4ea783d41229,i forgot Trump doesnt care for Fox News. bye Fox News.,0,1
eng_eb7bc03f78234505cb5ae7624dae1b81,A symbol to support the special operation of denazification and demilitarisation of russia,0,1
eng_eb7d9d3d261239ffe5c5a65b2b0e6ecd,Only one side stopped the electoral college from voting.,0,1
eng_ebf259a5fc88d9d8d38f7d2c4dd86220,Insurrection. should be in jail. Under Leavenworth. Thatd be good.,0,1
eng_f40408e0285883f8252b18dfa34cb3a2,Putin first then Elon. Putin manipulating them both.,0,1
eng_f63257e7f0d260a3515568f6526df832,"Not true. Harris wasnt president. College kids were critical of the President at the time, Genocide Joe Biden.",0,1
eng_f7eb2e5e41c4b18705e4d70c97dc64e2,Pretty hard to not notice the lack of any proPalestine content on this Webb guys profile.,0,1
eng_fbe64bd3e3654a092ed0675e885d5e2a,"Ceasefire ""IM SPEAKING!"" is not ""Ceasefire,"" but please cope harder. Surely THIS time the Democrats will learn from their mistakes, right?",0,1
eng_fc4c309d93753990758b81772314ddb7,So youre pro voter fraud too,0,1
eng_fd0c3d5a074ab069a13ead99a185e284,"Open invitation to any state in America. If you want free healthcare, gun control,and good beer you are welcome to join Canada. Hawaii???",0,1
