id,text,stereotype_pred,stereotype_gold
eng_66a2ee100c3d00332701d7967c860848,"Biden is racist against Palestinians and believes in ethnic cleansing, hope this helps",0,1
eng_6812136ac979a979d2a5654fe41f014d,"Sounds familiar, this is Putinspeak. Did Macron already call for the denazification of Poland or is it coming next week?",0,1
eng_6bffde36263889437ca9313d188dc2b7,Voter fraud is treason! Republican or Democrat! Anyone who commits voter fraud is treasonous and they should be dealt with accordingly.,0,1
eng_6ccd7707b202e76e545eb3fec09a072b,"Tried to bake in that ""woke mob"" defense.",0,1
eng_6d2f1e0056038d05d9a35b65f0588a33,Kamala Harris has the easiest job ever,0,1
eng_70e9dbe276189afce65f09d591a53ecb,"Wasnt he a Christian Pastor? So yes, of course, he would hold conservative values. Duh",0,1
eng_746675311dad2c85bf91e921df3819c1,Its still Free Palestine btw,0,1
eng_75df066645ebdea0167dcbefcdc34253,For anyone concerned about being called rightwing because they are critical of gender ideology,0,1
eng_777d055fe233442762d03f27c5a363ed,"Réseaux sociaux plus un parti est à droite, plus il diffuse des fake news",0,1
eng_7aa8db192e0215876b64a228bb2d3040,this new optic the President use that term lightly posted on X of him as a Kingis he serious? Are we no longer a Democracy? We have an election wearly voting starting tomorrow. Im running. Did King Donny stop elections? I appreciate your courage.,0,1
eng_7ac19142d25541a96a0ee19efac53615,Tfw you aid genocide by voting for the most ridiculous definition of anti semitism known to man,0,1
eng_7c0a2bfce8d9a643c2c5dd73e2ef04fe,This is Russia on Stalins This is fascism! It can only be cured by military defeat and the denazification procedure.,0,1
eng_7d07fc68b3351d6e9ab50dae3372aad8,Yall need to start accounting for voter fraud.,0,1
eng_7d923ef7ac3d1072c42a8c867ac10424,Yes. Satania HAS committed war crimes.,0,1
eng_7d9a5c0c5318fc3103f1da0799701cfa,I am here to spread Elezen propaganda,0,1
eng_7efbbc846aab1b5d5aba2468499185c2,"The United States should have stepped in and stopped Israel from bombing Gaza almost immediately. It was clear within about a month that Israel was moving far beyond ""defense"" and toward a vengeful collective punishment. By March, it was clear they were engaged in ethnic cleansing.",0,1
eng_8138ad2b73a82a8e91d09b7d7ff43cd3,"Id prefer they targeted swing states so as to inflict maximum political damage. Besides, unlikely red state constituents would ever hold him responsible",0,1
eng_8397e56f251bdd67bc695861c3742123,Zionism is the heart of Judaism.,0,1
eng_863a679b501ff1cf627a06bf5c4c9a75,Kamala Harris lost cause she retarded asf.,0,1
eng_88570731133f57ddf405ec42d5004e1b,"Oooh no kiddingleave snowflake I give you truth, deal with itoh and watch for it RedWave 2022 and 2024",0,1
eng_8b5fb1cbd633758f55e49105abcc0f10,Populism leads to communism as its takers versus makers.,0,1
eng_8bc20aba21e50682fed50e4a56912171,Respect from Canada! Screw Donald Trump!,0,1
eng_8c26a6ce9669ceb44529e558b3101487,"Asylum seekers are NOT ""undocumented Pass it on. Asylum seekers are NOT ""undocumented Pass it on.",0,1
eng_8d063f4c60a811ab4501aa84988f9ee6,Yes that is the fear. Thats why a one state solution is rejected by Israelis. That and the identity of Israel as a Jewish state.,0,1
eng_8ee79e86ad3612b2b550977309253f40,The US presidentelects closest foreign policy aides told European officials he plans to continue supplying military aid to Ukraine Good news if you can believe it Aides talking w authority or just the usual BS? Can Trump hold a thought longer than a news cycle? @URL,0,1
eng_90880184cdbdad768abd38a2e0be59ce,It doesnt. There can be a two state solution. Hamas doesnt want there to ever be a Jewish state they recognize,0,1
eng_92bedb4c41a8ec9c648fa3870d1072b7,Fake news. Get a grip Greg. California cold buy and sell,0,1
eng_98d84bd4b196bb2aa71560fd6a3af742,"Winners and losers of this RussiaUkraine war The biggest winner, US. Huge profit from arms sales and energy sales. 14",0,1
eng_9bb878a06f6bf4877695e9f068519fc7,And that lad thinks hes a Christian. Harassing asylum seekers at Christmas is pure irony,0,1
eng_a8829af7a84874ea81e93e2e97b2c234,"soo from 1517 until the beginning of Zionism, approximately 150 years would pass without incident and then, after the advent of Zionism, constant strife thanks for this helpful graphic demonstrating zionism as the source of violence in Palestine",0,1
eng_a8db93b87cfba94deb181081c0bedab6,What is in the water in red states???,0,1
eng_a8e0395e0194bd34fad46d31b691f7d5,"WhatsApp, but for xenophobia. TCDisrupt",0,1
eng_aae449d79c94a45c846ddf79910e5600,"Like to see all blue states make that move, red states would be propery of mexico in 3 years.",0,1
eng_ac2c3ccf40970c9bc3edf8ec82fbaed0,the woke mob will cancel me but i do not like barry keoghan for joker at all,0,1
eng_ad326481aaa1e35474d30d4e21abd1f0,So Florida is having a rigged election then?,0,1
eng_af8838c34671876e00cbb4cf4a0c0f29,Kamala Harris is the GAGOP Lt.,0,1
eng_b99be66cd802f0ba6866de350d1ee9ff,alskakak i just submitted an official application to change my raceethnic grp on my national identity card,0,1
eng_be9febcbe0e1d336e18dd42394cc8e46,Lights the blue states on fire with planes and fires and decimates the govt and completed the coup,0,1
eng_bf6f1118475a18a32dac69e291de9053,The TrumpPutin propaganda machine is very effective.,0,1
eng_bfcc7bcd4ef1a3db98bc131af9c08ae9,Oscar said xenophobia has no place in EC and wena youre saying we shouldnt listen to him. Isnt that being pro xenophobia??,0,1
eng_c1f7d02156e495eb53728a033a7da604,The NRA opposes the banning of guns except at an NRA conference.,0,1
eng_cbb0196ce9ecc57f713d006e3aa4702a,Scandinavia but less xenophobia would be such a good society,0,1
eng_cf9ad9342d2ccfa4094a41dd820138ef,"just having a little lighthearted fun, chosen ahole style ""Jewish settler opens fire at Palestinian schools in West Bank""",0,1
eng_d0066dc5ac77bac1d62888cb47147ddf,if you hate capitalism just say youre broke,0,1
eng_d049334af526f1605f76649845df11aa,Why explain when what they do is playing on xenophobia?,0,1
eng_d1f5486314d6f63c9bad53a60ebefa16,"Genocide, Apartheid, ethnic cleansing. Israel is a crime",0,1
eng_d4f08c009aad0860f4289c11fa1f6dd4,So you have no issue with ethnic cleansing?,0,1
eng_d4f8af60b8d3c00f440710e9fd07f87c,Your entire cause is supporting US propaganda probably in support of another coup attempt.,0,1
eng_d59cf7395f7409006b8e6bfd51991d1f,who remembers proper guacamole? the woke mob has made them remove the flavour,0,1
eng_d7293256d5f8f02f7b8ed21a3a908faf,"Oh MAGA,MAGA,MAGA, thou has mangled idleheaded thinking, about security clearance!",0,1
eng_d7c139bb5aa4ff54e826bbf79cf6bc6c,Biden has talked of the Iranian people in the context of the Ukraine invasion. He is clearly just too old.,0,1
eng_daa590c428f1e04be5c3d10abf21ddd3,Early voting started long before election day. STFU!,0,1
eng_dc15d9d56d6b3d9c97d1f8390ebeebed,"You left out armed guards, human shields and forced religion",0,1
eng_def317406b5e0e0cce531263b7fd3420,Funny how Elon Musk talks about Deep state shit thats against him and then goes and does the same Deep state shit in other countries. So Indian forces fought against terrorists that had american weapons and Starlink equipment. STARLINK IS NOT AUTHORIZED FOR USE IN INDIA. So how did they get it,0,1
eng_e12c77e5dbfa8c2ff7b74d81cb52a622,"Yup. Travel is the cure for xenophobia and racism, while education is the cure for fascism.",0,1
eng_e1412cc7c8a6afc0457d22f97fbfe99f,Its up in Dublin and Newtownmountkennedy in Wicklow that farright agitators have stirred up violence and antiimmigration protests.,0,1
eng_e3c82fa9810981731760a05680ebcc97,Human shields sounds like a very Russian thing to do. Thats if Russia didnt do it on purpose.,0,1
eng_e73c8e5fc46b9bf2867bf32c8c4722d4,Ukraine invasion is the master plan hatched by them to start WW3 ?,0,1
eng_eb7d9d3d261239ffe5c5a65b2b0e6ecd,Only one side stopped the electoral college from voting.,0,1
eng_f7ad21974429038bcedea6232fc5f9fe,They had a problem with asylum seekers who are definitionally legal immigrants,0,1
eng_f7d256c04b6a788a4a4df7f6b5f4c1a2,Xian Gaza must miss jail so much,0,1
eng_f7eb2e5e41c4b18705e4d70c97dc64e2,Pretty hard to not notice the lack of any proPalestine content on this Webb guys profile.,0,1
eng_f81c4ff16fb4b539d9d0ae300a202a11,So covid 19 was a scam after all Because Ukraine invasion have silenced it What a world,0,1
eng_f89f4d90ca66e032c303fed00104edfc,Says the party of defund the police,0,1
eng_f8a3900dbe27683794b408babec6f354,Mike Pence is whiter than paper,0,1
eng_f95434d7e15b2f0184c6a6c5736ddb7c,Everybody out hear bragging and arguing about who started the resistance movement that hasnt done anything... who fkn cares. Sitting around hashtagging things and collecting followers like baseball cards isnt resistance FuckTheirWallet ResistRevolt MakeThemAffraid DoSomething FarFarLeft,0,1
eng_f9bf53b88b85e5b47caf2e0cbc78f6ad,I saw Joe Biden. Hes part black. Kamala? Indian !,0,1
eng_fd0c3d5a074ab069a13ead99a185e284,"Open invitation to any state in America. If you want free healthcare, gun control,and good beer you are welcome to join Canada. Hawaii???",0,1
eng_ff133b4e178df42cda7150aa6cf2214f,This seems highly partisan election engineering. No one should want to open that Pandoras box. Lets make all gender surgery auto voter registration!,0,1
