id,text,dehumanization_pred,dehumanization_gold
eng_7aa8db192e0215876b64a228bb2d3040,this new optic the President use that term lightly posted on X of him as a Kingis he serious? Are we no longer a Democracy? We have an election wearly voting starting tomorrow. Im running. Did King Donny stop elections? I appreciate your courage.,0,1
eng_7c0a2bfce8d9a643c2c5dd73e2ef04fe,This is Russia on Stalins This is fascism! It can only be cured by military defeat and the denazification procedure.,0,1
eng_7d07fc68b3351d6e9ab50dae3372aad8,Yall need to start accounting for voter fraud.,0,1
eng_8193da8f814c3173b58f21e0c22b12bd,Hi apartheid state the one and only remaining 1.,0,1
eng_82a7d6446f6b338740447d3da42fc201,"North Carolina Republicans just introduced House Bill 66, which would change the early voting period to just six days. Republicans continue to show time and time again that they dont give a shit about your right to vote.",0,1
eng_8397e56f251bdd67bc695861c3742123,Zionism is the heart of Judaism.,0,1
eng_84a893049734344779e5e18e8ef31950,A.S. Senate Swears in New Internal Vice President,0,1
eng_8cca4776f812cbdf23e968e6078bcf07,Kamala Harris girlfriend of P Diddy,0,1
eng_8d063f4c60a811ab4501aa84988f9ee6,Yes that is the fear. Thats why a one state solution is rejected by Israelis. That and the identity of Israel as a Jewish state.,0,1
eng_8ee79e86ad3612b2b550977309253f40,The US presidentelects closest foreign policy aides told European officials he plans to continue supplying military aid to Ukraine Good news if you can believe it Aides talking w authority or just the usual BS? Can Trump hold a thought longer than a news cycle? @URL,0,1
eng_97280c2c04401997f9b6bab6cb1cf68f,And thats not ethnic cleansing how ?,0,1
eng_a8829af7a84874ea81e93e2e97b2c234,"soo from 1517 until the beginning of Zionism, approximately 150 years would pass without incident and then, after the advent of Zionism, constant strife thanks for this helpful graphic demonstrating zionism as the source of violence in Palestine",0,1
eng_a9f85e565f92b3eb737e2b376d314917,"Member when all the right wingers went anti vax, spouting how the deep state was trying to implement population control? I present our acting undersecretary for public diplomacy and public affairs. Darren ""Population control? If only!"" Beattie",0,1
eng_ac11e754767e6d2e61a3f2a1f7fd7a11,"Americans others owe Ukrainians a huge debt of gratitude for their resistance to Russian aggression. Ukrainian resistance to Russia has vastly reduced the chances of major armed conflict elsewhere, thus significantly reduced the chances of a nuclear war. T. Snyder Ukraine_Victory",0,1
eng_b823b841e69a7446e186721cba476630,"Just in time for the junior Olympics games called Gymnasiade Human shields in Jinjiang, Fujisn",0,1
eng_b9c8d997d5e8c0f300124107bfa728e7,"Israel is an apartheid state officially, which means any retaliation or attack against an apartheid state should be praised.",0,1
eng_bafa157f188a72850e5641bf1dd5df2b,PUTIN UKRAINIAN AUTHORITIES TOOK CIVILIAN POPULATION AS HUMAN SHIELDS TOOK FOREIGN STUDENTS HOSTAGE,0,1
eng_bb6b2606deb06541c6f035101b19c137,"Breitbart ""exclusive"". Youre such a clown.",0,1
eng_bce03288b1753b275e8244aac20012ab,So you support Trumps deportation policies.,0,1
eng_be9febcbe0e1d336e18dd42394cc8e46,Lights the blue states on fire with planes and fires and decimates the govt and completed the coup,0,1
eng_bf016a05ff68a57c3a73a46a009d8259,Is the EmergencyMeasuresAct crowd also the DefundThePolice crowd?,0,1
eng_bfacbfdae0627b5a5221a6b3040f9a95,Breitbart??!! How far right do you need to go!! Unbelievable.,0,1
eng_bfcc7bcd4ef1a3db98bc131af9c08ae9,Oscar said xenophobia has no place in EC and wena youre saying we shouldnt listen to him. Isnt that being pro xenophobia??,0,1
eng_c1f7d02156e495eb53728a033a7da604,The NRA opposes the banning of guns except at an NRA conference.,0,1
eng_ca46e723fc8501bc4f16ee3c55204809,Israel is either killing or capturing many of the doctors in Gaza and the West Bank.,0,1
eng_cbb0196ce9ecc57f713d006e3aa4702a,Scandinavia but less xenophobia would be such a good society,0,1
eng_cfaea85c83d621df00d5eab475fd80d9,I guess their antiimmigration policy does not include Indians,0,1
eng_d069f5e720f60cccc67f43b48465099c,Who shouldnt have voted? Asylum seekers? Refugees? Undocumented immigrants?,0,1
eng_d2e29bce3871b633c55884ab476d8e72,"If theres one thing I can credit trump for, at least he waited for Hitlers insurrection to enter public domain",0,1
eng_d4f8af60b8d3c00f440710e9fd07f87c,Your entire cause is supporting US propaganda probably in support of another coup attempt.,0,1
eng_d7293256d5f8f02f7b8ed21a3a908faf,"Oh MAGA,MAGA,MAGA, thou has mangled idleheaded thinking, about security clearance!",0,1
eng_d7586d7a274c456bb1af1b30cb0d0e94,"Yes high taxes, war on fuel and open borders is definitely hard to digest",0,1
eng_d7c139bb5aa4ff54e826bbf79cf6bc6c,Biden has talked of the Iranian people in the context of the Ukraine invasion. He is clearly just too old.,0,1
eng_dd949d49cd6c44aaf79885c1568bbd68,The formerly sane but now lunatic Professor Jeffrey Sachs says NATO expansion provoked Russia Media parrots govt narratives Diplomacy ignored by US Calls for peace now Israel runs US foreign policy Trump could save the republic Completely unhinged @URL,0,1
eng_e1412cc7c8a6afc0457d22f97fbfe99f,Its up in Dublin and Newtownmountkennedy in Wicklow that farright agitators have stirred up violence and antiimmigration protests.,0,1
eng_eb7bc03f78234505cb5ae7624dae1b81,A symbol to support the special operation of denazification and demilitarisation of russia,0,1
eng_eb7d9d3d261239ffe5c5a65b2b0e6ecd,Only one side stopped the electoral college from voting.,0,1
eng_ec358e99f5c45353ab5f9ef790adc605,Heard Kimmel eats Kamala Harris pussy,0,1
eng_ecfee934e42b0ab3ea33a57da76348ac,The only solution I can see now is forced deportation,0,1
eng_efa00277c2a9661572fe5e2ae2165154,Donald Trump as Neville Chamberlain. Pitiful.,0,1
eng_f1524dd0dbdf6f103ea408bd0b0d3eb4,Fuck that. Red states just need to secede,0,1
eng_f7ad21974429038bcedea6232fc5f9fe,They had a problem with asylum seekers who are definitionally legal immigrants,0,1
eng_f7d256c04b6a788a4a4df7f6b5f4c1a2,Xian Gaza must miss jail so much,0,1
eng_f89f4d90ca66e032c303fed00104edfc,Says the party of defund the police,0,1
eng_f94ff8ec73609190395b65ef5f6c39dc,Cawthorn Republicans go to coke fueled orgies Cawthorn Im Republicans,0,1
