id,text,vilification_pred,vilification_gold
eng_312ea483f14caf47be8be7edf5fc4f09,Utterly disgraceful to have this kangaroo court keep the prime minister of the only Jewish state from commemorating the holocaust. This is a stain on the ICC which has been infiltrated by and politicized by partisans.,1,1
eng_31d213aa48919a620b7cb0e5010dcdbd,Illegal immigration hurts the working class people people of color the most. Illegals should return to their home countries.,1,1
eng_333322a28c64097aa5cfff452610cca9,Another rigged election by the russians,1,1
eng_33f659122469ca92b31b4c01fd70fcd1,How did the Christian faith go from being pretty socialist I think to bring fascist.,1,1
eng_3404a574b9fe18b80b7394afc9ff3edd,Never. Ever. Forget. insurrection treason notmypresident,1,1
eng_344b089cbfc771ee685d596fde02dfb1,"Yes, this is what happens when you start a war, civilian casualties. That happens in every war, not just the ones the Jews are involved in. Complain to Hamas.",1,1
eng_3574e5173ddfced292428337d2484af3,The GOP intended this to happen.,1,1
eng_35ba757e9b96d5303773974f64588596,Wake up!! fascist Trump authoritarian USA,1,1
eng_35d1b3d76f680c08ddf3263db516bf0d,It is wild that they all bellowed about a deep state conspiracy to investigate them as political enemies and then within a month theyre using the apparatus of the executive branch to investigate their political enemies. Every accusation really is a confession with these folks.,1,1
eng_36adbccf0b935cfc6c48bdace145f4a2,Hes worried about deportation hence the ass kissing gibberish,1,1
eng_37cade6b727b8ee9c4c095862ef79f56,Impeachment. Start with Orange Face and dont forget MTG,1,1
eng_37e669e66a992d17a878d2671d71f530,Hard life being a traitor,1,1
eng_386cbdc160964143fdf44f765111dc76,"a sign at my kids ""Witches, we need you. H3x on NRA, Curse for Trimp, Love Potion for all Earths Peoples""",1,1
eng_38fbd6a81fe0bbdcb568a401e642e364,Gender ideology is a pedophile movement,1,1
eng_38fe24396ed866fbfefc46d36886fc6b,So youre a socialist? Good to know. Its never worked. Move somewhere else to try it.,1,1
eng_3a9d1ee4585e930f0ae17816dea8a2f2,Breaking news from the future Liberals blame s Twitter buyout for with election interference.,1,1
eng_3c47b3dcd19aae41a3fa4b93b7c00ae5,You have been recognized as an enemy of the people. WeSeeYou,1,1
eng_3cde562d4c1661891c07342047c8e923,"Because its about being racistanti immigration or ""tax savings"" or a little bit of both.",1,1
eng_3f449cb952887873a1aa75acf82999a6,Trumpism is a subsidiary brand of Putinism,1,1
eng_41f86e299ff7c964ff63a517bd0327a0,Defund the police and use the money to help the community. DefundThePolice,1,1
eng_425bc5c624b2e16a825c2ef4e264a03c,Leftist are anti imperialism and anticolonialism and thats what Israel is its a colonial settler apartheid state,1,1
eng_43b22ccd81b11d91d13b7e073a04d39c,If theres no uprising against Trump Elon soon then Americans dont deserve the second amendment.,1,1
eng_466c6b326106e7e725bfff25f476a043,"Uutoni Nuyoma is an enemy of the people, at all fronts.",1,1
eng_47bd827528d0a6de0a0451b16447f059,they dont teach history at the moskva institute of trolling and populism?,1,1
eng_48fef3c83b80094d91527aee1b871924,Then stop justifying Israeli war crimes.,1,1
eng_4920abab255bfa8a111998e9d71d08fa,"Your captions attached to the parties are totally opposite of the truth. Everytime anyone opposite of your party spoke out, they were silenced. So how does it feel you socialist!",1,1
eng_495311e8b078a2a6f01b5cf2463d6845,"""Gender Ideology"" the existence of trans people. Call it what it is, a call to eliminate trans people entirely.",1,1
eng_497ea7dcdc8ba6e55a61f40fb9079e38,zionism is FASCISM. say things right. also if they are inconvenient,1,1
eng_49d5f108d4befd22bafe6b37127d705d,I propose no president should be allowed to play golf anymore. Fuck golf. And capitalism. Especially capitalism. But golf courses are fucking terrible too.,1,1
eng_4a6517e51bfeff6179e365296341e762,"So the MAGA went from Regular MAGA to Super MAGA, Now Nuclear MAGA! Build the decontamination facility now! We knew they were dangerous!",1,1
eng_4c4b187238e95f8d798a4eba74093c6e,Donald Trump said next Thanksgiving hell pardon all turkeys involved in the insurrection,1,1
eng_4d3d9f050541318255ba9149b5483c93,BankruptElon should be the mission of the MAGA resistance movement.,1,1
eng_4d67671ed1ad047bb288b634cbcee1ec,The woke mob of Twitter died suddenly today,1,1
eng_4d9eb595be46d2c3b7e32a9927796919,Bye bye demonizing Democrats REDWAVE COMING,1,1
eng_4ed5db54e0940f177fae87c094359750,The rigged election is connected to everything. SA correction is needed immediately.,1,1
eng_4ff956f8b0a455e6b282b8a08f5d6858,how truly and utterly deranged the radical left is.,1,1
eng_50d3a7fa883caa517ef2d4d7ae77cc43,the woke mob wants the NEXT little mermaid to have high blood pressure! not cool!,1,1
eng_50d762724c09069184bb07b66b200063,What a rotten traitor she became!!,1,1
eng_50fab97292034dc9b410e61f065d63d7,No one is watching their propaganda propaganda,1,1
eng_5162d30270281dbe3b4da9e36be55c80,Trump really wanted to seize all the voting machines in swing states pretend the election never happened,1,1
eng_55dd2d3e568f38b64fbee9850a08446b,they will lose the war as well. wokegender ideology is the future,1,1
eng_56522f6049d654ddce47a7fa5d650106,And covering up all possible evidence of election interference to boot,1,1
eng_56f16038da78d29040e7bd8d03b71c58,"That ""reporter"" is from FOX News. Hes part of the problem.",1,1
eng_57ff5e6b18bdf78bc9262d602a7a2ea8,bro Whoopi Goldberg better be thankful for the Ukraine Invasion covering up her extremely spicy Holocaust take,1,1
eng_5adf91263a6923785259f00a1b04a4ad,"Lib shit lmao! Bro, youre the liberal in this circumstance You support American imperialism instead of Soviet imperialism. Thats liberal af",1,1
eng_5b66f8de7242b3e59df3d1259f55ac15,"Libs think Kemi is ""Bad Enoch"" because of her open borders experiment gone wild. They like Good Enoch Sir Keir",1,1
eng_5c016f8342c6e7302c8057c894bcfd6f,I fixed a paragraph Open borders and a single undocumented billionaire immigrant are destroying America.,1,1
eng_5c89253ec6539ca0be5bf03e6c8ce450,A stolen election may result in us getting nuked.,1,1
eng_5ca18e380ee097a8220ae047c31d7121,And also was a failure on day 1 in office regarding israel. Read history. Propping up an apartheid state didnt start on Oct 7,1,1
eng_5d03cae9627a7ffc672b840d7f7e98e0,Mike Pence is Judas x10,1,1
eng_5e7a103ef94681776fb2658326a4d815,As if the destruction and ethnic cleansing visited on Gaza and the West Bank werent enough.,1,1
eng_609b651879327ceabbdcc2cc29ef6ee5,NATO expansion in Europe is bad. Russian expansion into Syria and Africa is good. Russian logic for the conditioned slaves.,1,1
eng_619be160ebafa048b051c064f58ab95a,May his deportation be swift and merciless,1,1
eng_61c1a9aa2a1879fd460cd8b0410d6625,Extreme examples for extreme right wingers who need extreme education.,1,1
eng_61cb25cd5f0336fd5e74249e5b4bbe81,Crying Hamas while murdering children doesnt make them less murdered. Yes Hamas did terror. And what did Israel do? Murder tens of thousands. You saying Hamas Hamas Hamas does not change the fact that Israel been murdering Palestinians for 70 years,1,1
eng_6392118a28667ecfa4108625206f9b27,These Foreigners are Ass Kissers because they Scared of Deportation,1,1
eng_63a864304cbb5d0769991700c94f417e,"Praise for Kamala Harris for doing her job, highlighting the immaturity of the other side.",1,1
eng_64672145aa8753cde8d190eac51ef9ea,Rigged Election noun When MAGAMORONS lose. see also MAGAmeltdown,1,1
eng_66a2ee100c3d00332701d7967c860848,"Biden is racist against Palestinians and believes in ethnic cleansing, hope this helps",1,1
eng_66b80d793e26ae1ad6d4775b7ce0b846,The media is the enemy of the people,1,1
eng_674cda804599d93c54b68eafb92d3d76,Rothschilds zionism is the harlot.,1,1
eng_68a23921f5bf1efbcb17a1e8b4c3e727,Drop the Jewish state shit it only allows antisemitic to propagate by attaching Israels crimes to Jewish people as a whole,1,1
eng_6ab2e8a6c38d2e0012c3c0a12eddc0de,Yes. The Iranian theocracys use of its Gazan subjects as human shieldsdisposable martyrs amounts to actual genocide its aggression against Israel was attempted genocide. I hope they hang for this.,1,1
eng_6ba12b6d7cd49f00a201cb2c2b1ffbc0,"""relied"" should be ""replied"" but the intelligent radical left already knew that",1,1
eng_6bffde36263889437ca9313d188dc2b7,Voter fraud is treason! Republican or Democrat! Anyone who commits voter fraud is treasonous and they should be dealt with accordingly.,1,1
eng_6eab06e5263d42b5ff118e6e3dbd0276,"This. Vile. Genocide. Must. Stop. Middle East crisis live one child killed every hour in Gaza, UN says",1,1
eng_72df8f1b4e6a876d3b6962d87ea77759,"Annexing Mexico, talk about open borders. I guess tRump doesnt realize that would make them all American citizens.",1,1
eng_735390f1e0263827c94478792961e771,"Not only genocide denial, but genocide justification. Get in the bin",1,1
eng_7401055ead5f0f6d5ebbd4791a18c0cf,Why are you Zionism splaining to Jews?,1,1
eng_7493a50e63bf06e299d0d8218efd5d3f,Not we only the woke mob.,1,1
eng_75776498442bf3041b40169fe69419f6,Defund the Tucumcari Police Department DefundThePolice,1,1
eng_761e7382077e7c01588e599d1f41331b,GOP Grand Old Party GOP Geriatric Oligarchy Party Am I wrong?,1,1
eng_76f31cd7c11cdcafbcbc77dce1d25758,The MAGA voter fraud was spelled out in Project 2025. Theyre doing everything else in Project 2025. Why wont democrats demand a hand count?,1,1
eng_79f89b29f034bd3382d610a3133226e3,"Gas in Carefree, AZ last month Today? Bidenomics from hell!",1,1
eng_7ac19142d25541a96a0ee19efac53615,Tfw you aid genocide by voting for the most ridiculous definition of anti semitism known to man,1,1
eng_7b0f9a28c37f6848d81840433e01dfad,Arrest all those complicit in the USA coup attempt for SEDITION!,1,1
eng_7c0a2bfce8d9a643c2c5dd73e2ef04fe,This is Russia on Stalins This is fascism! It can only be cured by military defeat and the denazification procedure.,1,1
eng_7c6380f4c695673607a82fc85a9cc6d2,Its America. Every downscale white guy thinks tomorrow they will be the next Elon Musk. Populism is entertaining that mass delusion by hurting the people blamed for its failure.,1,1
eng_7d5955be61c722f03dc1a34ce4149630,"Will you didnt .bsky.social or youd understand the TRUcuntMP team basically challenged the voting rights of 3,500,000 voters. One butch challenged 32,000 she never met from swing states. But Democrats couldnt do the same kind of campaign so fuck you comment on whites women.",1,1
eng_7d923ef7ac3d1072c42a8c867ac10424,Yes. Satania HAS committed war crimes.,1,1
eng_7e364a53af28e439f458d95ccdd1a63e,Of course you did traitor,1,1
eng_7e4ae4f2de20154e805b27fc28582dc0,Kamala Harris is a disgrace to all Indians.,1,1
eng_7efbbc846aab1b5d5aba2468499185c2,"The United States should have stepped in and stopped Israel from bombing Gaza almost immediately. It was clear within about a month that Israel was moving far beyond ""defense"" and toward a vengeful collective punishment. By March, it was clear they were engaged in ethnic cleansing.",1,1
eng_8002422350717d25bd4e070e5d10aec6,Fight like hell? All you do is support terrorists that are openly homophobic and name calling anyone who disagrees with you while advocating for the destruction of the only Jewish state,1,1
eng_80dbbd45bbb2238a075b5a9ead40c1e7,Soviet propaganda? Sounds just like standard capitalist apologetics.,1,1
eng_8138ad2b73a82a8e91d09b7d7ff43cd3,"Id prefer they targeted swing states so as to inflict maximum political damage. Besides, unlikely red state constituents would ever hold him responsible",1,1
eng_82460defd327ae282d7d509c605c744e,The only reason its this close is gerrymandering in the red states.,1,1
eng_82a4559879408aa2102ee9126caf4583,Stilettos save lives. Defund the police.,1,1
eng_82a7d6446f6b338740447d3da42fc201,"North Carolina Republicans just introduced House Bill 66, which would change the early voting period to just six days. Republicans continue to show time and time again that they dont give a shit about your right to vote.",1,1
eng_863a679b501ff1cf627a06bf5c4c9a75,Kamala Harris lost cause she retarded asf.,1,1
eng_87565962d029762a24f291b8c7ae5044, Is anyone gonna tell Orange Man that if Canada is the 51st state we dont need no border security?,1,1
eng_89a78712d647ae9e70f63135655e52c7,"Buybull quoting, traitor. Evil beyond imagination.",1,1
eng_8b592b4079af3a314aa8ccc0d97931bc,The far right extremist capitalist Republicans are turning into the National Socialist German Workers Party? Wow. Thats an impressive turn of events.,1,1
eng_8b7ef6b025d98237b82c064998e60ae4,Lock them up unlike blue states,1,1
eng_8bc20aba21e50682fed50e4a56912171,Respect from Canada! Screw Donald Trump!,1,1
eng_8bf5fe4d5c650d506aac3122dca80ac4,"Cameron Kroetsch as per usual is completely full of sht and represents a very tiny amount of residents in his own ward. If hes not removed from the Hamilton Police Board entirely, residents of HamOnt have been failed. His Defund the Police buddies are equally full of sht and brain dead.",1,1
eng_8f1a268d1edb6580019442b6b0f94231,A moral abomination imposed by Israel on the Palestinians as an obvious act of collective punishment.,1,1
eng_8f711b7ef79219a2081eaf3d4a387999,"Israel has a place, just not as a Jewish apartheid state. The IDF needs to front up for its war crimes as well.",1,1
eng_8fa3a7604bbb00650bba7ed0e6b79617,i remember someone mocked me for sjw monstergirl propaganda but hey sjw monstergirl propaganda,1,1
eng_9007b0e09cc536e77ada13a618d1a62a,Idiotic capitalism now fuelled by Artificial Ignorance,1,1
eng_904a957b4d89fd5142ec332ba34754e9,"Russia wont kill civies its been proven video after video, stop using civilians as human shields !",1,1
eng_92c688d6c182da52cf942d2b6f25d24c,Articles of impeachment should be filed on ALL his illegal acts lest they become normalized. Take action Dems!,1,1
eng_92d2043d5268b45da3926fb6e5c70244,"The genocidal apartheid state would murder her, but that is no doubt your goal.",1,1
eng_93a27059f500e4956fb94de34a1bcd64,They want white nationalism terrorism to organize and gather power,1,1
eng_95def2e8c6b391c3b55b7c119011c204,"the average ""Australian"" resonates with Land theft ethnic cleansing and israel .. ask any indigenous person",1,1
eng_982e30f81657291f53d3e5432f4f1b3a,They gonna have to admit that they didnt care about policies it was the xenophobia that attracted them.,1,1
eng_99feceabdd236da405da627cbcdbd042,"Toxic Foxick. Turn off Fox, its not news its an entertainment channel. Get news from real sources!! Remember how the Insurrectionists wanted to hang Mike Pence? Those criminals have all been let out of prison by the criminal in chief",1,1
eng_9b3c2450b36cad4730d7a8343ec39f61,What a great way increase genuine anti Semitism everywhere while drowning it out with their nationalism,1,1
eng_9bb878a06f6bf4877695e9f068519fc7,And that lad thinks hes a Christian. Harassing asylum seekers at Christmas is pure irony,1,1
eng_9cdcc714db8caae5b64d23fb8c139482,"As the radical left always said, ITS A PRIVATE COMPANY.",1,1
eng_9d1068854c99f50255c314ffd04d4303,He will scorch the earth in order to convince people that the January 6th insurrection was a patriotic act done in his honor.,1,1
eng_9dd57c7e54e24a9a61e01f585134e0d3,"US Nazis, Syrian Nazis, ZioNazi Nazis, Ukrainian Nazis, German Nazis. It looks as though in WW111 we will be on thew side of the Nazis.",1,1
eng_9e48c8ebe9e9e48e757342bde61c4415,"And nothing at all is said about Ukrainian NAZIS or the RUSSIAN SPEAKERS! S REALLY, THEY HAVE NO IDEA WHAT THEY ARE MURDERING, DESTROYING, OR TRYING TO CLAIM LAND FOR!",1,1
eng_9ebfedb69adbe4ea867a8336d06cf84d,republicans jerking off to cringe ass redwave just sound like theyre talking abt someones period,1,1
eng_9fd0e2a88f725b1f2b1bffa5721f415f,This is another voter suppression tactic by Republicans. .bsky.social please vote no on this.,1,1
eng_a0d21ea6a9b9f94776f805bdbc947dad,"Lets take back 25, Fuck Farage, Fuck Trump, Fuck Musk. Bring on WOKE and Socialism. Kindness and Love, Oh and Fuck Israel.",1,1
eng_a2baa6e3c6c9c7acd191a4637b469249,Remember Mike Pence spoke up 4 years ago and for it they tried to hang him. Maga is holding the GOP hostage,1,1
eng_a304716971126b4d2a2e723fe4cdbc01,"Apparently, you dont want to invest in Police Services as you support DefundThePolice Ottawa deserves Justice",1,1
eng_a332247d3962ef02bd3b3471d023151c,He is such a lair and always share fake news.,1,1
eng_a35290c4f98a21a894ca37651a7497ec,Israel is an illegal apartheid state guilty of countless war crimes including illegal occupation. This isnt controversial. Its a statement of fact.,1,1
eng_a3e14d43bfae3b74a2f7311509fd9db2,"Projection ""Destroy the only Jewish state"" Meanwhile there are a dozen of failed Arab states Silly nazi",1,1
eng_a40a6c2a6b433ecefdf805ccb3b725e9,Why has not been arrested for voter fraud? I thought it was Republicans who were so fixated on voter fraud.,1,1
eng_a7205dbc59958f33259e52005cbd5fb7,Not surprised idol Orban will NOT allow military aid to pass through Hungary Orban is a coward,1,1
eng_a8f09fa1835578fd0a0e631b3e73439f,"It is not that Mike Pence aggressively cherishes his own butt, its that Mike Pence idiotically abuses fruitflies during choir.",1,1
eng_a9f85e565f92b3eb737e2b376d314917,"Member when all the right wingers went anti vax, spouting how the deep state was trying to implement population control? I present our acting undersecretary for public diplomacy and public affairs. Darren ""Population control? If only!"" Beattie",1,1
eng_aa85a787fac2af36752bf54307716ab6,Trumpism stole my family and friends.,1,1
eng_aa9b9a2bb1c4c8b45423d7e1bd351a3f,"Surprise!! Surprise!! Even conspiracy calls against the Deep State cannot help you when you do stupid, legal and traitor activities deepstate greatreporting trump convict shouldbeinprison",1,1
eng_acb43b72d81fbe85ae90b5e9433bd710,Or voting for a fascist.,1,1
eng_aebe842d738bbf97d98b3d1fc9a22ade,"Open borders are completely the result of democrat policies, thats why ""build the wall"" is such a divisive thing as thats what Trump wanted.",1,1
eng_af506a9bf7c6d2637755622f7bed0304,Elected republicans condone acting outside of the law and citizen republicans condone believing outside of facts.,1,1
eng_afcc1c902261007751d70755487ef9fe,Twitters election interference team is actively silencing free speech again.,1,1
eng_afdc79b42e7576f1c8215df1877b4a09,"Anybody out there think that, on our current trajectory, there wont be dimwitted potbellied idiots showing up with guns at polling places?",1,1
eng_b0cd3d5a062ed504c5de771950d448cc,democrats should filibuster every nominee until 2029. and House democrats should be bringing impeachment charges every week.,1,1
eng_b1a5cc0f61c5e51af949a61a3c9edb0d,"The price of covering up the crimes of February 8 is steep. Even if you manage to escape this time, your survival wont last. The foundation of this structure, built on election fraud, is bound to collapse soon. imrankhan",1,1
eng_b4a4b86345ee06b63daef63788752db0,Religious parties have always been friends of imperialism,1,1
eng_b4c949ba267ea06f83760ed5d9a6b85c,NRA Killing American Kids for Profit,1,1
eng_b4f656e9788b61cf52cbf80d40503d37,Waiting for the Left to say this Ukraine invasion is just some AltRight conspiracy theory being used to smear thier precious Joe Biden.,1,1
eng_b661f45d99b447f48e1c3339da1d887b,BS and brought to you by the radical left!,1,1
eng_b721048cb72d697754011fc902caa8dd,South African from an apartheid state running America . Hes your real foreign agent.,1,1
eng_b7ef0a5d9fc4c2bf3a5d3a1414a291cf,does anyone else read extreme right wingevangelical propaganda for fun or just me ?,1,1
eng_b87079d304e1e453b8f21d682a7d58d1,Well the thing is that they arent left alone pal its ethnic cleansing,1,1
eng_b95d0440a293b4e37863a7a3ba02ddbf,"Quite simple, really. No thinking person wants the extreme right wing anywhere near power.",1,1
eng_bafa157f188a72850e5641bf1dd5df2b,PUTIN UKRAINIAN AUTHORITIES TOOK CIVILIAN POPULATION AS HUMAN SHIELDS TOOK FOREIGN STUDENTS HOSTAGE,1,1
eng_bb116667d4268d334ab3bae4bae7c510,deep state troll lying deep state troll,1,1
eng_bb6b2606deb06541c6f035101b19c137,"Breitbart ""exclusive"". Youre such a clown.",1,1
eng_bcc3d3896ee3ed2d31d33c1c9246c0da,Lionel loves Zionism too. Trump Cultist.,1,1
eng_bdcdd0557deaa894d3d562e34f0273b8,Hes already a failure and he hasnt taken office yet. Grocery pricesFail. Russian AggressionFail. Cabinet PicksFail. Human BeingFail. He fails bigly!,1,1
eng_be9febcbe0e1d336e18dd42394cc8e46,Lights the blue states on fire with planes and fires and decimates the govt and completed the coup,1,1
eng_bf016a05ff68a57c3a73a46a009d8259,Is the EmergencyMeasuresAct crowd also the DefundThePolice crowd?,1,1
eng_bf6f1118475a18a32dac69e291de9053,The TrumpPutin propaganda machine is very effective.,1,1
eng_c0a8872c3dff6731d8ded476304d9616,Putin already broke it. Putin is antipope.,1,1
eng_c53569ec2095bcda77f6e2f67d1078c1,His cult have no idea and are still getting news from Fox News,1,1
eng_c6da4f8e280721a3c7478657cb16c1ff,What will the woke mob come for next? Dog Cum?!?!?,1,1
eng_c997deb92b62881f310d0754d43a7521,"Very hard to see. Perhaps concessions from Ukraine that somehow back Putins ""denazification"" pretense",1,1
eng_cb9b5eac15923e685a4c0ae752d4d9d2,Republicans are a hate group,1,1
eng_cd05fa0b5ab1c36ae997e790b28fbf3b,i love living in a fascist autocracy,1,1
eng_ce0fce3d00c12a8e954799e4b81afec7,Welcome to four years of even more shameless racism and xenophobia for the Red Hat masses,1,1
eng_cf2e7d0bcd944eaf559d2ca6710bffeb,Ahhh so now youre antiimmigration? Oh..thats right..youre just ok with illegal immigration,1,1
eng_cf840005e1cd7563d09ee4c2578dcb33,A radical left wing negrowho will only side with the demoncrats!,1,1
eng_cf9ad9342d2ccfa4094a41dd820138ef,"just having a little lighthearted fun, chosen ahole style ""Jewish settler opens fire at Palestinian schools in West Bank""",1,1
eng_d049334af526f1605f76649845df11aa,Why explain when what they do is playing on xenophobia?,1,1
eng_d0dbfd1330452bae39b04ebad84345d0,The antiimmigration party makes exceptions when it benefits them personally.,1,1
eng_d1f5486314d6f63c9bad53a60ebefa16,"Genocide, Apartheid, ethnic cleansing. Israel is a crime",1,1
eng_d29d0e6b59a28ea84f7d701337285820,"Remember, if the police have no duty to protect you, their only purpose is to be used against you. DefundThePolice",1,1
eng_d2e29bce3871b633c55884ab476d8e72,"If theres one thing I can credit trump for, at least he waited for Hitlers insurrection to enter public domain",1,1
eng_d2f5efb755545af05c2326c67836df17,Q will go extinct because of Kamala Harris.,1,1
eng_d3c043ae73d3516fbb2549a575053903,"The radical left is at it again. Same playbook 1. They accuse anyone who says illegal votes are being counted of being a far right wing conspiracy theorist. 2. It turns out to be happening... 3. They AGREE its happening, but now thats actually GOOD!! 4. They use lawfare",1,1
