id,text,polarization_pred,polarization_gold
eng_518faab650ec584f55fe53d35b00cfd7,"Theyll probably wipe out the fascist battalions before anyway, and the rest of ""denazification"" was always rather fuzzy.",0,1
eng_5281ae48c4e2a2b8637d91272674851a,This is what happens without the Second Amendment.,0,1
eng_535ed1db766635878fdbede2e4bf5dde,Friends dont let friends commit war crimes.,0,1
eng_571d292b888200f712e44b4fe1c2b7dd,You have no arguement. Judaism is not Zionism. Do some reading.,0,1
eng_59d79dfd6c20cecbb7244d5bfeac7213,Putin Trump Musk would fade away once Putin toast,0,1
eng_5c25198be353dcf2810131277f921f99,genocide against the Tutsi Not rwanda genocide,0,1
eng_5dabafc169afb70c4f5d012aa30d7783,"Sanitizing aggression, war, and war crimes.",0,1
eng_5f9de48947ea1f02035576631d66b4e6,"If you are thinking maybe something you have been doing is a deep state conspiracy, ask your self if you heard it first at a State Extension service meeting or a 4H demonstration. If either are true, then not deep state, just common sense. foodsafety pasturize milk",0,1
eng_6124ec379a87befde7cec8a8098cb505,Reminder the US and Israeli delegations are the only two who continue to vote against hostage release at the UN.,0,1
eng_61a2ebac71fe305c34de64f028187e17,The best socialist is a lubricated socialist,0,1
eng_6376dd240e9bbf46fecea7cc02935a44,ON THE DEPORTATION BOAT WITH THEM!,0,1
eng_63cab73c73b90168cc3209a18ba9e46a,REPOST if you agree we need to keep funding UKRAINE! They are literally protecting us ALL from Russian aggression. BlueCrew,0,1
eng_6d2f1e0056038d05d9a35b65f0588a33,Kamala Harris has the easiest job ever,0,1
eng_6fd0268b6cc1ed73bdfe0b5b430f08a9,The Insurrection really happened no matter how they spin it.,0,1
eng_70a77c7615e222af1f4f3c28e87a105f,"Check again dummy, its in blue states",0,1
eng_70e9dbe276189afce65f09d591a53ecb,"Wasnt he a Christian Pastor? So yes, of course, he would hold conservative values. Duh",0,1
eng_72990d91a322f86aead07633d25ef98d,"lol ""anonymous smears"" is the new ""alternative facts"" and ""fake news""",0,1
eng_746675311dad2c85bf91e921df3819c1,Its still Free Palestine btw,0,1
eng_75df066645ebdea0167dcbefcdc34253,For anyone concerned about being called rightwing because they are critical of gender ideology,0,1
eng_774916d6ea0989a1fa5562166f908c44,Land grab and war crimes. Deja Vu,0,1
eng_777d055fe233442762d03f27c5a363ed,"Réseaux sociaux plus un parti est à droite, plus il diffuse des fake news",0,1
eng_77d9962c85645281d96622d80bb1d1c6,"Got called a ""Commie"" the other day, and I responded with, ""Why thank you."" communism socialism youtu.beW8yhFJ8C6j0?...",0,1
eng_7aa8db192e0215876b64a228bb2d3040,this new optic the President use that term lightly posted on X of him as a Kingis he serious? Are we no longer a Democracy? We have an election wearly voting starting tomorrow. Im running. Did King Donny stop elections? I appreciate your courage.,0,1
eng_7d07fc68b3351d6e9ab50dae3372aad8,Yall need to start accounting for voter fraud.,0,1
eng_7d9a5c0c5318fc3103f1da0799701cfa,I am here to spread Elezen propaganda,0,1
eng_80c317d70f56a26166a48672ed06b216,The Nadesalingam family are not asylum seekers. Change my mind.,0,1
eng_82a7d6446f6b338740447d3da42fc201,"North Carolina Republicans just introduced House Bill 66, which would change the early voting period to just six days. Republicans continue to show time and time again that they dont give a shit about your right to vote.",0,1
eng_8397e56f251bdd67bc695861c3742123,Zionism is the heart of Judaism.,0,1
eng_84a893049734344779e5e18e8ef31950,A.S. Senate Swears in New Internal Vice President,0,1
eng_8b5fb1cbd633758f55e49105abcc0f10,Populism leads to communism as its takers versus makers.,0,1
eng_8c26a6ce9669ceb44529e558b3101487,"Asylum seekers are NOT ""undocumented Pass it on. Asylum seekers are NOT ""undocumented Pass it on.",0,1
eng_8cca4776f812cbdf23e968e6078bcf07,Kamala Harris girlfriend of P Diddy,0,1
eng_8d063f4c60a811ab4501aa84988f9ee6,Yes that is the fear. Thats why a one state solution is rejected by Israelis. That and the identity of Israel as a Jewish state.,0,1
eng_8d26105337145bce281d1c5c10f53e78,Which xenophobia are you marching Against?,0,1
eng_8ee79e86ad3612b2b550977309253f40,The US presidentelects closest foreign policy aides told European officials he plans to continue supplying military aid to Ukraine Good news if you can believe it Aides talking w authority or just the usual BS? Can Trump hold a thought longer than a news cycle? @URL,0,1
eng_90880184cdbdad768abd38a2e0be59ce,It doesnt. There can be a two state solution. Hamas doesnt want there to ever be a Jewish state they recognize,0,1
eng_945530ee3f3cc16f02793c364f80811a,Supporting gun control is pro life.,0,1
eng_950c179c89e918ea12659daa6dd0e93e,"Biden impeachment. If not, then southern border situation, which returns us to Biden impeachment.",0,1
eng_97280c2c04401997f9b6bab6cb1cf68f,And thats not ethnic cleansing how ?,0,1
eng_98d84bd4b196bb2aa71560fd6a3af742,"Winners and losers of this RussiaUkraine war The biggest winner, US. Huge profit from arms sales and energy sales. 14",0,1
eng_9aabafa77f1a0bc3ebafa6b78bdcd728,Growing up and living in an environment around people who strongly believe that everyone should just speak English and where why are you speaking foreign and being someone actively working to promote multiculturalism and multilingualism is a HARD constant battle.,0,1
eng_9d2137c29b7488d6e87481d6dfd077d2,and s estimating Russian propaganda is I face propaganda.,0,1
eng_9e7a0263cad99d8198ce526df3dd8fa1,"Cool, so my Crazy Uncle is writing immigration policy now.",0,1
eng_a019d98aed7162ab23e1568b8677f983,"Letter is fake news, crosses a linePark Record",0,1
eng_a15d16ff776d573a6c4094528b920bd3,Why are they in a camp? The West Bank does not belong to Israel.,0,1
eng_a205a4c36f33783da2809bd5fc0cc524,Well informed populace or election fraud,0,1
eng_a36f038b08cc654c7c582a7c308aee1f,His View: The Choices Are Clear in Upcoming Election,0,1
eng_a8829af7a84874ea81e93e2e97b2c234,"soo from 1517 until the beginning of Zionism, approximately 150 years would pass without incident and then, after the advent of Zionism, constant strife thanks for this helpful graphic demonstrating zionism as the source of violence in Palestine",0,1
eng_a8e0395e0194bd34fad46d31b691f7d5,"WhatsApp, but for xenophobia. TCDisrupt",0,1
eng_a9f85e565f92b3eb737e2b376d314917,"Member when all the right wingers went anti vax, spouting how the deep state was trying to implement population control? I present our acting undersecretary for public diplomacy and public affairs. Darren ""Population control? If only!"" Beattie",0,1
eng_aae449d79c94a45c846ddf79910e5600,"Like to see all blue states make that move, red states would be propery of mexico in 3 years.",0,1
eng_ac11e754767e6d2e61a3f2a1f7fd7a11,"Americans others owe Ukrainians a huge debt of gratitude for their resistance to Russian aggression. Ukrainian resistance to Russia has vastly reduced the chances of major armed conflict elsewhere, thus significantly reduced the chances of a nuclear war. T. Snyder Ukraine_Victory",0,1
eng_ac2c3ccf40970c9bc3edf8ec82fbaed0,the woke mob will cancel me but i do not like barry keoghan for joker at all,0,1
eng_af8838c34671876e00cbb4cf4a0c0f29,Kamala Harris is the GAGOP Lt.,0,1
eng_afc99fe20d81fbdd4f7605e8ed4cdc64,maybe he shouldnt have done war crimes,0,1
eng_b823b841e69a7446e186721cba476630,"Just in time for the junior Olympics games called Gymnasiade Human shields in Jinjiang, Fujisn",0,1
eng_b8bc81c7dc9cbb03c3bc476181e64dbb,Dont engage in making voter fraud easier.,0,1
eng_b99be66cd802f0ba6866de350d1ee9ff,alskakak i just submitted an official application to change my raceethnic grp on my national identity card,0,1
eng_baa68a0d558737420e87cf162f8abb89,Fairfield Muslim Student Association Demands Ceasefire,0,1
eng_bfcc7bcd4ef1a3db98bc131af9c08ae9,Oscar said xenophobia has no place in EC and wena youre saying we shouldnt listen to him. Isnt that being pro xenophobia??,0,1
eng_c1f7d02156e495eb53728a033a7da604,The NRA opposes the banning of guns except at an NRA conference.,0,1
eng_c351af8553446b6a04d754629ad5a6b7,Anyways Im going propaganda mode for Deadlock,0,1
eng_c64e9b40460d662c6834833e38d135c0,"And for clarity, anti Zionism is not antisemitism",0,1
eng_c6e7726bfac6c00d12fbae4e431ede1a,Do you think that Hamas using human shields could have something to do with it?,0,1
eng_c725e8548bf7fde7de7b1554b3dbfb1d,You mean Hamas steals it. Those countries dont give aid to Hamas.,0,1
eng_ca46e723fc8501bc4f16ee3c55204809,Israel is either killing or capturing many of the doctors in Gaza and the West Bank.,0,1
eng_cbb0196ce9ecc57f713d006e3aa4702a,Scandinavia but less xenophobia would be such a good society,0,1
eng_cbe453d8882129465d4242e04d4b4c85,I doubt either one would support him. Just heard Schiff on MSNBC with Nicole Wallace.,0,1
eng_cd30098709e19bae95d16d8fdeb97030,Who the fuck is kamala harris,0,1
eng_cf0cac06b18f98e1ebe37811f77b6b48,"You dont know what genocide is, I guess. War is not genocide. DF.. is Ukraine committing genocide?",0,1
eng_d069f5e720f60cccc67f43b48465099c,Who shouldnt have voted? Asylum seekers? Refugees? Undocumented immigrants?,0,1
eng_d7586d7a274c456bb1af1b30cb0d0e94,"Yes high taxes, war on fuel and open borders is definitely hard to digest",0,1
eng_d7c139bb5aa4ff54e826bbf79cf6bc6c,Biden has talked of the Iranian people in the context of the Ukraine invasion. He is clearly just too old.,0,1
eng_d7c7471be18ebf37dedf3d1e3c1486d5,War crimes going many places,0,1
eng_d9dac6dd797ca76711e05d13373d2434,MAGA is trending in the US!! Lets GO!! MAGA UltraMAGA,0,1
eng_daa590c428f1e04be5c3d10abf21ddd3,Early voting started long before election day. STFU!,0,1
eng_dbc4491533953a69ea6220a77596b603,"F CNN, and F this guy specifically",0,1
eng_de6e5f03dbe5e2ace8c6f10eccc28bd6,Same thing right? Blue states are all like this.,0,1
eng_e1412cc7c8a6afc0457d22f97fbfe99f,Its up in Dublin and Newtownmountkennedy in Wicklow that farright agitators have stirred up violence and antiimmigration protests.,0,1
eng_e7b18920ec1cd2e33f0bccd57c4d131a,Can the blue states become a province of,0,1
eng_e7b4414cb7c0f946debe30329af278a6,gun control guys believe in jesus?,0,1
eng_eb7bc03f78234505cb5ae7624dae1b81,A symbol to support the special operation of denazification and demilitarisation of russia,0,1
eng_eb7d9d3d261239ffe5c5a65b2b0e6ecd,Only one side stopped the electoral college from voting.,0,1
eng_ec369e9b3189dc29e72ed1503f23236b,Trumpism takes the day as the GOP censures Liz Cheney,0,1
eng_eed78f36f5a66c7d9b23bd0dd28a7bc7,5 Black Officers Awarded $16M After White Colleague's Racial Comments,0,1
eng_ef468ab62e1ddc43374dd8d20bbcdbf0,"Depending on your situation, even 1,000 for a shitty car could be difficult. The most difficult part about putting roadblocks in firearm ownership is the blanket wording of the Second Amendment. Youd need to amend it tbh.",0,1
eng_f63257e7f0d260a3515568f6526df832,"Not true. Harris wasnt president. College kids were critical of the President at the time, Genocide Joe Biden.",0,1
eng_f7ad21974429038bcedea6232fc5f9fe,They had a problem with asylum seekers who are definitionally legal immigrants,0,1
eng_f7d256c04b6a788a4a4df7f6b5f4c1a2,Xian Gaza must miss jail so much,0,1
eng_f7eb2e5e41c4b18705e4d70c97dc64e2,Pretty hard to not notice the lack of any proPalestine content on this Webb guys profile.,0,1
eng_f81c4ff16fb4b539d9d0ae300a202a11,So covid 19 was a scam after all Because Ukraine invasion have silenced it What a world,0,1
eng_f9bf53b88b85e5b47caf2e0cbc78f6ad,I saw Joe Biden. Hes part black. Kamala? Indian !,0,1
eng_fc4c309d93753990758b81772314ddb7,So youre pro voter fraud too,0,1
eng_fd0c3d5a074ab069a13ead99a185e284,"Open invitation to any state in America. If you want free healthcare, gun control,and good beer you are welcome to join Canada. Hawaii???",0,1
eng_fd41ff7dabac586254dd51292407a597,Wrong. Nice conspiracy theory. But wrong.,0,1
eng_fdc7d0b48d5346f046bfddd216606f66,You dont get to define Zionism.,0,1
